"species","hti","bl.range.size","mig.distance","ebird.mig.dist","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Secondary1","Tail.Length","Mass","sp.dist","iucn.ordinal","median.abund","range.size","trend","edge.score","gen.field","morph.field","max.acad"
"Acanthiza_katherina",4.06,6.5792512120101,4.1989592746327,5.39439389380321,2.4423470353692,1.75785791755237,0.8754687373539,0.955511445027436,2.89591193827178,3.95316494875932,3.75419892023458,3.71600812150219,1.97408102602201,1.15647508110876,4,NA,NA,NA,1.52088168880587,87.9721612843652,4.57625825260418,NA
"Acanthiza_lineata",31.18958333,9.57637141083894,5.63502545131789,6.25876356087505,2.29253475714054,1.6094379124341,0.741937344729377,1.02961941718116,2.83907846350861,3.94158180766969,3.68887945411394,3.63495111208838,1.93152141160321,1.57853115479981,0,-0.73966733811067,6.81454289725996,NA,1.57720814840422,83.0835906334361,4.84142039833218,NA
"Acanthiza_murina",NA,6.89162589705225,4.82469360544658,NA,2.43361335540045,1.79175946922805,0.8754687373539,1.06471073699243,2.88480071284671,4.04480411666196,3.78418963391826,3.55534806148941,2.12823170584927,1.33801158092985,0,NA,NA,NA,1.21059507660349,74.1855743157348,3.35548082668528,NA
"Acanthiza_nana",42.45,10.2151546702384,5.91108492974118,6.48107368248792,2.30258509299405,1.64865862558738,0.741937344729377,0.993251773010283,2.84490938381941,3.89385903480047,3.70868208141012,3.60549784517489,1.82454929205105,1.50071389503386,0,NA,NA,NA,1.6142165378619,85.2506686789156,5.02395030633451,NA
"Acanthiza_pusilla",49.498,9.65848175436478,5.72865315509351,5.87567290333844,2.41591377830105,1.66770682055808,0.741937344729377,0.955511445027436,2.92852352386054,3.94739014926544,3.7864597824528,3.77045944110636,2.02814824729229,1.51618263484043,0,-0.419316273254076,7.10906213568717,0.243905229241147,1.59418218587665,87.4411389800743,4.92430026263263,NA
"Acanthiza_reguloides",35.142,10.120130017508,5.87839398507644,6.66615258007805,2.39789527279837,1.79175946922805,0.78845736036427,0.955511445027436,2.81540871942271,3.95124371858143,3.79997350161952,3.6609942506244,2.04122032885964,1.21368406003155,0,NA,NA,NA,1.5563163869027,83.2322636026243,4.74132383550043,NA
"Acanthiza_robustirostris",NA,10.1930927745498,5.94886981889226,8.47410144959441,2.29253475714054,1.62924053973028,0.832909122935104,0.993251773010283,2.94968833505258,3.92789635458444,3.75653810258775,3.69386699562498,1.80828877117927,1.47601865409068,0,NA,NA,NA,1.31897621451869,71.789791472831,3.73959087794375,NA
"Acanthiza_uropygialis",7.472,11.05999131962,6.33115958169659,7.71436095716454,2.32238772029023,1.66770682055808,0.693147180559945,0.832909122935104,2.89037175789616,3.94739014926544,3.79773385902602,3.6454498961866,1.85629799036563,1.48214322288649,0,NA,NA,NA,1.44746457262588,77.3195804913244,4.25231938884039,NA
"Acanthorhynchus_superciliosus",23.17142857,7.83597458172157,4.81407404180925,6.84455141735755,3.16124671203156,2.7408400239252,0.832909122935104,1.02961941718116,2.99071973173045,4.11577984294217,3.91402100809082,3.99452422693989,2.27212588550934,1.95234805730834,0,NA,NA,NA,1.31782990456309,81.4783771345559,3.73530660371273,NA
"Acanthorhynchus_tenuirostris",49.65555556,9.27491014262548,5.75399561484697,6.93574528043887,3.28840188751681,2.9391619220656,0.832909122935104,0.993251773010283,2.89037175789616,4.18357569595004,4.00003388275086,4.04480411666196,2.34180580614733,2.24772732243025,0,-1.6904843449692,7.00124562206948,NA,1.40366275330273,85.6133328852584,4.07008039895638,NA
"Acanthornis_magna",12.194,6.55961523749324,4.23365529760595,6.32967919154412,2.72129542785223,2.12823170584927,0.832909122935104,1.06471073699243,3.08648663682246,4.02535169073515,3.8308129500026,3.87120101090789,2.32238772029023,1.38039821572075,0,NA,NA,NA,1.35354295233442,78.6165297665162,3.87111644429169,NA
"Accipiter_albogularis",NA,6.08904487544685,4.86779014831431,7.32800310333902,3.32143241319329,2.87919845729804,2.36085400111802,2.68784749378469,4.12713438504509,5.46043621602447,5.0720439222249,5.12989871492307,5.51664936086502,2.02162436394763,0,NA,NA,NA,1.40535175142222,127.816478059418,4.0769605657552,NA
"Accipiter_atricapillus",NA,NA,NA,8.78307107331192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.86207723135767,9.20482519128807,NA,1.51085921449174,132.164537656302,4.53062189842006,10
"Accipiter_badius",48.806,12.5358546955339,7.7669839547661,7.79749722724859,3.02529107579554,2.4932054526027,2.17475172148416,2.45100509811232,3.76120011569356,5.22950305054768,4.84733174313806,4.94591897937656,4.87672287650999,1.65720007956637,0,NA,NA,NA,1.23922128274584,129.345512656849,3.45292356640503,NA
"Accipiter_bicolor",26.63877551,12.0076156092268,6.9452821903334,8.73300513010581,3.2188758248682,2.61739583283408,2.15176220325946,2.54160199346455,4.06216566385787,5.43633866444541,5.16364246322143,5.22735827760754,5.6612228602374,1.67014942500736,0,NA,NA,NA,1.51231664923061,129.800049183157,4.53722979828527,13
"Accipiter_brachyurus",NA,5.40717177146012,4.21184885299071,NA,3.11351530921037,2.63905732961526,2.18605127673809,2.47653840011748,4.11414718951828,5.30925730658637,4.92797806041525,4.94734044372394,4.95582705760126,2.28858152987428,4,NA,NA,NA,1.23984685683323,126.895490413186,3.45508430169342,NA
"Accipiter_brevipes",37.214,10.7945835457757,8.09738883262691,9.52104616563205,3.04927304048202,2.4932054526027,2.16332302566054,2.40694510831829,3.83729945923221,5.38265851498179,4.86676492367655,5.03370056702725,5.22843123908387,1.94493569963641,0,NA,NA,NA,1.25582288480613,124.95223301305,3.5107261092168,NA
"Accipiter_butleri",NA,1.79175946922805,2.96388735782071,NA,2.99573227355399,2.47653840011748,1.88706964903238,2.484906649788,3.88567903008854,5.11198778835654,4.81299703319041,4.84418708645859,4.80402104473326,2.01795490641302,4,NA,NA,NA,1.25053925476594,129.622499708349,3.49222564911602,NA
"Accipiter_castanilius",NA,10.1094849450154,5.98883661636977,NA,3.02042488614436,2.4423470353692,2.11625551480255,2.3887627892351,3.96271611974366,5.09681299033731,4.81299703319041,4.90823336047817,5.05942545826569,1.74557995783229,0,NA,NA,NA,1.37386262983477,127.442049125635,3.95058089385032,NA
"Accipiter_chilensis",NA,NA,NA,7.80684075005836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41482778779077,133.343854391929,4.1157776177826,NA
"Accipiter_cirrocephalus",50,11.1690680247421,6.69634363684633,8.23212604142515,2.95491027903374,2.36085400111802,2.04122032885964,2.26176309847379,4.09933210373314,5.36129216570943,4.8955984841079,5.04600243793355,5.11017892443252,2.39093427667006,0,-4.18979044120698,9.41629707186757,NA,1.25455787613583,128.360829952815,3.50628781807987,NA
"Accipiter_cooperii",44.843,11.7702308007633,7.06462357263734,7.53344154199522,3.23474917402449,2.63188884013665,2.15176220325946,2.58021682959233,4.12713438504509,5.48562646485303,5.09681299033731,5.23856736214226,6.06308729078095,1.93903880531516,0,-4.76933661234458,9.51118543095424,-0.246563219916226,1.46251907074063,130.933483747057,4.31682021868377,7
"Accipiter_erythrauchen",NA,6.31896811374643,4.65960122089168,7.34829511413724,3.04927304048202,2.50143595173921,2.15176220325946,2.41591377830105,4.08597631255158,5.2533200006173,4.88582764350291,5.04213396115563,5.04985600724954,2.20934784688616,5,NA,NA,NA,1.28721323851924,127.846157779559,3.62267693919907,NA
"Accipiter_erythropus",15.508,10.7350697084833,6.33129740286084,9.13472148746542,2.86789890204411,2.27212588550934,1.97408102602201,2.26176309847379,3.76120011569356,5.04084113615332,4.70138904372863,4.64822967544854,4.71133038181648,1.54090778620131,0,NA,NA,NA,1.22582130547521,126.084804789795,3.40696309147519,NA
"Accipiter_fasciatus",48.094,11.5699955415752,6.64890924410002,7.96214543934828,3.3499040872746,2.94968833505258,2.41591377830105,2.72129542785223,4.275276264727,5.59805152002396,5.11978860799278,5.32787616878958,5.88248638453824,2.48695943253005,0,-3.45840713394983,9.32598779550214,5.75547471746495,1.24749675801609,128.939721045075,3.48161671094251,NA
"Accipiter_francesiae",28.70816327,8.769196271411,5.34851671981057,7.9877284295497,3.00568260440716,2.57261223020711,2.16332302566054,2.37024374146786,3.87328217711172,5.04857313343665,4.72561633906396,4.84811636459848,4.91852000518845,1.91928633822128,0,NA,NA,NA,1.19904181831177,128.479697941159,3.31693717113155,NA
"Accipiter_gentilis",25.63571429,13.3934037415875,7.64776754180876,8.82375131718672,3.51749783735832,2.97552956623647,2.45100509811232,2.89037175789616,4.20916023665068,5.8218617627218,5.37063802812766,5.48521178518713,6.76388490856244,1.97421522334859,0,NA,NA,NA,1.51921928400699,129.006178954886,4.56865697887168,NA
"Accipiter_griseiceps",NA,7.40488757561612,4.97979250031937,8.10972618987867,3.18221184049661,2.68102152871429,2.17475172148416,2.51769647261099,3.95124371858143,5.23217756404349,4.92216831277393,4.95017732505914,5.52863512161025,1.47953162154756,0,NA,NA,NA,1.39354329598371,127.531125130338,4.02910108796958,NA
"Accipiter_gularis",NA,11.3529914270539,7.89761130058658,9.3094812144952,3.14845336057165,2.2512917986065,1.88706964903238,2.2082744135228,3.77505715035499,5.09129319711371,4.69134788222914,4.66720557690754,4.79330812810349,2.16670046957038,0,NA,NA,NA,1.28485265359245,126.481815956677,3.6141353881165,NA
"Accipiter_gundlachi",34.104,5.09375020080676,3.94645413318167,6.97228411203684,3.25809653802148,2.72129542785223,2.11625551480255,2.79116510781272,4.26689632742025,5.42934562895444,5.11319188242135,5.40717177146012,6.51471269087253,2.63298829322402,6,NA,NA,NA,1.51253109969705,130.068888514278,4.53820291367064,NA
"Accipiter_haplochrous",23.24680851,5.3082676974012,3.73131311383553,6.44914733132566,3.16547504814109,2.63188884013665,2.26176309847379,2.58021682959233,4.07584109065754,5.42846805101308,5.03174425730649,5.04342511691925,5.29028519485077,2.06285842564992,5,NA,NA,NA,1.42490881594177,129.028807393852,4.15747872968915,NA
"Accipiter_henicogrammus",NA,5.58724865840025,4.08289606953309,6.31175421066089,3.32862668882732,2.76631910922619,2.30258509299405,2.61006979274201,4.17592454921452,5.43894849628778,5.07829394257007,5.24702407216049,5.88248638453824,1.902210683881,5,NA,NA,NA,1.35784880266265,127.902166281653,3.88782082978707,NA
"Accipiter_henstii",NA,8.58783803098557,5.32443039002895,7.43728408339231,3.48431228837266,2.89591193827178,2.46809953147162,2.84490938381941,4.31748811353631,5.67160357629197,5.35894198836447,5.50125821054473,6.95654544315157,2.10442161157774,4,NA,NA,NA,1.58072899191527,128.445278760897,4.85849632511901,NA
"Accipiter_hiogaster",NA,10.0811733809256,6.12190236049449,8.26410485642278,3.25809653802148,2.74727091425549,2.23001440015921,2.61006979274201,3.95508249488859,5.29981624267177,4.92580335857956,4.9416424226093,5.78720408279527,1.51237590296453,0,NA,NA,NA,1.31885895972445,126.282279467777,3.73915241869106,NA
"Accipiter_imitator",NA,4.8283137373023,4.03014188104161,NA,3.27336401015227,2.82137888640921,2.2082744135228,2.50143595173921,3.90399083373088,5.29831736654804,4.9416424226093,5.08140436498446,5.4049271016063,1.47732659354385,5,NA,NA,NA,1.29382093220903,127.383013797846,3.64669373919495,NA
"Accipiter_luteoschistaceus",NA,5.31320597904179,4.21176102181732,NA,3.27336401015227,2.82137888640921,2.05412373369555,2.47653840011748,3.94158180766969,5.23644196282995,4.87519732320115,4.98360662170834,5.36597601502185,1.60115604305615,4,NA,NA,NA,1.22115483020071,127.514985289926,3.3911016198136,NA
"Accipiter_madagascariensis",22.67659574,8.68507770041242,5.34888700228109,8.20353376640555,2.98061863574394,2.37024374146786,2.00148000021012,2.24070968927596,4.06044301054642,5.25122575901419,4.91412439371541,5.00729639283074,5.19517660762852,1.95285152981472,5,NA,NA,NA,1.27358615546561,128.718830066944,3.57364525782157,NA
"Accipiter_melanochlamys",NA,7.2115567333138,5.008589855747,NA,3.25424296870549,2.74727091425549,2.39789527279837,2.63188884013665,4.13836144763888,5.43197375136071,5.05113723740559,5.10473261747537,5.57972982598622,2.02251981783907,0,NA,NA,NA,1.45653781787088,129.068211545713,4.29107728959372,NA
"Accipiter_melanoleucus",49.63953488,11.5985984467084,6.8501887553578,8.49873349497297,3.38777436133001,2.89037175789616,2.33214389523559,2.79116510781272,4.32809829264833,5.71307252156329,5.30230938781757,5.39089654784113,6.54965074223381,2.20231442144379,0,NA,NA,NA,1.60890083268788,128.578829011664,4.99731532227644,NA
"Accipiter_meyerianus",NA,8.05610965954506,5.73956658988263,NA,3.55534806148941,3.02529107579554,2.53369681395743,2.92316158071916,4.32280727501391,5.73495809212465,5.33513133967075,5.29831736654804,6.63791312465869,1.87501530472864,0,NA,NA,NA,1.43945287101117,129.341637235519,4.21838718357976,NA
"Accipiter_minullus",47.442,11.3140964059874,6.5872442933373,8.29507589287418,2.80336038090653,2.21920348405499,1.88706964903238,2.17475172148416,3.72086249996699,5.01329841151574,4.6615505194242,4.65586330030361,4.47049528266149,1.64501389064043,0,NA,NA,NA,1.21025568359194,128.295338852472,3.35434219317535,NA
"Accipiter_nanus",NA,7.1708884785125,4.82996077893813,NA,2.86789890204411,2.36085400111802,2.02814824729229,2.31253542384721,3.8416005411316,5.02650864325255,4.67749084756772,4.69134788222914,4.76217393479776,1.87944440658149,0,NA,NA,NA,1.31213841710212,128.271152997598,3.71410753735017,NA
"Accipiter_nisus",49.27,13.0838283491154,8.00321767692663,8.43416644948018,2.97552956623647,2.43361335540045,2.12823170584927,2.30258509299405,3.98154906807676,5.33464929579543,4.90007610352919,5.04664573161929,5.39725731440294,2.09569820111823,0,NA,NA,NA,1.32190226132226,129.240730445901,3.75054912022525,NA
"Accipiter_novaehollandiae",47.1,10.0811733809256,6.12190236049449,8.21843651945493,3.45315712059287,2.99071973173045,2.4423470353692,2.80336038090653,4.23410650459726,5.56796275151367,5.23803643566311,5.21275947818639,5.78720408279527,1.94505769817009,0,NA,NA,NA,1.33694608150176,129.849537733626,3.80739824864288,NA
"Accipiter_ovampensis",28.878,11.384296322373,6.64444092434761,8.88727327023243,3.02042488614436,2.41591377830105,2.01490302054226,2.33214389523559,3.89995042419388,5.40447756237643,4.93087032562739,5.04342511691925,5.27299955856375,1.8936148564676,0,NA,NA,NA,1.31285471302842,128.936608653695,3.71676889049341,NA
"Accipiter_poliocephalus",NA,8.97157543975902,5.62801389925674,8.69753234438373,3.2188758248682,2.73436750941958,2.31253542384721,2.61739583283408,4.09933210373314,5.34948565312244,4.96144504990548,5.05751887999511,5.36970736263471,2.07742447126802,0,NA,NA,NA,1.33116015272033,127.827854828204,3.78543252088072,NA
"Accipiter_poliogaster",NA,11.3626373159573,7.6146318876872,9.59114088560647,3.32143241319329,2.70136121295141,2.07944154167984,2.58021682959233,3.958906591327,5.48230420266105,5.14865659199363,5.1624976434055,5.75257263882563,1.61688930732519,5,NA,NA,NA,1.45514448731412,130.094740071448,4.28510256383528,NA
"Accipiter_princeps",NA,4.90527477843843,3.74484904749251,NA,3.51452606696916,3.10009228887823,2.62466859216316,2.87919845729804,4.21950770517611,5.58462349281989,5.23909800688807,5.25905665259473,5.36970736263471,2.41678294220355,4,NA,NA,NA,NA,NA,NA,NA
"Accipiter_rhodogaster",NA,7.44833386089748,5.03058641807328,7.83870714007223,3.02042488614436,2.46809953147162,2.06686275947298,2.37954613413017,3.97781074596615,5.15097677864933,4.80729437007823,4.83469334426634,5.15155598515263,1.79098740335234,0,NA,NA,NA,1.30845657599133,127.525783513897,3.70045792679735,NA
"Accipiter_rufitorques",NA,5.3890717298165,4.07891063390223,6.36425450443826,3.25809653802148,2.73436750941958,2.33214389523559,2.61739583283408,4.08092154188996,5.38265851498179,4.95582705760126,4.98360662170834,5.34233425196481,2.06014171700423,0,NA,NA,NA,1.42142960419813,131.109875833855,4.14303911467382,NA
"Accipiter_rufiventris",21.09268293,9.13733947909169,5.98507779691933,9.372328274871,3.01062088604774,2.37024374146786,2.05412373369555,2.30258509299405,3.9926809084456,5.38724357574244,4.90007610352919,5.11078224270119,5.28826703069454,2.15592822880233,0,NA,NA,NA,1.36717766039298,127.141485081855,3.92425945831647,NA
"Accipiter_soloensis",NA,10.4022912010748,7.78302394141083,9.15688196797467,3.24259235148552,2.43361335540045,2.15176220325946,2.27212588550934,3.67630067190708,5.23537756677416,4.7397010789457,4.81543111147129,5.10473261747537,1.89212601255,0,NA,NA,NA,1.24380597713334,128.001822721587,3.46879051045223,NA
"Accipiter_striatus",47.72811111,7.4265490723973,7.60296514984626,8.9711366349098,2.90690105984738,2.31253542384721,1.98787434815435,2.24070968927596,3.91002100275747,5.20180646616719,4.84261104200313,4.90007610352919,4.87213921684233,1.85401350389429,0,-5.30578366587643,9.93924072224195,-4.89913671189925,1.29884628255791,131.080313657237,3.66506577714899,9
"Accipiter_tachiro",45.58636364,11.0447122320081,6.41959438879627,8.46204058412951,2.89037175789616,2.72785282839839,2.2082744135228,2.51769647261099,4.18509892549057,5.38173897468711,5.08636100462439,5.16478597392351,5.67057034045009,3.08085006487461,0,NA,NA,NA,1.32793375638449,128.384142421225,3.77323889657576,NA
"Accipiter_trinotatus",NA,7.24850407237061,4.95527451488061,8.26578270539365,3.01553490085017,2.58776403522771,2.15176220325946,2.41591377830105,3.87535902105655,5.093136515608,4.74493212836325,4.85826081367025,4.98360662170834,1.91807841494626,0,NA,NA,NA,1.30330656502544,127.652467942249,3.68144951666854,NA
"Accipiter_trivirgatus",NA,10.6245416863491,6.60221184660606,8.15221396989374,3.45631668088323,2.85070650150373,2.35137525716348,2.64617479738412,4.04129534113228,5.37620390520511,5.11259001661925,5.1469129123888,5.57972982598622,1.45580901766553,0,-3.72130321248206,9.06230429314878,-1.78937765253668,1.46818019829969,128.284658601305,4.34132759282511,NA
"Accipiter_virgatus",31.54186047,10.9325711118854,6.55935638480612,8.28283744706131,3.05400118167797,2.45958884180371,2.02814824729229,2.32238772029023,3.90801498403061,5.12217666882916,4.81299703319041,4.8194747886351,4.76217393479776,1.63896012958303,0,NA,NA,NA,1.27092372390982,127.408790816645,3.56414332665155,NA
"Aceros_nipalensis",5.237777778,8.20467182895081,5.34305957622541,7.24973657344563,5.31811999384422,5.18009673516061,3.8155121050473,4.31882055877009,4.31348009213877,6.06773090256143,5.82481946969903,6.1262139476596,7.77695440332244,3.24245669426483,4,NA,NA,NA,2.27454716165749,128.99759966533,9.72351483510359,NA
"Achaetops_pycnopygius",NA,8.9632882756103,5.35150861586176,7.65521173663999,3.00071981506503,2.2512917986065,1.19392246847243,1.52605630349505,3.18635263316264,4.22097721315547,4.13836144763888,4.37449836825309,3.34286180464919,1.72626349791832,0,NA,NA,NA,1.08557608470836,84.9721156453833,2.96114519793866,NA
"Acridotheres_albocinctus",33.45833333,7.14440718032114,4.61655788234586,7.18709668084887,3.33932197794407,2.72785282839839,1.75785791755237,1.98787434815435,3.60277675506052,4.83469334426634,4.52612697864764,4.3907385752759,4.59410923862867,0.0905049233577117,0,NA,NA,NA,1.0023360898995,83.7575835984641,2.72463940222317,NA
"Acridotheres_burmannicus",31.47021277,NA,5.62016213475087,6.66199738423819,3.15273602236366,2.65324196460721,1.56861591791385,1.77495235091167,3.45946628978613,4.73444252169223,4.42124734782716,4.21950770517611,4.48863636973214,0.424939596328901,0,NA,NA,NA,1.01863520274262,80.0697112620603,2.76941249695718,NA
"Acridotheres_cinereus",NA,5.47227067367148,4.21002700245128,NA,3.30688670219091,2.76631910922619,1.87180217690159,2.00148000021012,3.58351893845611,4.8354879410503,4.5685062016165,4.36944785246702,4.59410923862867,-0.315608352671268,4,NA,NA,NA,NA,NA,NA,NA
"Acridotheres_cristatellus",49.72159091,10.6030391807691,6.17763132672927,7.13519666895218,3.29953372788566,2.75366071235426,1.80828877117927,2.09186406167839,3.64021428213266,4.89783979995091,4.62005879848184,4.39691524716763,4.75617305952462,-0.0212701882971295,0,NA,NA,NA,1.03457556975865,82.6769423705164,2.81391167292725,NA
"Acridotheres_fuscus",44.684,10.323348540928,6.23643933210117,8.34121466684068,3.30321697330195,2.77881927199042,1.88706964903238,1.98787434815435,3.59731226058845,4.81705054502359,4.53903038348355,4.31615389052317,4.41642806139121,0.191863986343833,0,NA,NA,NA,1.03853701394529,87.8776431050397,2.82508093556431,NA
"Acridotheres_ginginianus",42.866,9.89454771096665,5.85856472785077,6.88214006870093,3.19458313229916,2.65324196460721,1.70474809223843,1.90210752639692,3.53222564406856,4.78915702210111,4.50534985070588,4.3502779363593,4.27666611901606,-0.305109861474558,0,-0.687768879742883,8.11701408773731,-0.710322962145559,1.08081252740678,95.7067288908278,2.94707315620814,NA
"Acridotheres_grandis",50,9.90328753253346,5.90168035134444,6.43111514752467,3.25424296870549,2.82731362192903,1.88706964903238,2.06686275947298,3.59731226058845,4.90230741721063,4.61709875685337,4.34639945703073,4.59410923862867,0.325241694611258,0,NA,NA,NA,1.0692396174893,85.0991204140506,2.91316353898893,NA
"Acridotheres_javanicus",50,9.90328753253346,5.90168035134444,7.5333837033304,3.25424296870549,2.68784749378469,1.77495235091167,1.97408102602201,3.58073729549423,4.80892702350211,4.56954300834494,4.25561270981822,4.53796143629464,0.0529411539143205,4,NA,NA,NA,1.09804083794328,90.8692484733204,2.99828613756613,NA
"Acridotheres_leucocephalus",NA,NA,NA,7.28352527700221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.04901727243224,88.2706088151616,2.85484420497175,NA
"Acridotheres_melanopterus",NA,NA,4.82502605455097,NA,3.23474917402449,2.69462718077007,1.70474809223843,1.82454929205105,3.57794789340665,4.82189316949938,4.56017282005736,4.28496492183075,4.48863636973214,0.181115849410971,6,NA,NA,NA,NA,NA,NA,NA
"Acridotheres_tristis",49.99,11.4311946666063,6.89669191003341,7.78436075423909,3.28840188751681,2.77258872223978,1.85629799036563,2.07944154167984,3.65325227647079,4.94021282979971,4.6662652853479,4.44029554279786,4.75703253529734,-0.0766980009939255,0,-0.561925861660286,9.96345313370356,-1.91271172147316,1.084501258312,91.2264093628628,2.95796419073795,6
