taxon_order,species_code,bio_concept_code,primary_com_name,sci_name,value
6130,redkno,B5CE8FAD,Red Knot,Calidris canutus,IUCN_NT
6138,surfbi,11CF8C9A,Surfbird,Calidris virgata,IUCN_LC
6141,ruff,2DABF98F,Ruff,Calidris pugnax,IUCN_LC
6142,brbsan,0A14882F,Broad-billed Sandpiper,Calidris falcinellus,IUCN_LC
6145,shtsan,A0A67A81,Sharp-tailed Sandpiper,Calidris acuminata,IUCN_VU
6146,cursan,143A681C,Curlew Sandpiper,Calidris ferruginea,IUCN_NT
6147,stisan,ECDE73F2,Stilt Sandpiper,Calidris himantopus,IUCN_LC
6148,temsti,5ACF7FB3,Temminck's Stint,Calidris temminckii,IUCN_LC
6149,lotsti,7D629288,Long-toed Stint,Calidris subminuta,IUCN_LC
6150,rensti,BBDF2F1B,Red-necked Stint,Calidris ruficollis,IUCN_NT
6151,spbsan1,3FC8CA50,Spoon-billed Sandpiper,Calidris pygmaea,IUCN_CR
6152,bubsan,3A3C62BC,Buff-breasted Sandpiper,Calidris subruficollis,IUCN_NT
6153,sander,06B9BD24,Sanderling,Calidris alba,IUCN_LC
6156,dunlin,15369E8E,Dunlin,Calidris alpina,IUCN_LC
6171,pursan,0A0B8431,Purple Sandpiper,Calidris maritima,IUCN_LC
6173,rocsan,C5971E25,Rock Sandpiper,Calidris ptilocnemis,IUCN_LC
6180,baisan,1F1AD154,Baird's Sandpiper,Calidris bairdii,IUCN_LC
6181,litsti,9936FF4A,Little Stint,Calidris minuta,IUCN_LC
6183,whrsan,153BA306,White-rumped Sandpiper,Calidris fuscicollis,IUCN_LC
6187,leasan,A47B0BD4,Least Sandpiper,Calidris minutilla,IUCN_LC
6188,pecsan,ACC99F35,Pectoral Sandpiper,Calidris melanotos,IUCN_LC
6192,wessan,01060BFD,Western Sandpiper,Calidris mauri,IUCN_LC
6193,semsan,F35821AA,Semipalmated Sandpiper,Calidris pusilla,IUCN_NT
6201,yelbut1,950909C3,Yellow-legged Buttonquail,Turnix tanki,IUCN_LC
6204,rebbut2,32878BDD,Red-backed Buttonquail,Turnix maculosus,IUCN_LC
6219,barbut1,FDA8873B,Barred Buttonquail,Turnix suscitator,IUCN_LC
6237,spobut2,81E773CB,Spotted Buttonquail,Turnix ocellatus,IUCN_LC
6240,smabut2,0DA8BB90,Small Buttonquail,Turnix sylvaticus,IUCN_LC
6250,litbut1,640EA208,Little Buttonquail,Turnix velox,IUCN_LC
6251,recbut1,E58A7C97,Red-chested Buttonquail,Turnix pyrrhothorax,IUCN_LC
6252,luzbut1,8517D68D,Luzon Buttonquail,Turnix worcesteri,IUCN_DD
6253,sumbut1,C801E3DF,Sumba Buttonquail,Turnix everetti,IUCN_VU
6254,hotbut3,0874B4D5,Black-rumped Buttonquail,Turnix nanus,IUCN_LC
6255,hotbut1,FE5E2530,Fynbos Buttonquail,Turnix hottentottus,IUCN_LC
6256,chbbut2,46184F93,Chestnut-backed Buttonquail,Turnix castanotus,IUCN_LC
6257,bubbut1,0D9258BF,Buff-breasted Buttonquail,Turnix olivii,IUCN_CR
6258,paibut,53E15B4C,Painted Buttonquail,Turnix varius,IUCN_LC
6261,paibut1,ABB5B3B0,New Caledonian Buttonquail,Turnix novaecaledoniae,IUCN_CR
6262,blbbut2,DE127941,Black-breasted Buttonquail,Turnix melanogaster,IUCN_VU
6263,madbut1,598966B2,Madagascar Buttonquail,Turnix nigricollis,IUCN_LC
6265,quailp1,B605A049,Quail-plover,Ortyxelos meiffrenii,IUCN_LC
6267,craplo1,C3E33FEB,Crab-Plover,Dromas ardeola,IUCN_LC
6269,brwcou1,F5145338,Bronze-winged Courser,Rhinoptilus chalcopterus,IUCN_LC
6270,thbcou1,29D50ED5,Three-banded Courser,Rhinoptilus cinctus,IUCN_LC
6276,jercou1,A632F945,Jerdon's Courser,Rhinoptilus bitorquatus,IUCN_CR
6277,dobcou2,C130193B,Double-banded Courser,Smutsornis africanus,IUCN_LC
6286,crccou1,DE0A72A7,Cream-colored Courser,Cursorius cursor,IUCN_LC
6290,somcou1,6091E70B,Somali Courser,Cursorius somalensis,IUCN_LC
6293,burcou2,5FBB9662,Burchell's Courser,Cursorius rufus,IUCN_LC
6294,temcou1,7A841F83,Temminck's Courser,Cursorius temminckii,IUCN_LC
6298,indcou1,236D9272,Indian Courser,Cursorius coromandelicus,IUCN_LC
6300,auspra1,5B08743F,Australian Pratincole,Stiltia isabella,IUCN_LC
6301,rocpra1,95820ED1,Rock Pratincole,Glareola nuchalis,IUCN_LC
6304,grypra1,B21AF428,Gray Pratincole,Glareola cinerea,IUCN_LC
6305,smapra1,D9A310F1,Small Pratincole,Glareola lactea,IUCN_LC
6306,oripra,3222F80F,Oriental Pratincole,Glareola maldivarum,IUCN_LC
6307,blwpra1,E1F6A875,Black-winged Pratincole,Glareola nordmanni,IUCN_NT
6308,colpra,D56ABB4E,Collared Pratincole,Glareola pratincola,IUCN_LC
6314,madpra1,AC0F25BB,Madagascar Pratincole,Glareola ocularis,IUCN_NT
6318,lotjae,1D446440,Long-tailed Jaeger,Stercorarius longicaudus,IUCN_LC
6321,parjae,39086887,Parasitic Jaeger,Stercorarius parasiticus,IUCN_LC
6323,pomjae,7CB8F5B7,Pomarine Jaeger,Stercorarius pomarinus,IUCN_LC
6326,gresku1,BB041C6E,Great Skua,Stercorarius skua,IUCN_LC
6327,chisku1,22214CD3,Chilean Skua,Stercorarius chilensis,IUCN_LC
6328,brnsku3,4D5D2BC3,Brown Skua,Stercorarius antarcticus,IUCN_LC
6332,sopsku1,7D1A9D5C,South Polar Skua,Stercorarius maccormicki,IUCN_LC
6337,rhiauk,53D94597,Rhinoceros Auklet,Cerorhinca monocerata,IUCN_LC
6338,tufpuf,F7937349,Tufted Puffin,Fratercula cirrhata,IUCN_LC
6339,atlpuf,2771624B,Atlantic Puffin,Fratercula arctica,IUCN_VU
6343,horpuf,24111FA5,Horned Puffin,Fratercula corniculata,IUCN_LC
6345,casauk,2CF6D6F6,Cassin's Auklet,Ptychoramphus aleuticus,IUCN_NT
6348,leaauk,044509DA,Least Auklet,Aethia pusilla,IUCN_LC
6349,whiauk,E3893615,Whiskered Auklet,Aethia pygmaea,IUCN_LC
6350,creauk,3DC4EBB8,Crested Auklet,Aethia cristatella,IUCN_LC
6351,parauk,2B46719D,Parakeet Auklet,Aethia psittacula,IUCN_LC
6353,lobmur,0518820F,Long-billed Murrelet,Brachyramphus perdix,IUCN_NT
6354,kitmur,7AD855E2,Kittlitz's Murrelet,Brachyramphus brevirostris,IUCN_NT
6355,marmur,31557374,Marbled Murrelet,Brachyramphus marmoratus,IUCN_EN
6356,blkgui,B5AA5952,Black Guillemot,Cepphus grylle,IUCN_LC
6363,spegui1,90680520,Spectacled Guillemot,Cepphus carbo,IUCN_LC
6364,piggui,2F5DF476,Pigeon Guillemot,Cepphus columba,IUCN_LC
6372,razorb,64F4DD81,Razorbill,Alca torda,IUCN_LC
6375,greauk,57D2F32E,Great Auk,Pinguinus impennis,IUCN_EX
6376,doveki,B0932D89,Dovekie,Alle alle,IUCN_LC
6379,thbmur,B70B5840,Thick-billed Murre,Uria lomvia,IUCN_LC
6384,commur,39F29B55,Common Murre,Uria aalge,IUCN_LC
6393,ancmur,ACA4FEFE,Ancient Murrelet,Synthliboramphus antiquus,IUCN_LC
6396,japmur1,A332A7CE,Japanese Murrelet,Synthliboramphus wumizusume,IUCN_VU
6397,xanmur2,85FE327B,Scripps's Murrelet,Synthliboramphus scrippsi,IUCN_VU
6398,xanmur1,2A8D086D,Guadalupe Murrelet,Synthliboramphus hypoleucus,IUCN_EN
6400,cramur,E04DDBBB,Craveri's Murrelet,Synthliboramphus craveri,IUCN_VU
6406,swtgul1,07357A25,Swallow-tailed Gull,Creagrus furcatus,IUCN_LC
6407,litgul,F89FD6E3,Little Gull,Hydrocoloeus minutus,IUCN_LC
6408,rosgul,4CD353D2,Ross's Gull,Rhodostethia rosea,IUCN_LC
6409,bklkit,FB4D08F0,Black-legged Kittiwake,Rissa tridactyla,IUCN_VU
6412,relkit,58B576ED,Red-legged Kittiwake,Rissa brevirostris,IUCN_VU
6414,ivogul,FED91A1F,Ivory Gull,Pagophila eburnea,IUCN_NT
6415,sabgul,86182656,Sabine's Gull,Xema sabini,IUCN_LC
6420,saugul2,88BBD516,Saunders's Gull,Saundersilarus saundersi,IUCN_VU
6421,slbgul1,27CE7132,Slender-billed Gull,Chroicocephalus genei,IUCN_LC
6422,bongul,0337440E,Bonaparte's Gull,Chroicocephalus philadelphia,IUCN_LC
6423,silgul2,AD086862,Silver Gull,Chroicocephalus novaehollandiae,IUCN_LC
6428,blbgul1,1E12A4D6,Black-billed Gull,Chroicocephalus bulleri,IUCN_NT
6430,andgul1,A971CBD4,Andean Gull,Chroicocephalus serranus,IUCN_LC
6431,brhgul2,F8F183DD,Brown-hooded Gull,Chroicocephalus maculipennis,IUCN_LC
6434,bkhgul,FB02DD96,Black-headed Gull,Chroicocephalus ridibundus,IUCN_LC
6437,bnhgul1,C2868E7A,Brown-headed Gull,Chroicocephalus brunnicephalus,IUCN_LC
6440,grhgul,6EB497FA,Gray-hooded Gull,Chroicocephalus cirrocephalus,IUCN_LC
6444,hargul1,5941F453,Hartlaub's Gull,Chroicocephalus hartlaubii,IUCN_LC
6446,grygul,804CCA3A,Gray Gull,Leucophaeus modestus,IUCN_LC
6447,dolgul2,683C03D9,Dolphin Gull,Leucophaeus scoresbii,IUCN_LC
6448,laugul,6CDC3C9C,Laughing Gull,Leucophaeus atricilla,IUCN_LC
6452,fragul,57C93A74,Franklin's Gull,Leucophaeus pipixcan,IUCN_LC
6455,lavgul1,D97BE642,Lava Gull,Leucophaeus fuliginosus,IUCN_VU
6456,gbhgul2,EF930CDC,Pallas's Gull,Ichthyaetus ichthyaetus,IUCN_LC
6457,relgul2,166CE0D7,Relict Gull,Ichthyaetus relictus,IUCN_VU
6458,audgul1,F7B9355E,Audouin's Gull,Ichthyaetus audouinii,IUCN_VU
6459,medgul1,052BFA8A,Mediterranean Gull,Ichthyaetus melanocephalus,IUCN_LC
6462,soogul2,67D43542,Sooty Gull,Ichthyaetus hemprichii,IUCN_LC
6463,whegul2,A7F240E3,White-eyed Gull,Ichthyaetus leucophthalmus,IUCN_LC
6464,pacgul1,C08157E7,Pacific Gull,Larus pacificus,IUCN_LC
6467,belgul,2864A5B0,Belcher's Gull,Larus belcheri,IUCN_LC
6468,bktgul,8C4CE60F,Black-tailed Gull,Larus crassirostris,IUCN_LC
6469,olrgul1,E2967A3F,Olrog's Gull,Larus atlanticus,IUCN_NT
6470,heegul,6996D540,Heermann's Gull,Larus heermanni,IUCN_NT
6479,ribgul,23863F65,Ring-billed Gull,Larus delawarensis,IUCN_LC
6484,yefgul,87E74BBF,Yellow-footed Gull,Larus livens,IUCN_LC
6485,wesgul,575A3E3B,Western Gull,Larus occidentalis,IUCN_LC
6489,casgul2,93CA037F,Caspian Gull,Larus cachinnans,IUCN_LC
6490,kelgul,E6536E4E,Kelp Gull,Larus dominicanus,IUCN_LC
6507,yelgul1,E074D706,Yellow-legged Gull,Larus michahellis,IUCN_LC
6514,armgul1,F6951FF7,Armenian Gull,Larus armenicus,IUCN_LC
6516,gbbgul,E826E9F3,Great Black-backed Gull,Larus marinus,IUCN_LC
6519,glagul,A59FA446,Glaucous Gull,Larus hyperboreus,IUCN_LC
6526,lbbgul,2D52E3A5,Lesser Black-backed Gull,Larus fuscus,IUCN_LC
6539,calgul,7FCE8A43,California Gull,Larus californicus,IUCN_LC
6543,glwgul,03AC32BA,Glaucous-winged Gull,Larus glaucescens,IUCN_LC
6549,slbgul,456C7FAE,Slaty-backed Gull,Larus schistisagus,IUCN_LC
6553,y00478,FB4FCB27,Iceland Gull,Larus glaucoides,IUCN_LC
6565,afrski1,907B1140,African Skimmer,Rynchops flavirostris,IUCN_LC
6566,indski1,88151F23,Indian Skimmer,Rynchops albicollis,IUCN_EN
6567,blkski,88AB027C,Black Skimmer,Rynchops niger,IUCN_LC
6577,brnnod,A070171E,Brown Noddy,Anous stolidus,IUCN_LC
6582,lesnod1,03F9EB15,Lesser Noddy,Anous tenuirostris,IUCN_LC
6585,blknod,C67DCF31,Black Noddy,Anous minutus,IUCN_LC
6596,grynod1,26DE68F8,Gray Noddy,Anous albivitta,IUCN_LC
6600,bugnod,D021AB6A,Blue-gray Noddy,Anous ceruleus,IUCN_LC
6606,aleter1,BEE4F34A,Aleutian Tern,Onychoprion aleuticus,IUCN_VU
6607,sooter1,3E7F825D,Sooty Tern,Onychoprion fuscatus,IUCN_LC
6615,briter1,E6518B9D,Bridled Tern,Onychoprion anaethetus,IUCN_LC
6621,gybter1,1A965D60,Gray-backed Tern,Onychoprion lunatus,IUCN_LC
6622,litter1,17310BF0,Little Tern,Sternula albifrons,IUCN_LC
6628,sauter2,4B21F4D8,Saunders's Tern,Sternula saundersi,IUCN_LC
6630,damter2,9F9A13D8,Damara Tern,Sternula balaenarum,IUCN_LC
6631,faiter2,67D8B0BA,Australian Fairy Tern,Sternula nereis,IUCN_VU
6638,leater1,BE78E765,Least Tern,Sternula antillarum,IUCN_LC
6643,yebter2,8B4BBC2A,Yellow-billed Tern,Sternula superciliaris,IUCN_LC
6644,perter2,F9A32D38,Peruvian Tern,Sternula lorata,IUCN_EN
6646,labter1,C3C30D03,Large-billed Tern,Phaetusa simplex,IUCN_LC
6649,gubter2,87168739,Gull-billed Tern,Gelochelidon nilotica,IUCN_LC
6655,gubter3,C5F70BBE,Australian Tern,Gelochelidon macrotarsa,IUCN_LC
6657,caster1,BC06BC0D,Caspian Tern,Hydroprogne caspia,IUCN_LC
6658,incter1,FF6C3B9C,Inca Tern,Larosterna inca,IUCN_NT
6659,whiter2,7AB4E42B,Whiskered Tern,Chlidonias hybrida,IUCN_LC
6663,blfter1,37868999,Black-fronted Tern,Chlidonias albostriatus,IUCN_EN
6664,blkter,115AF02D,Black Tern,Chlidonias niger,IUCN_LC
6667,whwter,43CAAEE3,White-winged Tern,Chlidonias leucopterus,IUCN_LC
6669,rivter1,A874F334,River Tern,Sterna aurantia,IUCN_VU
6670,forter,D13B9122,Forster's Tern,Sterna forsteri,IUCN_LC
6671,truter,98FBF9CA,Snowy-crowned Tern,Sterna trudeaui,IUCN_LC
6672,arcter,BDC5CF80,Arctic Tern,Sterna paradisaea,IUCN_LC
6673,soater1,ECAE1DA1,South American Tern,Sterna hirundinacea,IUCN_LC
6674,antter1,E9C409B5,Antarctic Tern,Sterna vittata,IUCN_LC
6683,kerter1,754993F1,Kerguelen Tern,Sterna virgata,IUCN_NT
6686,comter,4D2FF6F1,Common Tern,Sterna hirundo,IUCN_LC
6695,whcter1,CF5C013D,White-cheeked Tern,Sterna repressa,IUCN_LC
6696,blnter1,9D6704AC,Black-naped Tern,Sterna sumatrana,IUCN_LC
6699,roster,74236837,Roseate Tern,Sterna dougallii,IUCN_LC
6706,whfter1,E1F9123B,White-fronted Tern,Sterna striata,IUCN_NT
6710,blbter1,807E1277,Black-bellied Tern,Sterna acuticauda,IUCN_EN
6713,santer1,F7504353,Sandwich Tern,Thalasseus sandvicensis,IUCN_LC
6718,eleter1,3F9E1C51,Elegant Tern,Thalasseus elegans,IUCN_NT
6720,lecter2,D01CDECD,Lesser Crested Tern,Thalasseus bengalensis,IUCN_LC
6728,grcter1,526978C4,Great Crested Tern,Thalasseus bergii,IUCN_LC
6734,chcter2,FCEF84DC,Chinese Crested Tern,Thalasseus bernsteini,IUCN_CR
6741,kagu1,227D77FB,Kagu,Rhynochetos jubatus,IUCN_EN
6743,sunbit1,900C590B,Sunbittern,Eurypyga helias,IUCN_LC
6749,whttro,1D07B501,White-tailed Tropicbird,Phaethon lepturus,IUCN_LC
6756,rebtro,7EE005BD,Red-billed Tropicbird,Phaethon aethereus,IUCN_LC
6760,rettro,C412CD62,Red-tailed Tropicbird,Phaethon rubricauda,IUCN_LC
6768,retloo,6C50988A,Red-throated Loon,Gavia stellata,IUCN_LC
6769,arcloo,CA5852BE,Arctic Loon,Gavia arctica,IUCN_LC
6772,pacloo,B7D7EF23,Pacific Loon,Gavia pacifica,IUCN_LC
6774,comloo,7E022378,Common Loon,Gavia immer,IUCN_LC
6775,yebloo,5349255D,Yellow-billed Loon,Gavia adamsii,IUCN_NT
6779,kinpen1,827A77C7,King Penguin,Aptenodytes patagonicus,IUCN_LC
6780,emppen1,58848B71,Emperor Penguin,Aptenodytes forsteri,IUCN_NT
6781,adepen1,4A947BE7,Adelie Penguin,Pygoscelis adeliae,IUCN_LC
6782,genpen1,F2B3BF2A,Gentoo Penguin,Pygoscelis papua,IUCN_LC
6787,chipen2,75B943A3,Chinstrap Penguin,Pygoscelis antarcticus,IUCN_LC
6788,yeepen1,9DF07165,Yellow-eyed Penguin,Megadyptes antipodes,IUCN_EN
6789,litpen1,151738D5,Little Penguin,Eudyptula minor,IUCN_LC
6796,jacpen1,9B183BDD,African Penguin,Spheniscus demersus,IUCN_EN
6797,humpen1,37FC130F,Humboldt Penguin,Spheniscus humboldti,IUCN_VU
6798,galpen1,ACAA25BF,Galapagos Penguin,Spheniscus mendiculus,IUCN_EN
6799,magpen1,3B4B29E0,Magellanic Penguin,Spheniscus magellanicus,IUCN_LC
6801,fiopen1,A143FB33,Fiordland Penguin,Eudyptes pachyrhynchus,IUCN_NT
6802,bicpen1,3B58C04E,Erect-crested Penguin,Eudyptes sclateri,IUCN_EN
6803,macpen1,2C2BC004,Macaroni Penguin,Eudyptes chrysolophus,IUCN_VU
6804,roypen1,01A11B3A,Royal Penguin,Eudyptes schlegeli,IUCN_LC
6805,rocpen1,4023CC81,Southern Rockhopper Penguin,Eudyptes chrysocome,IUCN_VU
6809,rocpen4,8722DFC2,Moseley's Rockhopper Penguin,Eudyptes moseleyi,IUCN_EN
6810,snapen1,5EA37AA8,Snares Penguin,Eudyptes robustus,IUCN_VU
6813,royalb3,1A5E5AE7,Northern Royal Albatross,Diomedea sanfordi,IUCN_EN
6814,royalb2,4D8C9B97,Southern Royal Albatross,Diomedea epomophora,IUCN_VU
6816,wanalb1,A28D8D38,Snowy Albatross,Diomedea exulans,IUCN_VU
6817,wanalb3,1048BC8A,Tristan Albatross,Diomedea dabbenena,IUCN_CR
6819,antalb1,89706CA9,Antipodean Albatross,Diomedea antipodensis,IUCN_EN
6823,wanalb5,D93548A7,Amsterdam Albatross,Diomedea amsterdamensis,IUCN_EN
6826,wavalb,1BC289CB,Waved Albatross,Phoebastria irrorata,IUCN_CR
6827,layalb,98FB6D4B,Laysan Albatross,Phoebastria immutabilis,IUCN_NT
6828,bkfalb,EE8ECB1D,Black-footed Albatross,Phoebastria nigripes,IUCN_NT
6830,shtalb,B5565AD8,Short-tailed Albatross,Phoebastria albatrus,IUCN_VU
6831,sooalb1,4976BF1D,Sooty Albatross,Phoebetria fusca,IUCN_EN
6832,limalb1,1819ECCE,Light-mantled Albatross,Phoebetria palpebrata,IUCN_NT
6833,yenalb2,EA2FA918,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,IUCN_EN
6834,yenalb3,65882F71,Indian Yellow-nosed Albatross,Thalassarche carteri,IUCN_EN
6836,gyhalb,0E4475F6,Gray-headed Albatross,Thalassarche chrysostoma,IUCN_EN
6837,bulalb2,F79F09E1,Buller's Albatross,Thalassarche bulleri,IUCN_NT
6843,salalb1,25428EB1,Salvin's Albatross,Thalassarche salvini,IUCN_VU
6844,shyalb2,253271CB,Chatham Albatross,Thalassarche eremita,IUCN_VU
6853,wispet,D295D249,Wilson's Storm-Petrel,Oceanites oceanicus,IUCN_LC
6858,pumstp1,7A8599C2,Pincoya Storm-Petrel,Oceanites pincoyae,IUCN_DD
6859,wvspet1,934FEF66,Elliot's Storm-Petrel,Oceanites gracilis,IUCN_DD
6863,gybstp1,F5C74C92,Gray-backed Storm-Petrel,Garrodia nereis,IUCN_LC
6864,wfspet,E9DF118E,White-faced Storm-Petrel,Pelagodroma marina,IUCN_LC
6871,wbspet1,224E1093,White-bellied Storm-Petrel,Fregetta grallaria,IUCN_LC
6877,nezstp1,5DB83DA9,New Zealand Storm-Petrel,Fregetta maoriana,IUCN_CR
6878,necstp1,AF97355A,New Caledonian Storm-Petrel,Fregetta lineata,IUCN_DD
6879,bbspet1,ACE8EADE,Black-bellied Storm-Petrel,Fregetta tropica,IUCN_LC
6883,pospet1,89BF14AC,Polynesian Storm-Petrel,Nesofregetta fuliginosa,IUCN_EN
6885,bripet,E1638A37,European Storm-Petrel,Hydrobates pelagicus,IUCN_LC
6888,ftspet,DD814006,Fork-tailed Storm-Petrel,Hydrobates furcatus,IUCN_LC
6891,rispet1,5F5C5FD3,Ringed Storm-Petrel,Hydrobates hornbyi,IUCN_NT
6892,lcspet,C5FB15C6,Leach's Storm-Petrel,Hydrobates leucorhous,IUCN_VU
6895,leastp5,C794DCC7,Townsend's Storm-Petrel,Hydrobates socorroensis,IUCN_EN
6899,leastp2,B57A7ED2,Ainley's Storm-Petrel,Hydrobates cheimomnestes,IUCN_VU
6901,swspet,80DE8670,Swinhoe's Storm-Petrel,Hydrobates monorhis,IUCN_NT
6902,asspet,04B43245,Ashy Storm-Petrel,Hydrobates homochroa,IUCN_EN
6903,barpet,D3FAE385,Band-rumped Storm-Petrel,Hydrobates castro,IUCN_LC
6907,monstp1,3E579E5B,Monteiro's Storm-Petrel,Hydrobates monteiroi,IUCN_VU
6908,cavstp1,0F6A5DD6,Cape Verde Storm-Petrel,Hydrobates jabejabe,IUCN_LC
6910,wrspet,7BE70E1F,Wedge-rumped Storm-Petrel,Hydrobates tethys,IUCN_LC
6913,bkspet,149499C6,Black Storm-Petrel,Hydrobates melania,IUCN_LC
6914,guspet,6FC4B715,Guadalupe Storm-Petrel,Hydrobates macrodactylus,IUCN_CR
6915,maspet,326E50B4,Markham's Storm-Petrel,Hydrobates markhami,IUCN_NT
6917,maspet2,6AA236DD,Matsudaira's Storm-Petrel,Hydrobates matsudairae,IUCN_VU
6918,trspet,EDF95934,Tristram's Storm-Petrel,Hydrobates tristrami,IUCN_LC
6919,lsspet,183CC218,Least Storm-Petrel,Hydrobates microsoma,IUCN_LC
6925,angpet1,C1706A8B,Southern Giant-Petrel,Macronectes giganteus,IUCN_LC
6926,norgip1,F504C8DE,Northern Giant-Petrel,Macronectes halli,IUCN_LC
6928,norful,049D9AEA,Northern Fulmar,Fulmarus glacialis,IUCN_LC
6933,souful1,10C2881A,Southern Fulmar,Fulmarus glacialoides,IUCN_LC
6934,antpet1,53518617,Antarctic Petrel,Thalassoica antarctica,IUCN_LC
6935,cappet,AAC2D613,Cape Petrel,Daption capense,IUCN_LC
6938,snopet1,BB999943,Snow Petrel,Pagodroma nivea,IUCN_LC
6941,kerpet2,62797BD3,Kerguelen Petrel,Aphrodroma brevirostris,IUCN_LC
6942,lshpet1,DC04FCD9,Large St. Helena Petrel,Pterodroma rupinarum,IUCN_EX
6943,grwpet3,508E7E59,Great-winged Petrel,Pterodroma macroptera,IUCN_LC
6944,grwpet2,DF92B7F9,Gray-faced Petrel,Pterodroma gouldi,IUCN_LC
6946,kerpet,889232C7,Kermadec Petrel,Pterodroma neglecta,IUCN_LC
6949,magpet1,44C20FFF,Magenta Petrel,Pterodroma magentae,IUCN_CR
6950,tripet1,8116523B,Trindade Petrel,Pterodroma arminjoniana,IUCN_VU
6951,herpet2,6C348817,Herald Petrel,Pterodroma heraldica,IUCN_LC
6953,murpet,32AC75A8,Murphy's Petrel,Pterodroma ultima,IUCN_LC
6954,solpet1,F654D59E,Providence Petrel,Pterodroma solandri,IUCN_LC
6955,henpet1,A98DB170,Henderson Petrel,Pterodroma atrata,IUCN_EN
6956,madpet,A6EA486B,Zino's Petrel,Pterodroma madeira,IUCN_EN
6961,soppet1,12286A1E,Soft-plumaged Petrel,Pterodroma mollis,IUCN_LC
6964,barpet1,D956176F,Barau's Petrel,Pterodroma baraui,IUCN_EN
6965,whhpet1,7C787E7D,White-headed Petrel,Pterodroma lessonii,IUCN_LC
6966,motpet,B829AC03,Mottled Petrel,Pterodroma inexpectata,IUCN_NT
6967,berpet,F6533C4B,Bermuda Petrel,Pterodroma cahow,IUCN_EN
6968,bkcpet,DCD73C3A,Black-capped Petrel,Pterodroma hasitata,IUCN_EN
6972,bkcpet2,8B2FD890,Jamaican Petrel,Pterodroma caribbaea,IUCN_CR
6973,jufpet,DC2BA23B,Juan Fernandez Petrel,Pterodroma externa,IUCN_VU
6974,atlpet1,23865D25,Atlantic Petrel,Pterodroma incerta,IUCN_EN
6975,galpet,0DF68A87,Galapagos Petrel,Pterodroma phaeopygia,IUCN_CR
6976,hawpet1,E4AFFBF2,Hawaiian Petrel,Pterodroma sandwichensis,IUCN_EN
6980,bonpet,C69447E2,Bonin Petrel,Pterodroma hypoleuca,IUCN_LC
6981,bkwpet,AE186136,Black-winged Petrel,Pterodroma nigripennis,IUCN_LC
6982,chapet1,C398A0EA,Chatham Petrel,Pterodroma axillaris,IUCN_VU
6983,coopet,5C61DD1B,Cook's Petrel,Pterodroma cookii,IUCN_VU
6984,maspet3,41E264AA,Masatierra Petrel,Pterodroma defilippiana,IUCN_VU
6985,goupet1,A27F9AF6,Gould's Petrel,Pterodroma leucoptera,IUCN_VU
6988,colpet1,6983FAD1,Collared Petrel,Pterodroma brevipes,IUCN_VU
6991,stepet,0F0F66EF,Stejneger's Petrel,Pterodroma longirostris,IUCN_VU
6992,pycpet1,3786AD4E,Pycroft's Petrel,Pterodroma pycrofti,IUCN_VU
6994,phopet1,4B5CC270,Phoenix Petrel,Pterodroma alba,IUCN_VU
6997,blupet1,68D6A13A,Blue Petrel,Halobaena caerulea,IUCN_LC
6998,faipri1,ED1DDABB,Fairy Prion,Pachyptila turtur,IUCN_LC
6999,brbpri1,93860B9B,Broad-billed Prion,Pachyptila vittata,IUCN_LC
7000,salpri2,A819451A,Salvin's Prion,Pachyptila salvini,IUCN_LC
7001,salpri3,A8433A58,MacGillivray's Prion,Pachyptila macgillivrayi,IUCN_CR
7003,dovpri1,105C306C,Antarctic Prion,Pachyptila desolata,IUCN_LC
7007,slbpri1,0D885A80,Slender-billed Prion,Pachyptila belcheri,IUCN_LC
7008,fulpri1,FF7A685E,Fulmar Prion,Pachyptila crassirostris,IUCN_LC
7013,bulpet,5.88E+08,Bulwer's Petrel,Bulweria bulwerii,IUCN_LC
7014,joupet,F501ED18,Jouanin's Petrel,Bulweria fallax,IUCN_NT
7015,sshpet1,ED16EA1F,Small St. Helena Petrel,Bulweria bifax,IUCN_EX
7017,fijpet1,54D9B4DB,Fiji Petrel,Pseudobulweria macgillivrayi,IUCN_CR
7018,maspet1,9331EDA7,Mascarene Petrel,Pseudobulweria aterrima,IUCN_CR
7019,tahpet1,FCFBB7D9,Tahiti Petrel,Pseudobulweria rostrata,IUCN_NT
7022,becpet1,AA1E16FC,Beck's Petrel,Pseudobulweria becki,IUCN_CR
7026,grapet,843C1B86,Gray Petrel,Procellaria cinerea,IUCN_NT
7027,whcpet1,35EB45A0,White-chinned Petrel,Procellaria aequinoctialis,IUCN_VU
7028,spepet1,F2ED14C9,Spectacled Petrel,Procellaria conspicillata,IUCN_VU
7029,parpet1,DB67DB1F,Parkinson's Petrel,Procellaria parkinsoni,IUCN_VU
7030,wespet1,9057992B,Westland Petrel,Procellaria westlandica,IUCN_EN
7032,strshe,13B165A3,Streaked Shearwater,Calonectris leucomelas,IUCN_NT
7036,cavshe1,D6AB20A5,Cape Verde Shearwater,Calonectris edwardsii,IUCN_NT
7038,pifshe,9A77D2B0,Pink-footed Shearwater,Ardenna creatopus,IUCN_VU
7039,flfshe,08F22F84,Flesh-footed Shearwater,Ardenna carneipes,IUCN_NT
