taxon_order,species_code,bio_concept_code,primary_com_name,sci_name,value
13590,rubant4,03ED8C2C,Rusty-backed Antwren,Formicivora rufa,IUCN_LC
13594,sinant1,630AA24B,Sincora Antwren,Formicivora grantsaui,IUCN_EN
13599,ferant1,709726B5,Ferruginous Antbird,Drymophila ferruginea,IUCN_LC
13600,berant1,65F875D0,Bertoni's Antbird,Drymophila rubricollis,IUCN_LC
13601,rutant1,E61F1309,Rufous-tailed Antbird,Drymophila genei,IUCN_LC
13602,ocrant1,FE350DF7,Ochre-rumped Antbird,Drymophila ochropyga,IUCN_LC
13603,dutant1,CD39AC6E,Dusky-tailed Antbird,Drymophila malura,IUCN_LC
13604,scaant2,ECED89A9,Scaled Antbird,Drymophila squamata,IUCN_LC
13607,strant2,3C30F1FF,Striated Antbird,Drymophila devillei,IUCN_LC
13610,lotant1,4B4906E5,East Andean Antbird,Drymophila caudata,IUCN_LC
13611,klaant2,1529C213,Klages's Antbird,Drymophila klagesi,IUCN_LC
13612,samant2,7694CC98,Santa Marta Antbird,Drymophila hellmayri,IUCN_NT
13613,sthant1,C48433AA,Streak-headed Antbird,Drymophila striaticeps,IUCN_LC
13619,guiwaa1,C1CDE25A,Guianan Warbling-Antbird,Hypocnemis cantator,IUCN_LC
13620,imewaa1,81724331,Imeri Warbling-Antbird,Hypocnemis flavescens,IUCN_LC
13621,perwaa1,8B45C539,Peruvian Warbling-Antbird,Hypocnemis peruviana,IUCN_LC
13624,yebwaa1,9724D814,Yellow-breasted Warbling-Antbird,Hypocnemis subflava,IUCN_LC
13627,ronwaa1,A1A3EF0B,Rondonia Warbling-Antbird,Hypocnemis ochrogyna,IUCN_VU
13628,spiwaa1,9788D595,Spix's Warbling-Antbird,Hypocnemis striata,IUCN_LC
13633,manwaa1,E911B7E9,Manicore Warbling-Antbird,Hypocnemis rondoni,IUCN_LC
13635,yebant3,95FD0D6C,Yellow-browed Antbird,Hypocnemis hypoxantha,IUCN_LC
13638,orbant1,DC0B8364,Orange-bellied Antwren,Terenura sicki,IUCN_CR
13639,stcant3,0EA5831A,Streak-capped Antwren,Terenura maculata,IUCN_LC
13640,wilant1,AA418933,Willis's Antbird,Cercomacroides laeta,IUCN_LC
13644,parant2,C40F0FE2,Parker's Antbird,Cercomacroides parkeri,IUCN_LC
13645,dusant1,7064BD02,Dusky Antbird,Cercomacroides tyrannina,IUCN_LC
13652,blaant2,E4E8CE6C,Black Antbird,Cercomacroides serva,IUCN_LC
13653,blaant4,580A07F8,Blackish Antbird,Cercomacroides nigrescens,IUCN_LC
13659,blaant5,C9654C40,Riparian Antbird,Cercomacroides fuscicauda,IUCN_LC
13662,manant1,AACD51BD,Manu Antbird,Cercomacra manu,IUCN_LC
13663,gryant2,E807EA75,Gray Antbird,Cercomacra cinerascens,IUCN_LC
13668,rdjant1,035EB456,Rio de Janeiro Antbird,Cercomacra brasiliana,IUCN_NT
13669,magant1,2B0F30E3,Mato Grosso Antbird,Cercomacra melanaria,IUCN_LC
13670,banant1,9140B2FF,Bananal Antbird,Cercomacra ferdinandi,IUCN_NT
13671,jetant1,88A9D9C5,Jet Antbird,Cercomacra nigricans,IUCN_LC
13672,ribant1,35828EAF,Rio Branco Antbird,Cercomacra carbonaria,IUCN_CR
13686,fbfeye1,0ED689BD,Fringe-backed Fire-eye,Pyriglena atra,IUCN_EN
13687,wsfeye1,95AE2108,White-shouldered Fire-eye,Pyriglena leucoptera,IUCN_LC
13688,sleant1,48150C82,Slender Antbird,Rhopornis ardesiacus,IUCN_EN
13689,whbant6,C9620F9F,White-browed Antbird,Myrmoborus leucophrys,IUCN_LC
13694,asbant1,8484C800,Ash-breasted Antbird,Myrmoborus lugubris,IUCN_LC
13699,blfant2,F5CD9018,Black-faced Antbird,Myrmoborus myotherinus,IUCN_LC
13707,bltant1,04CD9946,Black-tailed Antbird,Myrmoborus melanurus,IUCN_NT
13708,whlant1,2EBCC761,White-lined Antbird,Myrmoborus lophotes,IUCN_LC
13709,blcant3,78853651,Black-chinned Antbird,Hypocnemoides melanopogon,IUCN_LC
13712,batant1,B2B3FA6B,Band-tailed Antbird,Hypocnemoides maculicauda,IUCN_LC
13713,bawant1,A1CB6912,Black-and-white Antbird,Myrmochanes hemileucus,IUCN_LC
13714,bacant1,49788670,Bare-crowned Antbird,Gymnocichla nudiceps,IUCN_LC
13719,silant1,54F437ED,Silvered Antbird,Sclateria naevia,IUCN_LC
13724,blhant3,B8FE31D0,Black-headed Antbird,Percnostola rufifrons,IUCN_LC
13731,allant1,83E8F82F,Allpahuayo Antbird,Percnostola arenarum,IUCN_VU
13732,slcant3,3587F35B,Slate-colored Antbird,Myrmelastes schistaceus,IUCN_LC
13733,rorant2,F30598FA,Roraiman Antbird,Myrmelastes saturatus,IUCN_LC
13736,pluant1,85D49ECB,Plumbeous Antbird,Myrmelastes hyperythrus,IUCN_LC
13737,spwant3,9736A466,Spot-winged Antbird,Myrmelastes leucostigma,IUCN_LC
13742,humant1,345A6DFB,Humaita Antbird,Myrmelastes humaythae,IUCN_LC
13743,brhant1,B4F54E3D,Brownish-headed Antbird,Myrmelastes brunneiceps,IUCN_LC
13744,rufant4,29F66F57,Rufous-faced Antbird,Myrmelastes rufifacies,IUCN_LC
13745,cauant2,4F04F723,Caura Antbird,Myrmelastes caurensis,IUCN_LC
13749,whbant1,40373FE1,White-bellied Antbird,Myrmeciza longipes,IUCN_LC
13762,gyhant1,F705E3F2,Gray-headed Antbird,Ampelornis griseiceps,IUCN_VU
13763,dumant1,0145FE4C,Dull-mantled Antbird,Sipia laemosticta,IUCN_LC
13764,dumant3,E492E478,Magdalena Antbird,Sipia palliata,IUCN_NT
13765,esmant1,48C31429,Esmeraldas Antbird,Sipia nigricauda,IUCN_LC
13766,sttant3,C68B58B6,Stub-tailed Antbird,Sipia berlepschi,IUCN_LC
13767,chtant2,34774DAD,Chestnut-tailed Antbird,Sciaphylax hemimelaena,IUCN_LC
13771,zimant1,30B38306,Zimmer's Antbird,Sciaphylax castanea,IUCN_LC
13775,febant1,228DEA40,Ferruginous-backed Antbird,Myrmoderus ferrugineus,IUCN_LC
13778,whiant1,C91B4325,Cordillera Azul Antbird,Myrmoderus eowilsoni,IUCN_NT
13779,scaant3,8926D22A,Scalloped Antbird,Myrmoderus ruficauda,IUCN_EN
13782,whbant4,0161CAAD,White-bibbed Antbird,Myrmoderus loricatus,IUCN_LC
13783,squant1,A17A24AF,Squamate Antbird,Myrmoderus squamosus,IUCN_LC
13784,whsant1,B1392808,White-shouldered Antbird,Akletos melanoceps,IUCN_LC
13785,goeant1,1CE684D6,Goeldi's Antbird,Akletos goeldii,IUCN_LC
13786,sooant1,C4D9D479,Sooty Antbird,Hafferia fortis,IUCN_LC
13789,zelant1,7B3A4DDB,Zeledon's Antbird,Hafferia zeledoni,IUCN_LC
13792,immant1,F0768885,Blue-lored Antbird,Hafferia immaculata,IUCN_LC
13795,yapant1,78E30C13,Yapacana Antbird,Aprositornis disjuncta,IUCN_LC
13796,bltant2,6877831A,Black-throated Antbird,Myrmophylax atrothorax,IUCN_LC
13802,gybant1,6688FCFD,Gray-bellied Antbird,Ammonastes pelzelni,IUCN_LC
13806,whpant1,A7350D05,White-plumed Antbird,Pithys albifrons,IUCN_LC
13809,whmant2,2F653920,White-masked Antbird,Pithys castaneus,IUCN_NT
13810,bicant2,0351F4F2,Bicolored Antbird,Gymnopithys bicolor,IUCN_LC
13816,whcant1,235DE47B,White-cheeked Antbird,Gymnopithys leucaspis,IUCN_LC
13821,rutant4,2AE442D9,Rufous-throated Antbird,Gymnopithys rufigula,IUCN_LC
13825,whtant1,CE51E244,White-throated Antbird,Oneillornis salvini,IUCN_LC
13826,lunant2,C3D6FB50,Lunulated Antbird,Oneillornis lunulatus,IUCN_LC
13827,baeant1,B02C4DCC,Bare-eyed Antbird,Rhegmatorhina gymnops,IUCN_VU
13828,harant1,3B465A69,Harlequin Antbird,Rhegmatorhina berlepschi,IUCN_LC
13829,whbant5,219B34AC,White-breasted Antbird,Rhegmatorhina hoffmannsi,IUCN_LC
13832,chcant1,4CFC491A,Chestnut-crested Antbird,Rhegmatorhina cristata,IUCN_LC
13833,hacant1,64B07D94,Hairy-crested Antbird,Rhegmatorhina melanosticta,IUCN_LC
13837,spoant1,87EC4643,Spotted Antbird,Hylophylax naevioides,IUCN_LC
13840,spbant6,363EDFA8,Spot-backed Antbird,Hylophylax naevius,IUCN_LC
13846,dobant2,C207B0AF,Dot-backed Antbird,Hylophylax punctulatus,IUCN_LC
13847,scbant3,92F221D7,Common Scale-backed Antbird,Willisornis poecilinotus,IUCN_LC
13859,bsbeye1,6FC078E5,Black-spotted Bare-eye,Phlegopsis nigromaculata,IUCN_LC
13864,rwbeye1,17870D49,Reddish-winged Bare-eye,Phlegopsis erythroptera,IUCN_LC
13867,pafant1,1154B900,Pale-faced Bare-eye,Phlegopsis borbae,IUCN_LC
13868,oceant1,C2AB74DB,Ocellated Antbird,Phaenostictus mcleannani,IUCN_LC
13873,colcre1,CA4D206B,Collared Crescentchest,Melanopareia torquata,IUCN_LC
13878,olccre1,B75A42C7,Olive-crowned Crescentchest,Melanopareia maximiliani,IUCN_LC
13882,marcre1,47E71FE1,Marañon Crescentchest,Melanopareia maranonica,IUCN_LC
13883,elecre1,42E4A8D9,Elegant Crescentchest,Melanopareia elegans,IUCN_LC
13887,blcant1,DC49C290,Black-crowned Antpitta,Pittasoma michleri,IUCN_LC
13890,rucant3,98B2F147,Rufous-crowned Antpitta,Pittasoma rufopileatum,IUCN_LC
13894,blbgna1,C0F59C9F,Black-bellied Gnateater,Conopophaga melanogaster,IUCN_LC
13895,blcgna1,EA9CEB99,Black-cheeked Gnateater,Conopophaga melanops,IUCN_LC
13899,chbgna1,2E9D5026,Chestnut-belted Gnateater,Conopophaga aurita,IUCN_LC
13904,chbgna3,83F07C79,Black-breasted Gnateater,Conopophaga snethlageae,IUCN_LC
13907,astgna1,82B0FF93,Ash-throated Gnateater,Conopophaga peruviana,IUCN_LC
13908,rufgna2,E669DB94,Ceara Gnateater,Conopophaga cearae,IUCN_NT
13909,hoogna1,1BC6D0DF,Hooded Gnateater,Conopophaga roberti,IUCN_LC
13910,rufgna3,2D997B49,Rufous Gnateater,Conopophaga lineata,IUCN_LC
13913,chcgna1,E0994940,Chestnut-crowned Gnateater,Conopophaga castaneiceps,IUCN_LC
13918,slagna1,3D046D26,Slaty Gnateater,Conopophaga ardesiaca,IUCN_LC
13922,undant1,D9979344,Undulated Antpitta,Grallaria squamigera,IUCN_LC
13925,giaant1,15C83177,Giant Antpitta,Grallaria gigantea,IUCN_VU
13929,greant2,AF9CB0EA,Great Antpitta,Grallaria excelsa,IUCN_NT
13932,varant2,83213F7A,Variegated Antpitta,Grallaria varia,IUCN_LC
13938,mouant1,73BDA8FB,Moustached Antpitta,Grallaria alleni,IUCN_VU
13941,scaant1,2DCEE578,Scaled Antpitta,Grallaria guatimalensis,IUCN_LC
13955,tacant1,1585B1C0,Tachira Antpitta,Grallaria chthonia,IUCN_CR
13956,plbant1,BC3FAE8B,Plain-backed Antpitta,Grallaria haplonota,IUCN_LC
13961,ocsant1,5D82B799,Ochre-striped Antpitta,Grallaria dignissima,IUCN_LC
13962,eluant1,9E50CABF,Elusive Antpitta,Grallaria eludens,IUCN_LC
13963,chcant2,F46A4E19,Chestnut-crowned Antpitta,Grallaria ruficapilla,IUCN_LC
13971,watant1,3862FDBB,Watkins's Antpitta,Grallaria watkinsi,IUCN_NT
13972,samant1,66435A66,Santa Marta Antpitta,Grallaria bangsi,IUCN_VU
13973,cunant1,3FD0C73F,Cundinamarca Antpitta,Grallaria kaestneri,IUCN_EN
13974,sthant2,821D3E2C,Stripe-headed Antpitta,Grallaria andicolus,IUCN_LC
13977,gynant1,FFB6037B,Gray-naped Antpitta,Grallaria griseonucha,IUCN_LC
13980,jocant1,6F24D8CB,Jocotoco Antpitta,Grallaria ridgelyi,IUCN_EN
13981,chnant1,CAB60F3C,Chestnut-naped Antpitta,Grallaria nuchalis,IUCN_LC
13985,pabant1,18671DC1,Pale-billed Antpitta,Grallaria carrikeri,IUCN_LC
13986,whtant2,76F3ABA6,White-throated Antpitta,Grallaria albigula,IUCN_LC
13987,yebant1,4C18082A,Yellow-breasted Antpitta,Grallaria flavotincta,IUCN_LC
13988,whbant3,18E59ACC,White-bellied Antpitta,Grallaria hypoleuca,IUCN_LC
13991,rutant5,98DA026C,Rusty-tinged Antpitta,Grallaria przewalskii,IUCN_LC
13992,bayant1,C443FD00,Bay Antpitta,Grallaria capitalis,IUCN_LC
13993,rawant1,F50F89BE,Red-and-white Antpitta,Grallaria erythroleuca,IUCN_LC
13995,rufant6,A8A394CF,Perija Antpitta,Grallaria saltuensis,IUCN_NT
13996,bicant3,E1A86347,Bicolored Antpitta,Grallaria rufocinerea,IUCN_LC
14014,tawant2,0416064D,Boyaca Antpitta,Grallaria alticola,IUCN_LC
14015,tawant3,356BAAED,Tawny Antpitta,Grallaria quitensis,IUCN_LC
14016,tawant4,4ECE7CED,Atuen Antpitta,Grallaria atuensis,IUCN_LC
14017,antant1,722C29AB,Urrao Antpitta,Grallaria urraoensis,IUCN_CR
14018,brbant1,88C6B17B,Brown-banded Antpitta,Grallaria milleri,IUCN_VU
14021,rufant2,723FABB7,Rufous-faced Antpitta,Grallaria erythrotis,IUCN_LC
14023,spbant1,8B1CD00B,Speckle-breasted Antpitta,Cryptopezus nattereri,IUCN_LC
14024,stcant2,FC8137F0,Streak-chested Antpitta,Hylopezus perspicillatus,IUCN_LC
14035,masant1,44A0A4E3,Masked Antpitta,Hylopezus auricularis,IUCN_VU
14036,whbant7,F900EC2D,White-browed Antpitta,Hylopezus ochroleucus,IUCN_LC
14037,whlant2,601048C6,White-lored Antpitta,Myrmothera fulviventris,IUCN_LC
14040,amaant1,B7FFE09E,Amazonian Antpitta,Myrmothera berlepschi,IUCN_LC
14043,thiant1,FF02D7B1,Thicket Antpitta,Myrmothera dives,IUCN_LC
14047,thlant2,A54A1842,Thrush-like Antpitta,Myrmothera campanisona,IUCN_LC
14053,thlant3,4C1F9C2A,Tapajos Antpitta,Myrmothera subcanescens,IUCN_LC
14054,tepant1,FEBA3A57,Tepui Antpitta,Myrmothera simplex,IUCN_LC
14060,ocbant1,051DF113,Ochre-breasted Antpitta,Grallaricula flavirostris,IUCN_LC
14069,scbant2,22AAE57C,Scallop-breasted Antpitta,Grallaricula loricata,IUCN_NT
14070,hooant1,3DAB83EB,Hooded Antpitta,Grallaricula cucullata,IUCN_NT
14074,perant1,CE799E92,Peruvian Antpitta,Grallaricula peruviana,IUCN_NT
14075,ocfant1,7BD6E7C0,Ochre-fronted Antpitta,Grallaricula ochraceifrons,IUCN_VU
14076,rubant5,E9553357,Rusty-breasted Antpitta,Grallaricula ferrugineipectus,IUCN_LC
14079,rubant7,53DD64DC,Leymebamba Antpitta,Grallaricula leymebambae,IUCN_LC
14080,slcant2,287E1DD6,Slate-crowned Antpitta,Grallaricula nana,IUCN_LC
14088,slcant5,CB3D7CC3,Sucre Antpitta,Grallaricula cumanensis,IUCN_VU
14091,crfant1,FA147336,Crescent-faced Antpitta,Grallaricula lineifrons,IUCN_LC
14093,cthhue1,A52EC941,Chestnut-throated Huet-huet,Pteroptochos castaneus,IUCN_LC
14094,bthhue1,FDE3FE01,Black-throated Huet-huet,Pteroptochos tarnii,IUCN_LC
14095,moutur1,8DA1575F,Moustached Turca,Pteroptochos megapodius,IUCN_LC
14098,whttap1,4B0B1BC4,White-throated Tapaculo,Scelorchilus albicollis,IUCN_LC
14101,chutap1,23178B5E,Chucao Tapaculo,Scelorchilus rubecula,IUCN_LC
14104,rubtap1,C09A5A72,Rusty-belted Tapaculo,Liosceles thoracicus,IUCN_LC
14108,ocetap1,6B6D07C9,Ocellated Tapaculo,Acropternis orthonyx,IUCN_LC
14111,cregal1,415E16C9,Crested Gallito,Rhinocrypta lanceolata,IUCN_LC
14114,sangal1,E9FF299F,Sandy Gallito,Teledromas fuscus,IUCN_LC
14115,spobam1,24664381,Spotted Bamboowren,Psilorhamphus guttatus,IUCN_LC
14116,slabri1,0F9BA2F8,Slaty Bristlefront,Merulaxis ater,IUCN_LC
14117,strbri1,23A8692E,Stresemann's Bristlefront,Merulaxis stresemanni,IUCN_CR
14118,ocftap1,28287AC7,Ochre-flanked Tapaculo,Eugralla paradoxa,IUCN_LC
14119,asctap1,EFE9D5AA,Ash-colored Tapaculo,Myornis senilis,IUCN_LC
14120,whbtap1,C1D36A4D,White-breasted Tapaculo,Eleoscytalopus indigoticus,IUCN_LC
14121,bahtap1,47F6D5B9,Bahia Tapaculo,Eleoscytalopus psychopompus,IUCN_EN
14122,martap1,CC049017,Marsh Tapaculo,Scytalopus iraiensis,IUCN_VU
14123,diatap2,D72E1392,Diamantina Tapaculo,Scytalopus diamantinensis,IUCN_EN
14124,bratap1,31C66B1A,Brasilia Tapaculo,Scytalopus novacapitalis,IUCN_EN
14125,roctap1,71C03400,Rock Tapaculo,Scytalopus petrophilus,IUCN_LC
14126,platap1,977B33F3,Planalto Tapaculo,Scytalopus pachecoi,IUCN_LC
14127,sertap1,1B8BDC64,Boa Nova Tapaculo,Scytalopus gonzagai,IUCN_EN
14128,moctap1,4A5821A9,Mouse-colored Tapaculo,Scytalopus speluncae,IUCN_LC
14129,dustap1,03E291EF,Dusky Tapaculo,Scytalopus fuscus,IUCN_LC
14130,magtap1,3B642DBA,Magellanic Tapaculo,Scytalopus magellanicus,IUCN_LC
14131,anctap1,FF55AC93,Ancash Tapaculo,Scytalopus affinis,IUCN_LC
14135,partap1,71CF5120,Paramillo Tapaculo,Scytalopus canus,IUCN_NT
14136,whbtap2,5D26DC42,White-browed Tapaculo,Scytalopus superciliaris,IUCN_LC
14140,zimtap1,24F39183,Zimmer's Tapaculo,Scytalopus zimmeri,IUCN_LC
14141,puntap1,7401CD82,Puna Tapaculo,Scytalopus simonsi,IUCN_LC
14142,diatap1,F5C3CDC0,Diademed Tapaculo,Scytalopus schulenbergi,IUCN_LC
14143,viltap1,4C306ABA,Vilcabamba Tapaculo,Scytalopus urubambae,IUCN_LC
14147,tritap1,461C14CE,Trilling Tapaculo,Scytalopus parvirostris,IUCN_LC
14148,boltap1,0475179F,Bolivian Tapaculo,Scytalopus bolivianus,IUCN_LC
14149,whctap1,7CD6AF48,White-crowned Tapaculo,Scytalopus atratus,IUCN_LC
14153,samtap1,86FEE4EB,Santa Marta Tapaculo,Scytalopus sanctaemartae,IUCN_NT
14154,lottap1,5C045427,Long-tailed Tapaculo,Scytalopus micropterus,IUCN_LC
14155,ruvtap1,FAEB87F2,Rufous-vented Tapaculo,Scytalopus femoralis,IUCN_LC
14157,laftap1,23300330,Large-footed Tapaculo,Scytalopus macropus,IUCN_LC
14158,juntap1,873E5B64,Junin Tapaculo,Scytalopus gettyae,IUCN_NT
14159,unitap1,F38472F6,Unicolored Tapaculo,Scytalopus unicolor,IUCN_NT
14160,tsctap1,D682226D,Tschudi's Tapaculo,Scytalopus acutirostris,IUCN_LC
14165,siftap1,BFDA7B0D,Silvery-fronted Tapaculo,Scytalopus argentifrons,IUCN_LC
14168,nartap2,8F3F25DF,Nariño Tapaculo,Scytalopus vicinior,IUCN_LC
14169,tactap1,DC8FE9A9,Tacarcuna Tapaculo,Scytalopus panamensis,IUCN_NT
14170,chotap1,7011CE6F,Choco Tapaculo,Scytalopus chocoensis,IUCN_LC
14171,upmtap1,44F1FA5E,Magdalena Tapaculo,Scytalopus rodriguezi,IUCN_EN
14174,stitap1,477071F7,Stiles's Tapaculo,Scytalopus stilesi,IUCN_LC
14175,alptap1,01280CF8,Tatama Tapaculo,Scytalopus alvarezlopezi,IUCN_NT
14176,ecutap1,ADF01DB1,Ecuadorian Tapaculo,Scytalopus robbinsi,IUCN_EN
14177,cartap1,1B7E55DC,Caracas Tapaculo,Scytalopus caracae,IUCN_LC
14178,mattap1,34FF09E8,Pale-bellied Tapaculo,Scytalopus griseicollis,IUCN_LC
14182,brrtap1,04128FC4,Brown-rumped Tapaculo,Scytalopus latebricola,IUCN_NT
14183,pertap1,C98B9363,Perija Tapaculo,Scytalopus perijanus,IUCN_NT
14184,mertap1,CAA64CEB,Merida Tapaculo,Scytalopus meridanus,IUCN_LC
14187,chutap2,0F024845,Chusquea Tapaculo,Scytalopus parkeri,IUCN_LC
14188,spitap2,20768B0C,Spillmann's Tapaculo,Scytalopus spillmanni,IUCN_LC
14192,rucant2,4564EA5A,Rufous-capped Antthrush,Formicarius colma,IUCN_LC
14197,bkfant2,9E2E1D37,Mayan Antthrush,Formicarius moniliger,IUCN_LC
14201,blfant1,7E4EE12D,Black-faced Antthrush,Formicarius analis,IUCN_LC
14215,rufant3,796D73FB,Rufous-fronted Antthrush,Formicarius rufifrons,IUCN_LC
14216,blhant1,7E82BA92,Black-headed Antthrush,Formicarius nigricapillus,IUCN_LC
14219,rubant1,54D73240,Rufous-breasted Antthrush,Formicarius rufipectus,IUCN_LC
14225,shtant1,D4FBD3C4,Short-tailed Antthrush,Chamaeza campanisona,IUCN_LC
14238,strant3,37339289,Striated Antthrush,Chamaeza nobilis,IUCN_LC
14242,sucant1,CEF62826,Such's Antthrush,Chamaeza meruloides,IUCN_LC
14243,schant1,588B7DC5,Schwartz's Antthrush,Chamaeza turdina,IUCN_LC
14246,rutant2,E8795B6F,Rufous-tailed Antthrush,Chamaeza ruficauda,IUCN_LC
14247,barant2,B32FC59B,Barred Antthrush,Chamaeza mollissima,IUCN_LC
14263,shblea1,A085AD13,Short-billed Leaftosser,Sclerurus rufigularis,IUCN_LC
14267,sctlea1,8A2B456C,Scaly-throated Leaftosser,Sclerurus guatemalensis,IUCN_LC
14271,bltlea1,68408033,Black-tailed Leaftosser,Sclerurus caudacutus,IUCN_LC
14278,grtlea1,217490B5,Gray-throated Leaftosser,Sclerurus albigularis,IUCN_LC
14291,coamin1,08B56CA2,Coastal Miner,Geositta peruviana,IUCN_LC
14295,slbmin1,BB636E9E,Slender-billed Miner,Geositta tenuirostris,IUCN_LC
14298,commin1,4EE70F32,Common Miner,Geositta cunicularia,IUCN_LC
14310,punmin1,0A82C7EB,Puna Miner,Geositta punensis,IUCN_LC
14312,cammin2,10B5497A,Campo Miner,Geositta poeciloptera,IUCN_VU
14313,thbmin1,ED051BF9,Thick-billed Miner,Geositta crassirostris,IUCN_LC
14314,rubmin1,9E5E7504,Rufous-banded Miner,Geositta rufipennis,IUCN_LC
14322,gramin1,198D7ADC,Grayish Miner,Geositta maritima,IUCN_LC
14323,shbmin1,384F1772,Short-billed Miner,Geositta antarctica,IUCN_LC
14324,dawmin1,95D7191D,Dark-winged Miner,Geositta saxicolina,IUCN_LC
14325,crrmin1,74375A41,Creamy-rumped Miner,Geositta isabellina,IUCN_LC
14327,sptwoo1,C8717F89,Spot-throated Woodcreeper,Certhiasomus stictolaemus,IUCN_LC
14361,tyrwoo1,871963BC,Tyrannine Woodcreeper,Dendrocincla tyrannina,IUCN_LC
14364,whcwoo1,A3525AA5,White-chinned Woodcreeper,Dendrocincla merula,IUCN_LC
14372,rudwoo1,A36EA748,Ruddy Woodcreeper,Dendrocincla homochroa,IUCN_LC
14377,tawwoo1,635B57DB,Tawny-winged Woodcreeper,Dendrocincla anabatina,IUCN_LC
14400,webwoo1,B7517CD1,Wedge-billed Woodcreeper,Glyphorynchus spirurus,IUCN_LC
14417,citwoo1,2.72E+87,Cinnamon-throated Woodcreeper,Dendrexetastes rufigula,IUCN_LC
14423,lobwoo1,C74E7545,Long-billed Woodcreeper,Nasica longirostris,IUCN_LC
14430,amabaw1,8B206172,Amazonian Barred-Woodcreeper,Dendrocolaptes certhia,IUCN_LC
14440,blbwoo1,3459505D,Black-banded Woodcreeper,Dendrocolaptes picumnus,IUCN_LC
14454,hofwoo2,2.37E+87,Hoffmanns's Woodcreeper,Dendrocolaptes hoffmannsi,IUCN_VU
14455,plawoo1,47AA703F,Planalto Woodcreeper,Dendrocolaptes platyrostris,IUCN_LC
14459,babwoo1,8DA960E6,Bar-bellied Woodcreeper,Hylexetastes stresemanni,IUCN_LC
14463,rebwoo1,A56461ED,Red-billed Woodcreeper,Hylexetastes perrotii,IUCN_LC
14464,uniwoo1,9246C11A,Uniform Woodcreeper,Hylexetastes uniformis,IUCN_VU
14467,stbwoo1,6B0B2885,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,IUCN_LC
14496,mouwoo1,02EC838A,Moustached Woodcreeper,Xiphocolaptes falcirostris,IUCN_VU
14499,whtwoo1,99EBD389,White-throated Woodcreeper,Xiphocolaptes albicollis,IUCN_LC
14503,grrwoo1,8AC27938,Great Rufous Woodcreeper,Xiphocolaptes major,IUCN_LC
14508,strwoo2,2B1509D6,Striped Woodcreeper,Xiphorhynchus obsoletus,IUCN_LC
14513,leswoo4,5075741D,Ceara Woodcreeper,Xiphorhynchus atlanticus,IUCN_VU
14514,leswoo2,E318C4AB,Lesser Woodcreeper,Xiphorhynchus fuscus,IUCN_LC
14518,chrwoo1,B7FFA983,Chestnut-rumped Woodcreeper,Xiphorhynchus pardalotus,IUCN_LC
14532,elewoo1,2ADD1582,Elegant Woodcreeper,Xiphorhynchus elegans,IUCN_LC
14538,spiwoo1,FC3DC0F1,Spix's Woodcreeper,Xiphorhynchus spixii,IUCN_LC
14539,cocwoo1,FF942BA2,Cocoa Woodcreeper,Xiphorhynchus susurrans,IUCN_LC
14562,ivbwoo1,34734838,Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,IUCN_LC
14571,blswoo1,B5C72DF0,Black-striped Woodcreeper,Xiphorhynchus lachrymosus,IUCN_LC
14583,olbwoo1,79447EBB,Olive-backed Woodcreeper,Xiphorhynchus triangularis,IUCN_LC
14589,stbwoo2,9C163605,Straight-billed Woodcreeper,Dendroplex picus,IUCN_LC
14603,zimwoo2,12F9A070,Zimmer's Woodcreeper,Dendroplex kienerii,IUCN_NT
14605,rebscy1,D5961A8E,Red-billed Scythebill,Campylorhamphus trochilirostris,IUCN_LC
14618,blbscy1,3BDB5DE7,Black-billed Scythebill,Campylorhamphus falcularius,IUCN_LC
14619,cubscy1,CD437B3E,Curve-billed Scythebill,Campylorhamphus procurvoides,IUCN_LC
14623,tapscy2,3055F349,Tapajos Scythebill,Campylorhamphus probatus,IUCN_LC
14626,cubscy5,A3156CA9,Xingu Scythebill,Campylorhamphus multostriatus,IUCN_NT
14627,brbscy1,D285B68F,Brown-billed Scythebill,Campylorhamphus pusillus,IUCN_LC
14634,grescy1,AC386DCD,Greater Scythebill,Drymotoxeres pucheranii,IUCN_LC
14635,scbwoo4,12FF1A15,Scimitar-billed Woodcreeper,Drymornis bridgesii,IUCN_LC
14636,sthwoo1,65EA1A08,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,IUCN_LC
14644,nabwoo1,1AC2BAC2,Narrow-billed Woodcreeper,Lepidocolaptes angustirostris,IUCN_LC
14653,whswoo1,21A260F2,White-striped Woodcreeper,Lepidocolaptes leucogaster,IUCN_LC
14661,monwoo1,D6EF464B,Montane Woodcreeper,Lepidocolaptes lacrymiger,IUCN_LC
14671,scawoo1,AEFE6D42,Scaled Woodcreeper,Lepidocolaptes squamatus,IUCN_LC
14674,scawoo2,A9EF14E1,Scalloped Woodcreeper,Lepidocolaptes falcinellus,IUCN_LC
14675,linwoo4,E41639E7,Duida Woodcreeper,Lepidocolaptes duidae,IUCN_LC
14676,linwoo3,8210E3A3,Guianan Woodcreeper,Lepidocolaptes albolineatus,IUCN_LC
14677,inawoo1,6D230722,Inambari Woodcreeper,Lepidocolaptes fatimalimae,IUCN_LC
