species_code	authority_ver	taxon_order	category	sci_name	primary_com_name	order1	family_sci_name	bio_concept_code	
whtger3	2023	18129	subspecies	Gerygone olivacea rogersi	White-throated Gerygone (rogersi)	Passeriformes	Acanthizidae	E1199350	
whtger4	2023	18130	subspecies	Gerygone olivacea olivacea	White-throated Gerygone (olivacea)	Passeriformes	Acanthizidae	4B238DC7	
whtgol2	2023	4349	subspecies	Polytmus guainumbi andinus	White-tailed Goldenthroat (andinus)	Caprimulgiformes	Trochilidae	5FDDBB37	
whtgol3	2023	4350	subspecies	Polytmus guainumbi guainumbi	White-tailed Goldenthroat (guainumbi)	Caprimulgiformes	Trochilidae	0B3D2B7B	
whtgol4	2023	4351	subspecies	Polytmus guainumbi thaumantias	White-tailed Goldenthroat (thaumantias)	Caprimulgiformes	Trochilidae	2985A8B0	
whtgre5	2023	1799	subspecies	Rollandia rolland morrisoni	White-tufted Grebe (morrisoni)	Podicipediformes	Podicipedidae	8F079E05	
whtgre6	2023	1800	subspecies	Rollandia rolland chilensis	White-tufted Grebe (chilensis)	Podicipediformes	Podicipedidae	D470DE90	
whthaw2	2023	8255	subspecies	Geranoaetus albicaudatus hypospodius	White-tailed Hawk (hypospodius)	Accipitriformes	Accipitridae	16699676	
whthaw3	2023	8256	subspecies	Geranoaetus albicaudatus colonus	White-tailed Hawk (colonus)	Accipitriformes	Accipitridae	6ECD9C1E	
whtmaj2	2023	20824	subspecies	Calocitta formosa azurea	White-throated Magpie-Jay (azurea)	Passeriformes	Corvidae	36443778	
whtmaj3	2023	20825	subspecies	Calocitta formosa pompata	White-throated Magpie-Jay (pompata)	Passeriformes	Corvidae	63E2C07F	
whtnee1	2023	3897	subspecies	Hirundapus caudacutus caudacutus	White-throated Needletail (White-lored)	Caprimulgiformes	Apodidae	95400F8C	
whtdov4	2023	2342	subspecies	Leptotila verreauxi capitalis	White-tipped Dove (capitalis)	Columbiformes	Columbidae	08896F8F	
dollar6	2023	10151	subspecies	Eurystomus orientalis gigas	Dollarbird (gigas)	Coraciiformes	Coraciidae	8234A10C	
whtnig5	2023	3577	subspecies	Hydropsalis cayennensis aperta	White-tailed Nightjar (aperta)	Caprimulgiformes	Caprimulgidae	03E8C7B2	
whtpta3	2023	1293	subspecies	Lagopus leucura leucura	White-tailed Ptarmigan (leucura)	Galliformes	Phasianidae	D2A9BB8D	
whtpta4	2023	1294	subspecies	Lagopus leucura saxatilis	White-tailed Ptarmigan (saxatilis)	Galliformes	Phasianidae	A4B5AE4F	
whtpta5	2023	1295	subspecies	Lagopus leucura rainierensis	White-tailed Ptarmigan (rainierensis)	Galliformes	Phasianidae	767CCFE3	
whtpta6	2023	1296	subspecies	Lagopus leucura altipetens	White-tailed Ptarmigan (altipetens)	Galliformes	Phasianidae	0D544720	
whtqud1	2023	2391	subspecies	Zentrygon frenata bourcieri	White-throated Quail-Dove (bourcieri)	Columbiformes	Columbidae	25C3CE92	
whtqud3	2023	2393	subspecies	Zentrygon frenata frenata	White-throated Quail-Dove (frenata)	Columbiformes	Columbidae	0CEBE4FF	
whtque2	2023	9302	subspecies	Pharomachrus fulgidus festatus	White-tipped Quetzal (festatus)	Trogoniformes	Trogonidae	60B98A41	
whtque3	2023	9303	subspecies	Pharomachrus fulgidus fulgidus	White-tipped Quetzal (fulgidus)	Trogoniformes	Trogonidae	32F64689	
whtrai2	2023	5290	subspecies	Dryolimnas cuvieri cuvieri	White-throated Rail (cuvieri)	Gruiformes	Rallidae	577F5DB7	
whtrai4	2023	5292	subspecies	Dryolimnas cuvieri aldabranus	White-throated Rail (aldabranus)	Gruiformes	Rallidae	4BECC6B2	
whtspa10	2023	15876	subspecies	Platyrinchus mystaceus imatacae	White-throated Spadebill (imatacae)	Passeriformes	Tyrannidae	DFAE895C	
whtrob6	2023	28975	subspecies	Myiomela leucura leucura	White-tailed Robin (leucura)	Passeriformes	Muscicapidae	6CF26FD2	
whtsco2	2023	8603	subspecies	Megascops albogularis obscurus	White-throated Screech-Owl (obscurus)	Strigiformes	Strigidae	487EF377	
whtsco3	2023	8604	subspecies	Megascops albogularis macabrus	White-throated Screech-Owl (macabrus)	Strigiformes	Strigidae	9D5DDDB6	
whtsco4	2023	8605	subspecies	Megascops albogularis albogularis	White-throated Screech-Owl (albogularis)	Strigiformes	Strigidae	C26AB8F7	
whtsco5	2023	8606	subspecies	Megascops albogularis meridensis	White-throated Screech-Owl (meridensis)	Strigiformes	Strigidae	8A86AC73	
whtsht3	2023	34236	subspecies	Lanio leucothorax leucothorax	White-throated Shrike-Tanager (leucothorax)	Passeriformes	Thraupidae	33D1F442	
whtsht4	2023	34237	subspecies	Lanio leucothorax reversus	White-throated Shrike-Tanager (reversus)	Passeriformes	Thraupidae	8F66DC93	
whtsht5	2023	34238	subspecies	Lanio leucothorax melanopygius	White-throated Shrike-Tanager (melanopygius)	Passeriformes	Thraupidae	CFDBB389	
eutspa11	2023	31094	subspecies	Passer montanus hepaticus	Eurasian Tree Sparrow (hepaticus)	Passeriformes	Passeridae	4557170F	
whtsht6	2023	34239	subspecies	Lanio leucothorax ictus	White-throated Shrike-Tanager (ictus)	Passeriformes	Thraupidae	F0D955C6	
whtsic2	2023	4208	subspecies	Eutoxeres aquila salvini	White-tipped Sicklebill (salvini)	Caprimulgiformes	Trochilidae	1FFDBAF9	
whtsic3	2023	4209	subspecies	Eutoxeres aquila heterurus	White-tipped Sicklebill (heterurus)	Caprimulgiformes	Trochilidae	A6196987	
whtsic4	2023	4210	subspecies	Eutoxeres aquila aquila	White-tipped Sicklebill (aquila)	Caprimulgiformes	Trochilidae	A2B472F5	
whtrai3	2023	5291	subspecies	Dryolimnas cuvieri abbotti	White-throated Rail (abbotti)	Gruiformes	Rallidae	3C667D85	
whtrob7	2023	28976	subspecies	Myiomela leucura montium	White-tailed Robin (montium)	Passeriformes	Muscicapidae	7EDFF697	
whtspa12	2023	15878	subspecies	Platyrinchus mystaceus duidae	White-throated Spadebill (duidae)	Passeriformes	Tyrannidae	558205D4	
whtthr12	2023	28027	subspecies	Turdus assimilis coibensis	White-throated Thrush (coibensis)	Passeriformes	Turdidae	E3CF7E2E	
whtspa14	2023	15880	subspecies	Platyrinchus mystaceus mystaceus	White-throated Spadebill (mystaceus)	Passeriformes	Tyrannidae	D5DFCEC2	
empgoo	2023	255	species	Anser canagicus	Emperor Goose	Anseriformes	Anatidae	1E6F0F8D	
whtspa16	2023	15882	subspecies	Platyrinchus mystaceus cancromus	White-throated Spadebill (cancromus)	Passeriformes	Tyrannidae	D8B08365	
whtthr8	2023	28023	subspecies	Turdus assimilis rubicundus	White-throated Thrush (rubicundus)	Passeriformes	Turdidae	C62A5942	
whttou5	2023	10717	subspecies	Ramphastos tucanus inca	White-throated Toucan (inca)	Piciformes	Ramphastidae	DBF71257	
whtspa9	2023	15875	subspecies	Platyrinchus mystaceus insularis	White-throated Spadebill (insularis)	Passeriformes	Tyrannidae	8BD1642C	
whtspa17	2023	15883	subspecies	Platyrinchus mystaceus niveigularis	White-throated Spadebill (niveigularis)	Passeriformes	Tyrannidae	25832AEA	
whtsun2	2023	4583	subspecies	Aglaeactis castelnaudii regalis	White-tufted Sunbeam (regalis)	Caprimulgiformes	Trochilidae	6EAA655F	
whtswa4	2023	23709	subspecies	Atticora tibialis minima	White-thighed Swallow (minima)	Passeriformes	Hirundinidae	46FEEFEF	
whtswi4	2023	4138	subspecies	Aeronautes montivagus montivagus	White-tipped Swift (montivagus)	Caprimulgiformes	Apodidae	FD69DE02	
whtswi5	2023	4139	subspecies	Aeronautes montivagus tatei	White-tipped Swift (tatei)	Caprimulgiformes	Apodidae	42F901A6	
whttap2	2023	14099	subspecies	Scelorchilus albicollis atacamae	White-throated Tapaculo (atacamae)	Passeriformes	Rhinocryptidae	B19AF5E6	
whttap3	2023	14100	subspecies	Scelorchilus albicollis albicollis	White-throated Tapaculo (albicollis)	Passeriformes	Rhinocryptidae	678D9D95	
whtthr7	2023	28022	subspecies	Turdus assimilis leucauchen	White-throated Thrush (leucauchen)	Passeriformes	Turdidae	64BC5762	
whtthr6	2023	28021	subspecies	Turdus assimilis oaxacae	White-throated Thrush (oaxacae)	Passeriformes	Turdidae	F0D6D444	
whtspa8	2023	15873	subspecies	Platyrinchus mystaceus partridgei	White-throated Spadebill (partridgei)	Passeriformes	Tyrannidae	EF5BE7CC	
whtspa7	2023	15872	subspecies	Platyrinchus mystaceus zamorae	White-throated Spadebill (zamorae)	Passeriformes	Tyrannidae	06C6C23E	
whtspa4	2023	15869	subspecies	Platyrinchus mystaceus neglectus	White-throated Spadebill (neglectus)	Passeriformes	Tyrannidae	5F4E5B0C	
whtspa6	2023	15871	subspecies	Platyrinchus mystaceus albogularis	White-throated Spadebill (albogularis)	Passeriformes	Tyrannidae	595565F7	
whtthr5	2023	28020	subspecies	Turdus assimilis assimilis	White-throated Thrush (assimilis)	Passeriformes	Turdidae	0BD05D38	
whtthr9	2023	28024	subspecies	Turdus assimilis atrotinctus	White-throated Thrush (atrotinctus)	Passeriformes	Turdidae	FAC322BB	
whtthr3	2023	28018	subspecies	Turdus assimilis calliphthongus	White-throated Thrush (calliphthongus)	Passeriformes	Turdidae	338DDAFC	
whttou4	2023	10716	subspecies	Ramphastos tucanus cuvieri	White-throated Toucan (cuvieri)	Piciformes	Ramphastidae	2CF5D540	
whtthr4	2023	28019	subspecies	Turdus assimilis lygrus	White-throated Thrush (lygrus)	Passeriformes	Turdidae	5D83A198	
whtthr10	2023	28025	subspecies	Turdus assimilis oblitus	White-throated Thrush (oblitus)	Passeriformes	Turdidae	D5A90C87	
whttow3	2023	32814	subspecies	Melozone albicollis albicollis	White-throated Towhee (albicollis)	Passeriformes	Passerellidae	0E6B6E5F	
wilplo2	2023	5896	subspecies	Anarhynchus wilsonia beldingi	Wilson's Plover (beldingi)	Charadriiformes	Charadriidae	41CA3F7E	
whtspa5	2023	15870	subspecies	Platyrinchus mystaceus perijanus	White-throated Spadebill (perijanus)	Passeriformes	Tyrannidae	7A675650	
whttre8	2023	17262	subspecies	Cormobates leucophaea grisescens	White-throated Treecreeper (grisescens)	Passeriformes	Climacteridae	431A06B7	
whttre6	2023	17260	subspecies	Cormobates leucophaea metastasis	White-throated Treecreeper (metastasis)	Passeriformes	Climacteridae	01AB4112	
whttyr10	2023	16281	subspecies	Mecocerculus leucophrys rufomarginatus	White-throated Tyrannulet (rufomarginatus)	Passeriformes	Tyrannidae	B2465EC4	
whttyr11	2023	16282	subspecies	Mecocerculus leucophrys pallidior	White-throated Tyrannulet (pallidior)	Passeriformes	Tyrannidae	5A7945D6	
wibpip4	2023	15852	subspecies	Piprites chloris chlorion	Wing-barred Piprites (chlorion)	Passeriformes	Tyrannidae	452438B5	
whttyr4	2023	16275	subspecies	Mecocerculus leucophrys setophagoides	White-throated Tyrannulet (setophagoides)	Passeriformes	Tyrannidae	322A4801	
whttyr5	2023	16276	subspecies	Mecocerculus leucophrys nigriceps	White-throated Tyrannulet (nigriceps)	Passeriformes	Tyrannidae	DF6B8C56	
whttyr6	2023	16277	subspecies	Mecocerculus leucophrys notatus	White-throated Tyrannulet (notatus)	Passeriformes	Tyrannidae	527AB63D	
whttyr7	2023	16278	subspecies	Mecocerculus leucophrys roraimae	White-throated Tyrannulet (roraimae)	Passeriformes	Tyrannidae	2399B526	
whttyr8	2023	16279	subspecies	Mecocerculus leucophrys chapmani	White-throated Tyrannulet (chapmani)	Passeriformes	Tyrannidae	1399AB56	
whttyr9	2023	16280	subspecies	Mecocerculus leucophrys parui	White-throated Tyrannulet (parui)	Passeriformes	Tyrannidae	96269B15	
whtwoo3	2023	14500	subspecies	Xiphocolaptes albicollis villanovae	White-throated Woodcreeper (villanovae)	Passeriformes	Furnariidae	13360836	
whtwoo4	2023	14501	subspecies	Xiphocolaptes albicollis bahiae	White-throated Woodcreeper (bahiae)	Passeriformes	Furnariidae	8B60F748	
whtwoo5	2023	14502	subspecies	Xiphocolaptes albicollis albicollis	White-throated Woodcreeper (albicollis)	Passeriformes	Furnariidae	6342EC60	
whveup2	2023	31501	subspecies	Euphonia minuta humilis	White-vented Euphonia (humilis)	Passeriformes	Fringillidae	A74B45B2	
whveup3	2023	31502	subspecies	Euphonia minuta minuta	White-vented Euphonia (minuta)	Passeriformes	Fringillidae	27F4C35B	
whvplu7	2023	4939	subspecies	Chalybura buffonii aeneicauda	White-vented Plumeleteer (aeneicauda)	Caprimulgiformes	Trochilidae	C24AB576	
whvplu5	2023	4937	subspecies	Chalybura buffonii micans	White-vented Plumeleteer (micans)	Caprimulgiformes	Trochilidae	F1C25837	
whwapa2	2023	22669	subspecies	Apalis chariessa macphersoni	White-winged Apalis (macphersoni)	Passeriformes	Cisticolidae	5ABC1428	
whwapa3	2023	22670	subspecies	Apalis chariessa chariessa	White-winged Apalis (chariessa)	Passeriformes	Cisticolidae	095D942D	
whwbec2	2023	15751	subspecies	Pachyramphus polychopterus similis	White-winged Becard (similis)	Passeriformes	Tityridae	20BB4B5A	
whwbec3	2023	15752	subspecies	Pachyramphus polychopterus cinereiventris	White-winged Becard (cinereiventris)	Passeriformes	Tityridae	CCEE0461	
whwbec4	2023	15753	subspecies	Pachyramphus polychopterus dorsalis	White-winged Becard (dorsalis)	Passeriformes	Tityridae	17951BA6	
whwbec5	2023	15754	subspecies	Pachyramphus polychopterus tristis	White-winged Becard (tristis)	Passeriformes	Tityridae	56D63009	
whwbec6	2023	15755	subspecies	Pachyramphus polychopterus tenebrosus	White-winged Becard (tenebrosus)	Passeriformes	Tityridae	58358C71	
whwbec7	2023	15756	subspecies	Pachyramphus polychopterus nigriventris	White-winged Becard (nigriventris)	Passeriformes	Tityridae	3F1AE174	
whttre7	2023	17261	subspecies	Cormobates leucophaea leucophaea	White-throated Treecreeper (leucophaea)	Passeriformes	Climacteridae	E967D80B	
whwblt8	2023	21842	subspecies	Melaniparus leucomelas leucomelas	White-winged Black-Tit (leucomelas)	Passeriformes	Paridae	32D7E211	
whwcho3	2023	20618	subspecies	Corcorax melanorhamphos whiteae	White-winged Chough (whiteae)	Passeriformes	Corcoracidae	A68FA67B	
whwcin2	2023	14829	subspecies	Cinclodes atacamensis atacamensis	White-winged Cinclodes (atacamensis)	Passeriformes	Furnariidae	24002D11	
whwcin3	2023	14830	subspecies	Cinclodes atacamensis schocolatinus	White-winged Cinclodes (schocolatinus)	Passeriformes	Furnariidae	86E8D027	
whwdov2	2023	2406	subspecies	Zenaida asiatica asiatica	White-winged Dove (asiatica)	Columbiformes	Columbidae	9E7D1536	
whwdov3	2023	2407	subspecies	Zenaida asiatica australis	White-winged Dove (australis)	Columbiformes	Columbidae	83817A9C	
whwblt7	2023	16762	subspecies	Knipolegus aterrimus aterrimus	White-winged Black-Tyrant (aterrimus)	Passeriformes	Tyrannidae	A5B235BE	
whwgro2	2023	31555	subspecies	Mycerobas carnipes speculigerus	White-winged Grosbeak (speculigerus)	Passeriformes	Fringillidae	740882CF	
whwgro3	2023	31556	subspecies	Mycerobas carnipes carnipes	White-winged Grosbeak (carnipes)	Passeriformes	Fringillidae	D4CE77DD	
whwpic2	2023	10856	subspecies	Picumnus albosquamatus albosquamatus	White-wedged Piculet (albosquamatus)	Piciformes	Picidae	70F57E43	
whwpic3	2023	10857	subspecies	Picumnus albosquamatus guttifer	White-wedged Piculet (guttifer)	Piciformes	Picidae	C54B8574	
whwpuf2	2023	10212	subspecies	Malacoptila panamensis inornata	White-whiskered Puffbird (inornata)	Galbuliformes	Bucconidae	B6BA3E43	
whwpuf3	2023	10213	subspecies	Malacoptila panamensis panamensis	White-whiskered Puffbird (panamensis)	Galbuliformes	Bucconidae	95AB7C13	
whwpuf4	2023	10214	subspecies	Malacoptila panamensis poliopis	White-whiskered Puffbird (poliopis)	Galbuliformes	Bucconidae	B712DA87	
whwpuf5	2023	10215	subspecies	Malacoptila panamensis magdalenae	White-whiskered Puffbird (magdalenae)	Galbuliformes	Bucconidae	6F072DE7	
whwred3	2023	29116	subspecies	Phoenicurus erythrogastrus grandis	White-winged Redstart (grandis)	Passeriformes	Muscicapidae	F4C47F53	
whwsno3	2023	31126	subspecies	Montifringilla nivalis leucura	White-winged Snowfinch (leucura)	Passeriformes	Passeridae	8AF4B2FD	
whwsno4	2023	31127	subspecies	Montifringilla nivalis alpicola	White-winged Snowfinch (alpicola)	Passeriformes	Passeridae	83D4F740	
whwsno5	2023	31128	subspecies	Montifringilla nivalis gaddi	White-winged Snowfinch (gaddi)	Passeriformes	Passeridae	D94E4A60	
whwsno6	2023	31129	subspecies	Montifringilla nivalis tianshanica	White-winged Snowfinch (tianshanica)	Passeriformes	Passeridae	57779C1F	
whwsno7	2023	31130	subspecies	Montifringilla nivalis groumgrzimaili	White-winged Snowfinch (groumgrzimaili)	Passeriformes	Passeridae	971D3CFA	
whwsno8	2023	31131	subspecies	Montifringilla nivalis kwenlunensis	White-winged Snowfinch (kwenlunensis)	Passeriformes	Passeridae	604B4002	
whwspi2	2023	15356	subspecies	Synallaxis candei candei	White-whiskered Spinetail (candei)	Passeriformes	Furnariidae	4440E6E3	
eutspa10	2023	31092	subspecies	Passer montanus tibetanus	Eurasian Tree Sparrow (tibetanus)	Passeriformes	Passeridae	35176C5E	
pavpig8	2023	1962	subspecies	Patagioenas cayennensis occidentalis	Pale-vented Pigeon (occidentalis)	Columbiformes	Columbidae	0C7F055F	
whwspi3	2023	15357	subspecies	Synallaxis candei atrigularis	White-whiskered Spinetail (atrigularis)	Passeriformes	Furnariidae	3B2ECF84	
whwspi4	2023	15358	subspecies	Synallaxis candei venezuelensis	White-whiskered Spinetail (venezuelensis)	Passeriformes	Furnariidae	8C45107D	
whwtan2	2023	33903	subspecies	Piranga leucoptera leucoptera	White-winged Tanager (leucoptera)	Passeriformes	Cardinalidae	EAD31EDB	
whwfai4	2023	17354	subspecies	Malurus leucopterus edouardi	White-winged Fairywren (edouardi)	Passeriformes	Maluridae	57F816BA	
whwtan5	2023	33906	subspecies	Piranga leucoptera ardens	White-winged Tanager (ardens)	Passeriformes	Cardinalidae	78C0DA9F	
snogoo	2023	256	species	Anser caerulescens	Snow Goose	Anseriformes	Anatidae	D3A260BC	
whwwid2	2023	30451	subspecies	Euplectes albonotatus eques	White-winged Widowbird (eques)	Passeriformes	Ploceidae	142E25B2	
whwwid4	2023	30453	subspecies	Euplectes albonotatus albonotatus	White-winged Widowbird (albonotatus)	Passeriformes	Ploceidae	53A35873	
whybar6	2023	10363	subspecies	Stactolaema whytii angoniensis	Whyte's Barbet (angoniensis)	Piciformes	Lybiidae	ED783203	
whybar7	2023	10364	subspecies	Stactolaema whytii buttoni	Whyte's Barbet (buttoni)	Piciformes	Lybiidae	F49036D0	
wibhor2	2023	14750	subspecies	Furnarius figulus pileatus	Wing-banded Hornero (pileatus)	Passeriformes	Furnariidae	E8D0E505	
wibhor3	2023	14751	subspecies	Furnarius figulus figulus	Wing-banded Hornero (figulus)	Passeriformes	Furnariidae	D8422AB1	
abyowl2	2023	9054	subspecies	Asio abyssinicus graueri	Abyssinian Owl (graueri)	Strigiformes	Strigidae	6460896D	
wibpip2	2023	15850	subspecies	Piprites chloris antioquiae	Wing-barred Piprites (antioquiae)	Passeriformes	Tyrannidae	F2CEAE4E	
wibpip3	2023	15851	subspecies	Piprites chloris boliviana	Wing-barred Piprites (boliviana)	Passeriformes	Tyrannidae	B6BEAAF2	
wibpip5	2023	15853	subspecies	Piprites chloris chloris	Wing-barred Piprites (chloris)	Passeriformes	Tyrannidae	54FEF4A4	
wibpip6	2023	15854	subspecies	Piprites chloris grisescens	Wing-barred Piprites (grisescens)	Passeriformes	Tyrannidae	9EBF51D1	
wibpip7	2023	15855	subspecies	Piprites chloris perijana	Wing-barred Piprites (perijana)	Passeriformes	Tyrannidae	8991D639	
wibpip8	2023	15856	subspecies	Piprites chloris tschudii	Wing-barred Piprites (tschudii)	Passeriformes	Tyrannidae	9D1DA8EA	
wibsee2	2023	35013	subspecies	Sporophila americana americana	Wing-barred Seedeater (americana)	Passeriformes	Thraupidae	92E3CAF1	
wibsee3	2023	35014	subspecies	Sporophila americana dispar	Wing-barred Seedeater (dispar)	Passeriformes	Thraupidae	3DD6A045	
wibwre2	2023	26723	subspecies	Microcerculus bambla albigularis	Wing-banded Wren (albigularis)	Passeriformes	Troglodytidae	A9F8A3D7	
wibwre3	2023	26724	subspecies	Microcerculus bambla caurensis	Wing-banded Wren (caurensis)	Passeriformes	Troglodytidae	A471C88F	
wibwre4	2023	26725	subspecies	Microcerculus bambla bambla	Wing-banded Wren (bambla)	Passeriformes	Troglodytidae	D3B8C178	
wilant2	2023	13641	subspecies	Cercomacroides laeta waimiri	Willis's Antbird (waimiri)	Passeriformes	Thamnophilidae	8B83ED27	
wilant3	2023	13642	subspecies	Cercomacroides laeta laeta	Willis's Antbird (laeta)	Passeriformes	Thamnophilidae	D4A5ECE3	
