"species.code","dist"
"allgal1",9384.89649779634
"allhum",1434.69852046319
"alpacc1",9968.26480193708
"alpswi1",12713.0000890616
"alptap1",451.346808072355
"alpthr1",5537.12134948844
"altori",715.332224701033
"altyel1",388.367457533926
"amaant1",4556.42739268219
"amaant2",4073.16387952186
"amabaw1",4591.15298599742
"amahum1",715.066491154882
"amakin1",1830.62949813271
"amapar1",1118.96209052701
"amapyo1",3062.52121425624
"amasta1",4325.60428684516
"amasun2",625.10197131986
"amatyr1",4519.53881037237
"amaumb1",3401.42469699204
"amawoo1",397.41561583917
"ambduc",1819.59957904106
"ambtyr1",5853.18674388556
"ambwhe1",177.93509228994
"ameavo",3941.42315736065
"amebit",9955.38761826116
"amecro",1172.86125524836
"amedip",2845.46588431598
"amedov1",1525.59720774125
"amegfi",1015.66834042001
"amekes",7324.68278962996
"ameoys",5127.50546524628
"amepip",7533.77194797681
"amered",7252.74345188569
"amerob",2686.30643998193
"amesun2",1683.47190288442
"amewig",4417.27851557968
"amewoo",3794.40767639769
"amewoo1",2676.93255959027
"amgplo",25201.0209329679
"ampkin1",4589.08634981405
"amptap1",226.470671991966
"amsfly1",5193.23843131824
"amthum1",1529.54852376878
"amtspa",8676.37494009899
"amtsun2",546.551071437861
"amtsun3",1247.68790403839
"amtsun4",250.093231580258
"amufal1",23806.9383424838
"amupaf1",7551.53204378615
"amwpel",4106.29342979316
"anbtyr1",88.742093047324
"ancant1",402.416718459638
"ancbar1",8073.73052258097
"anccha1",1779.07097055738
"ancdov1",2317.22276843352
"anchum1",280.951518838123
"ancmur",15316.0019890093
"ancsun1",2011.15250916905
"anctap1",250.206678836145
"andavo1",877.123886051913
"andbul1",562.373154817033
"andcon1",3207.08566245034
"andcot1",2435.25969115385
"andcou1",529.690699763164
"andcra1",598.34254050899
"andcus1",464.147874326327
"anddro1",479.155951520294
"andduc1",2551.98793955402
"andeme1",1026.15910168132
"andfla2",1232.06115018258
"andfli1",647.308396057205
"andflo1",565.698842489222
"andgoo1",1340.71679950953
"andgua1",3359.40675210095
"andgul1",1259.50935076202
"andhao1",1286.38724140984
"andhil2",780.246329616612
"andhil3",1034.60685239391
"andlap1",1345.87728649256
"andneg1",1639.22938362487
"andnig1",698.239169104796
"andpar1",2836.54868651264
"andpot1",3005.83507583451
"andsha1",1222.56726248522
"andsis1",594.706736683668
"andsni1",4149.34502967719
"andsol1",2775.82304694215
"andswa2",2089.48764850144
"andswi1",2132.29940325436
"andtea1",374.674608345663
"andtin1",3680.85773911202
"andtre1",664.576346765696
"andtyr2",2541.50728489137
"andtyr3",3213.51422523875
"andwoo1",542.30401011024
"angbat1",3989.76389346333
"anglar1",3160.16566925286
"angpet1",5848.66520785319
"angswa1",6619.52920385626
"anhing",2055.12529292248
"aniani",2.82929235595475e-12
"ankser2",625.608568759787
"annhum",838.97740265071
"anpowl1",3400.3661806406
"anpswi",670.923158841587
"anseag1",691.850252215786
"ansgre1",10147.2703240429
"ansowl1",1433.91834643106
"antant1",58.7801241265709
"antbrf1",93.2815908471895
"anteup2",796.756923223796
"anteup3",79.3936253186905
"anteup4",310.453695130649
"antman2",472.569799648567
"antman3",143.827843312888
"antnig",14745.8343052435
"antpet1",32791.8000361516
"antpic1",608.476901480677
"antsis1",437.690402788127
"antspi1",4557.58467965484
"antter1",22010.8367797456
"antwre2",502.777048550714
"anwpig1",1153.67769026868
"apapan",244.969155160814
"apbsun2",185.529509478991
"apifly1",582.572536525698
"aplfal",5263.86246244969
"apomyn2",233.737047053453
"apostl1",805.002605326812
"apowre1",653.385182525725
"apubrf1",187.79863806822
"apuspi1",46.2873355326489
"arabab1",3006.12677362233
"arabus1",12278.1108113465
"arafan1",2314.39377258091
"arafan2",1148.71187195107
"araman1",81.5853924607839
"arapar1",3229.22793750451
"arasco1",6372.68534367106
"arawax1",911.48497166
"arawoo1",1480.26597874656
"arcbow1",971.192431714697
"arcloo",7210.73250545276
"arcnew1",514.796229608746
"arcter",51571.2663309216
"arcwar1",17803.5873015444
"arcwar2",17572.4485490478
"arcwar3",7230.25977988362
"arfcat1",1.32623079185379e-13
"arfhon1",744.835827099219
"argspa2",3620.19572134186
"ariwoo",1162.77051834431
"armbab1",1613.37317773649
"armgul1",3239.03627894552
"arrcha1",979.130777231046
"arrpic1",546.874612376766
"arrwar1",226.354752735557
"artspi1",528.244346560639
"asbant1",7960.81063478101
"asbfly",9558.99839980077
"asbowl1",2050.89718599053
"asbspi1",2524.82273883059
"asbwhe1",3849.25885649407
"asccuc1",8314.57300419105
"ascspl1",1050.93367774561
"asctap1",2086.23716930775
"asdwar1",10287.5610643574
"asecuc1",4573.64671903693
"asfblu1",1234.0664140328
"asfbul1",642.089256398152
"asfowl1",680.030759077449
"asgsta1",1359.92694864777
"asgwea2",559.72159681772
"ashant1",2260.29265075411
"ashbab1",943.981678794861
"ashbul1",2594.93306828014
"ashcis1",2287.40389144426
"ashcus2",2284.85080456022
"ashdro1",2769.7352136611
"ashflo1",326.189798174494
"ashfly1",1913.93633805306
"ashgoo1",2380.13150337288
"ashgre1",3162.66399221321
"ashlau1",90.2273119374108
"ashmar1",6923.90370889029
"ashmin1",10910.4221299765
"ashpri1",630.034546016252
"ashrob2",3251.71886574073
"ashsta2",893.733142859621
"ashtai1",2528.63198076143
"ashthr1",1431.79399341346
"ashtit2",2994.48278092456
"ashtyr1",3278.72396351869
"ashwoo1",1740.9539741047
"ashwoo2",1058.83544540853
"asidow1",12227.610570396
"asidrc2",3144.37566947269
"asidrc3",4836.54552781387
"asidrc4",4621.56663104874
"asifab2",528.030280953879
"asikoe2",2314.0027709381
"asikoe3",7875.59793634034
"asiope1",1283.8440345569
"asistu1",7651.36997734286
"aspfly1",2795.61658032119
"aspsta2",582.181016638772
"aspsta7",364.330860286455
"aspswi1",1045.77835163567
"asrfin1",14314.7342495778
"asslau1",1293.15935192368
"asspet",2093.81165741998
"astant1",509.918917827176
"astcas2",2632.34547047978
"astcra1",2284.483060017
"astfly",2767.21209963375
"astgna1",5578.46196084348
"astpar1",760.935188736919
"astwar2",2233.15100480377
"aswant1",4283.7688255785
"aswpig1",4881.81083437029
"atbtan1",1831.09896685262
"athscr1",141.37625830576
"atlpet1",11768.047091067
"atlpuf",11823.7170165304
"attwoo1",3101.84619851122
"audgul1",2260.3283885084
"audori",1262.21806339924
"audshe",9499.66878333842
"audshe3",4914.15584417343
"augbuz2",8925.05140110326
"aukpar1",505.139335481098
"aumowl1",10232.973704139
"auonig1",3643.3339062864
"aupowl1",1417.59185360943
"aurwar1",2796.29587044254
"ausbit1",4152.39041913226
"ausbla1",1195.20759857865
"ausbrt1",1346.27517440916
"ausbus1",4357.3558222355
"auscan1",1098.46276422845
"auscra1",3711.09098542265
"ausfig1",968.560709845391
"ausgan1",4547.01754874989
"ausgre1",1185.50256045916
"ausgro1",7347.6771708343
"aushob1",2763.95304493874
"ausibi1",1589.354559746
"auskes1",1841.92995327391
"auskit1",3052.65783485405
"ausmag2",1297.67297860857
"ausneg1",3296.93087244833
"auspar1",1110.6305804798
"auspas1",9494.62061612832
"auspel1",2338.03443312849
"auspip2",1462.06087695182
"auspip3",1513.95197641364
"auspra1",4183.85101772238
"ausrai1",2832.60426933419
"ausrav1",1417.49286285782
"ausshe1",2003.11794884208
"aussho1",2481.30347778833
"ausswi1",932.395093080394
"austhr1",663.520218621051
"ayebul1",944.292959765311
"ayheag1",10646.3957916216
"ayweye3",2661.49437834934
"azaspi1",1667.07178383878
"azbpit1",986.912634415445
"azchum1",807.756725686403
"azhjay1",2743.95590932812
"aznjay1",3361.98183390863
"azrtan1",147.720911275816
"azstan1",1567.6941823719
"aztthr",3931.63724759865
"azugal1",10583.608081552
"azujay1",522.152371544353
"azukin1",3443.36111366364
"azutit2",5341.37032210065
"azwmag2",1643.33125018903
"azwmag3",101.593940983176
"babcuc2",3330.83780844764
"babcuc4",358.37967445484
"babcus1",3875.06754991523
"babfir1",6217.75843155636
"babhon1",2632.72574785564
"babowl1",2197.11784573794
"babpar1",2341.26872250481
"babpic1",3182.6820729666
"babpit1",1537.38041581243
"babshr1",1892.21969310404
"babtan1",2303.45831822013
"babwar",10316.314539349
"babwoo1",5778.6071854316
"babwoo2",2578.74285662676
"babwoo3",2614.23135209456
"babwre1",1091.67691638671
"bacant1",2144.71837146032
"bacant2",355.148379766844
"bacbab1",803.824686003452
"bacdov1",5019.5704244972
"baceag2",7731.33788027418
"bacfan1",346.656489587839
"bacori1",2235.50288428535
"bacspa",881.598608778351
"bactro1",3945.84950925547
"baeant1",3226.56082218979
"baeowl1",4727.34476679282
"baepig2",622.823242726172
"baepoc1",3072.92402862204
"baerob1",1777.28848770702
"bafbul1",289.544025400466
"bafcur1",2116.10119238127
"baffal1",6877.66498029726
"bafibi1",2054.48393734795
"bagbab2",906.476705873311
"bagcot1",339.27818619403
"bagcuc1",2811.93573600275
"bagtan1",595.02597781259
"bagtan2",674.017994273071
"bagwea1",1468.1650233959
"bahant1",1107.7353520379
"bahgoo",7797.13230005272
"bahlau1",1478.11538527763
"bahmoc",627.076104887382
"bahnig1",2777.25452639785
"bahspi1",1133.26507520114
"bahswa",1300.67856283075
"bahtan1",1334.78562783549
"bahtap1",226.132660474394
"bahtyr1",323.037765692835
"bahwoo",553.866429082476
"bahyel1",556.584925646958
"baicra1",24209.602809167
"baifly1",605.834810368694
"baisan",24253.5443683195
"baispa",5606.46346685202
"baitea",11188.007284042
"baitro1",206.487572671723
"baleag",3086.50710892082
"balibi1",1369.72811451801
"balica1",859.907670234409
"balori",6789.03701711288
"balowl",1640.70336157844
"balshe1",4638.48903416235
"balspi1",6277.36303199122
"balwar1",455.473014921174
"bamant1",1037.09183547384
"bamapa1",1602.88991031342
"bamwoo1",2102.1940070719
"banana",1252.83167026747
"banant1",1363.55749012461
"banant2",4080.05033735231
"banbar1",2180.02993292203
"banbro1",2837.89610048901
"bancor1",3510.1038520531
"bancot1",1212.49664443787
"banfru1",2386.09635291891
"banhon1",1448.50692392807
"bankes1",3069.25703691812
"bankin1",2916.1460850889
"banlap1",4758.92774165257
"banmar1",5530.64326354032
"banmyn1",973.710075874696
"banpit3",3344.3248452389
"banpit4",1896.59702593807
"banpri1",5094.58278410492
"banqua1",437.172827135787
"bansti1",5361.26354690428
"bansun1",837.373613862444
"banswa",24132.0905184903
"banumb1",877.211220505585
"banwar2",2405.53419479021
"banwhi1",4253.12396301105
"banwoo2",2515.44439781768
"banwre1",1136.49706530049
"barant1",2054.58955464469
"barant2",5436.76554718478
"barbec1",2947.09486438505
"barbro1",3193.770903094
"barbul1",29.4547407308503
"barbut1",5567.68782978528
"bardov2",1322.86511592944
"barfly1",411.075341330649
"barfru1",3575.22131399383
"bargol",3843.1139730868
"bargoo",3913.8310760377
"barhaw1",1062.45273330985
"barhob1",2598.55552895075
"barhob2",2836.66921637079
"barhon2",621.022784071977
"barlau1",3668.08912478281
"barowl1",5464.44868924952
"barowl13",316.976772911797
"barowl5",841.056618613597
"barown1",900.458638034214
"barpar1",3088.03415389774
"barpar2",4657.24944422396
"barpet",36729.6173204156
"barpet1",10927.6248933113
"barpuf1",1764.09689515299
"barrai1",1719.33293841771
"barswa",18683.4700556278
"barswa1",8558.6726990664
"barswi",2289.24015047347
"bartin2",2871.13278516346
"bartyr1",1335.14997627528
"barwaf1",892.752408559925
"barwaf2",1714.86225100848
"barwar",256.03206844072
"barwar1",13960.9239131898
"barwar2",13508.3527952162
"basdov1",1104.72114946032
"baseag1",11239.2380426639
"basowl",1226.93540219343
"batant1",4518.86323674834
"batant2",2513.21662057684
"batant3",935.50713412671
"batapa2",1556.00450117251
"batapa3",740.782862673314
"batapa4",8.84153861235859e-14
"batbar1",2034.83870730345
"batbel1",1944.82976372132
"batear1",1921.79134774312
"batele1",4734.43850478354
"batfal1",4623.2660182579
"batfru1",2984.45609500126
"batgod",20075.7206895409
"batgua1",672.697687641974
"bathaw1",17756.7161893737
"batlar1",8829.78517827589
"batman1",2566.65249682519
"batnig1",6388.23570082506
"batnig2",6841.52462762903
"batoro1",2206.8985838247
"batpaf1",6022.00683517476
"batpig1",7215.63162458715
"batsee1",1393.57089403576
"batsun2",12721.2782650663
"batswi1",8729.19628139798
"battre1",2513.8801225201
"battro1",7723.70651239445
"batwhi1",823.253933767861
"baugre1",4835.73387618
"baugua1",1577.83357866788
"bauoro2",832.658350756792
"bavcot1",626.322555807382
"bawant1",4792.16477872102
"bawbec6",1108.05945007108
"bawbec7",2615.40953026809
"bawbul2",5434.31378681489
"bawcow3",1440.41522197331
"bawcow4",572.22397351189
"bawfly1",9558.4519932591
"bawfly2",11806.2325201118
"bawhae1",8628.37166466503
"bawhor2",4059.49968752066
"bawkin1",784.823833832414
"bawman1",4275.23169281313
"bawmoc1",479.78445729287
"bawmon1",1616.9690222238
"bawmon3",1422.92310383233
"bawnig1",6070.6270982654
"bawnig3",6126.66052610094
"bawori1",1221.8718603314
"bawowl1",2670.50049342012
"bawpri1",2513.14004951594
"bawsee1",2438.1749883316
"bawswa1",2968.27518935588
"bawtan1",5306.57173964311
"bawtri1",5304.33399136253
"bawtyr1",6656.51935654124
"bawwar",7122.40671141205
"bawwar1",2619.10005083101
"bayant1",1055.57604942168
"baybro1",1135.67775292257
"baycou1",2008.94709548654
"bayfly1",1189.46794599003
"baygro1",1181.78253234436
"baymac",3115.71372364359
"baymar1",560.827050863318
"baytan2",563.518968485664
"baytan3",1147.36862315002
"baywea1",1890.74621476383
"baywoo1",2212.12991126273
"baywre1",940.325914712204
"bbbeat1",1995.70582040446
"bbbeat2",6683.1103187874
"bbbtan1",1986.022535535
"bbbtyr1",1656.84212319597
"bbcbab1",2252.1556054036
"bbcdov1",5300.55928315468
"bbctyr1",1459.42070935075
"bbfdov1",1191.91695576985
"bbfdov2",319.954074080875
"bbfgle1",880.927162672047
"bbgsta1",2747.0110177351
"bbifin1",1037.08156673913
"bbmtan1",1407.96476515094
"bbmtou1",1293.9645816625
"bbnthr1",185.830122971676
"bbrwar1",10374.2390597984
"bbsfin1",2797.14020520759
"bbspet1",31124.4652309115
"bbsrob1",4434.18715695768
"bbttyr1",4777.19206266315
"bbttyr2",1818.98160269838
"bbwdov1",5816.92650019912
"bbwduc",5598.93081262998
"bbwqua1",824.555029550561
"bbwtyr1",3445.42164140277
"bcatan1",73.45678180938
"bcbeag1",2880.39660113952
"bcbeat1",12893.2140071515
"bcbfin1",1900.79699915881
"bcfdov1",2277.96054641636
"bcfdov2",511.226728560696
"bcfgle1",884.987272509404
"bchpar1",2500.81170357748
"bcmtan1",1416.73180521891
"bcmtan2",1148.89041691166
"bcnher",22123.4863049088
"bcptan1",190.7741834475
"bcptyr1",1049.51048883451
"bcrfin",324.982695430434
"bcrtai1",1743.73231284761
"bcrthr1",3565.03773747885
"bcslar1",15036.2243878697
"bcswea1",1840.12580723729
"bctspi1",2740.42472293919
"bcweye2",944.317726527801
"bcwfin1",1513.62174053116
"bcwfin2",536.540727100174
"bcwpar1",696.973732712672
"bcwspi1",1529.81701095444
"bcwwar1",2263.9268249943
"beabar1",3405.0403396292
"beabel1",7978.18688862515
"beafir1",1302.07590659283
"beagua1",450.491747450657
"beahum1",665.610857142117
"beajay1",800.56792306114
"beakin2",7942.63315574933
"beamou1",1005.6746071671
"beanut1",4027.02280159339
"bearee1",8780.22948855524
"bearos1",4220.69515335532
"beasib1",1023.98241176063
"beasne1",14135.2520620133
"beasun2",7400.30034725924
"beatac1",6643.09167359745
"beathk1",5902.48880620281
"beatre1",847.051745741868
"beawoo1",3239.79905738361
"beawoo2",602.212160933695
"becscr1",2561.2721520261
"beehum1",2176.04027588104
"befdov1",6204.22116882251
"begdov1",1819.31773849816
"beibab1",2028.21985640554
"belfly1",480.336840241475
"belgul",890.842206486867
"belkin1",3454.10340997389
"belmel1",3253.15107489443
"belmin1",390.843753443983
"belspa2",699.027612361311
"belvir",3562.61877913337
"belyel1",980.94105083328
"benbus1",996.62533879454
"benbuw1",271.860078778198
"benflo2",6657.37062900266
"benthr",1318.86765144396
"benwea1",2172.86050695769
"benwoo1",3862.78907379044
"berant1",909.190637058485
"berhum",951.811009210735
"berpet",3799.46949206806
"berpip1",274.544299665265
"bertin1",1486.17760126452
"berwea2",3905.68303500267
"besbab1",3938.57211658281
"beslar1",1773.39111950779
"besowl",758.926500367358
"besra1",3954.40171732979
"besrob1",2398.31262909897
"bestan1",1705.65697204006
"bewpar1",1170.72786734498
"bewqua1",3808.83414288819
"bewwre",693.19350932868
"bfbwar1",2357.75473742414
"bffgle",2209.49389405418
"bfgbir1",1750.78468117233
"bfgdov1",767.096304171933
"bfgtyr1",3802.91600856343
"bfoboo",7340.40436874213
"bfpgua1",1710.86149181268
"bfppar1",4140.38754651323
"bfqdov1",646.036925177844
"bfweye1",6094.62536594817
"bfwqua1",769.131189772104
"bhbeat1",6078.40360168868
"bhbeat2",6416.91696342498
"bhcfly1",6689.48225514021
"bhmfin1",4150.69092216649
"bhnthr1",1753.68977506363
"bhpfly1",6487.52173527281
"bhpkin1",126.165477702766
"bhqdov1",934.776594708617
"bhrtai1",880.295838131986
"bhsbab1",2860.92773236589
"bhsfin1",586.157449580941
"bhtfly1",1212.7489094801
"bhulau1",438.928600755474
"bhwdov1",6678.86200487271
"biawar1",3693.97100931787
"bicant2",1932.58700145054
"bicant3",1127.73722399344
"bicant4",903.746928512887
"biccon1",6711.16005865558
"bicflo1",2089.94127388119
"bichaw1",6203.344988033
"bichaw4",2456.35476121802
"bicthr",6954.30037774816
"bicwre1",605.140902560124
"bimlar1",12530.2101582073
"bisswi1",6175.81797165511
"bkbalb",8816.20297713506
"bkbbit1",9435.64289477777
"bkbbrt1",3892.48091011905
"bkbbus1",6464.70526061316
"bkbcuc",15026.0936201389
"bkbcus1",4027.41400625362
"bkbcus2",3739.84965678925
"bkbful1",2815.39069863549
"bkbkin1",5656.11413115457
"bkbkit1",4656.0510081819
"bkbkoe1",1787.65461565406
"bkbmag1",1157.51430407023
"bkbmyz1",852.943907455594
"bkbowl1",6963.0696002254
"bkbplo",10785.5817965956
"bkbsht1",2439.02409393505
"bkbsne1",6504.13237622039
"bkbsun1",2408.48139084908
"bkbtan1",603.011601390267
"bkbtho1",5286.76075192126
"bkbthr3",5585.64556437794
"bkbthr4",502.351547902968
"bkbtit1",9071.01083833119
"bkbtit2",1542.25191719223
"bkbtit3",3750.73377595242
"bkbtof1",1252.11823659641
"bkbwar",10336.9278048906
"bkbwoo",3087.1936102609
"bkcbab1",1828.45455566539
"bkcbab10",1243.32557232767
"bkcbab2",1222.84367231624
"bkcbab3",1460.94446809216
"bkcbul1",269.386894337626
"bkcbul2",214.222149172531
"bkcbul4",365.107738354176
"bkcchi",1093.59479779828
"bkcdon",2493.04362059351
"bkcful1",90.8014140860625
"bkcgna",1781.74229525149
"bkchum",3444.11375858186
"bkclau2",61.2276819227399
"bkcmon1",2483.99702849734
"bkcmot1",206.142123028023
"bkcori",953.637703335418
"bkcpet",6801.22758955924
"bkcpip1",1938.53895042156
"bkcsco1",3660.31949411293
"bkcspa",2138.94519343668
"bkcsta1",1606.07374665976
"bkctch1",3592.40310286683
"bkctit1",728.925281229673
"bkcvir1",2970.99508985843
"bkcwhe1",488.954774367926
"bkcwhi1",1028.42945041216
"bkdhor1",6742.35788697858
"bkefai1",4017.86684098179
"bkewhe1",5686.4800559536
"bkewhe2",9802.87056547683
"bkfalb",14561.336600361
"bkfant2",276.781241843445
"bkfbab1",2485.52577437235
"bkfbrf1",950.12386863161
"bkfbun1",6592.59307938887
"bkfbun2",2589.4967461221
"bkfcus1",1538.05606680618
"bkffir1",10640.5544710587
"bkfgra",1177.75784995135
"bkfibi1",1495.38555489708
"bkfibi2",1322.67273784963
"bkfruw1",4053.89060994983
"bkhbat1",4894.24713250888
"bkhbat2",1335.81179998684
"bkhber1",2977.2970585508
"bkhcan2",1369.59019540413
"bkhcus1",1867.83749524347
"bkhgre1",2516.47605321977
"bkhgro",4906.17768540813
"bkhgul",2531.48436557502
"bkhpar",3122.21282770328
"bkhpar1",399.057008492043
"bkhpit1",480.621518845155
"bklbab1",1203.16322279876
"bklkit",10115.6061394999
"bkmtou1",1062.69374602553
"bknfrd1",2855.10332445667
"bknsti",5413.52338921473
"bknwea1",2637.4573895515
"bknwea2",3639.03901682097
"bkpwar",13653.8938147989
"bkrfin",1246.64643608074
"bkrfla1",570.278511144993
"bkrfla2",247.775952347215
"bkrwax",5631.94817539026
"bkrwhe1",774.026435995377
"bksbrf1",599.580446559885
"bkskit1",5140.10276816332
"bkspet",11759.5561227564
"bksscb1",3017.03563909933
"bktflo1",808.320168909378
"bktgna",930.847406340799
"bktgod",8153.46892343417
"bktgul",1937.82165566486
"bkther1",1769.12085246838
"bktpri2",746.645254201402
"bktshr1",873.612012704789
"bktspa",1472.62037906737
"bkttre1",3133.71432252383
"bkttro2",643.726429656314
"bkttro4",1484.04376149662
"bkttro5",1141.74617882064
"bkttro6",3764.44076341742
"bkttro7",1548.81146686913
"bkvori",757.325585294958
"bkvshe",2424.89301781484
"bkwcus1",4566.60981731881
"bkwpet",19892.3917786318
"bkwsti",5280.48679520689
"bkwvir",2054.61706230758
"blaant1",629.564059437981
"blaant2",1983.02701785693
"blaant4",2337.61878933291
"blaant5",2024.89794310932
"blabab2",3971.23651613253
"blabaz1",5350.46099681606
"blaber1",5045.25290095208
"blabis1",4808.7754170264
"blabit1",10163.9961027617
"blabul1",1782.72425481903
"blabus1",4909.75133379887
"blabus3",2098.6340195948
"blabut1",2905.07896008312
"blacar1",2520.51102457148
"blacat1",298.510501846365
"blacin1",2431.40962386238
"blackc1",3323.5537422517
"blacks1",2477.66321835746
"blacou1",11599.223782421
"blacra1",2938.19837866173
"blacuc1",9450.5438038517
"blacur1",3435.81336186878
"blacur2",341.848598287166
"blacus1",1188.29872115583
"bladro1",1440.50260170712
"blaeag1",5267.84212204305
"blafal1",4444.4802709574
"blafan1",4642.71402581454
"blagos1",4907.54820092323
"blagro1",6038.21957233349
"blagua1",563.9019119697
"blahar1",2179.79861220428
"blaher1",7941.09953473386
"blahon1",3916.5348600471
"blahor1",1798.53440129319
"blaill1",8505.90731824132
"blainc1",155.201161885122
"blakit1",7285.20363134115
"blalar4",2419.7121199419
"blalau1",808.73327666575
"blalor1",578.406080257667
"blamag1",3080.1627170463
"blaman1",3414.34036056287
"blamet1",1241.82715759209
"blamon1",6549.44546447044
"blamyz1",9895.09388647999
"blanig1",5690.32142301118
"blanun1",2055.06780874972
"blaori1",126.244698455899
"blaoro1",545.268545957011
"blaoys1",1972.1728186342
"blapar1",2049.71069669625
"blapew1",6033.14748863233
"blapit1",6750.24984354044
"blaplo1",1116.90782947824
"blarai1",1457.95347091459
"blared1",3786.94954734176
"blarob1",1554.24380081452
"blaros1",6578.37516134006
"blasha1",313.241550096571
"blasis1",1489.5650345663
"blasno1",8476.32542787754
"blasol1",807.290059399991
"blaspi1",7300.08115590721
"blasti1",396.792876799143
"blasto1",10408.7201368793
"blatap1",525.962537227824
"blatap2",391.931502618528
"blatin1",3804.8660337267
"blawhe1",2450.52500574372
"blawoo1",2706.10175046521
"blbant1",980.250809872734
"blbant2",1665.01000049692
"blbbar1",3821.58920391439
"blbbar2",898.232144053573
"blbbar3",2796.84264295202
"blbbar4",1665.93535850349
"blbbar5",2255.65460030667
"blbboa1",4693.7535661423
"blbbut1",1384.02014935902
"blbbut2",621.884573255898
"blbcap1",11557.5868326823
"blbcon1",1525.54146508274
"blbcra1",2981.303100522
"blbcuc1",5451.63201435894
"blbduc1",2181.79991869426
"blbeat1",6257.12538757323
"blbfai1",2731.72609965224
"blbfir1",10666.7561612009
"blbflo1",2838.26247163583
"blbfly1",938.112807932069
"blbfly2",810.684220997187
"blbfor1",2415.90019755287
"blbgna1",3182.05691861345
"blbgra1",5066.02313734017
"blbgro2",2627.762845285
"blbgul1",715.299377713933
"blbhil1",866.834626577462
"blbhon1",2091.7278474318
"blbhum1",587.142116321457
"blbkin1",1982.45962630626
"blbkin3",1088.85907553289
"blbkin4",4139.56180633282
"blbmal1",2804.25721380259
"blbman1",1750.11546537954
"blbori1",653.256749371258
"blbpar1",360.407066292689
"blbpar2",1247.54803456679
"blbpar3",2097.69728632789
"blbpar4",1776.82222964544
"blbpep1",936.43018512414
"blbpit1",1426.53133809715
"blbpuf1",1594.40099729869
"blbpuf2",1180.52486279985
"blbpuf3",164.086782778587
