"species.code","dist"
"chemun",2024.57640191555
"chephe1",2456.6441806985
"chepic1",504.600130983631
"chequt1",774.567520320807
"cherai1",5507.89043732059
"chesee1",3963.562244809
"chespa1",3249.995962061
"chetea1",1173.46095299638
"chethr1",3738.70020759942
"chewea1",6290.56106533008
"chewoo2",2776.59596557087
"chewoo3",1299.38136956899
"chfbab1",736.275704411485
"chfhel1",4821.20445420624
"chfmac1",2353.31416628853
"chgshr1",6546.4418985854
"chhcra1",2414.90190914924
"chhlau1",519.569006822682
"chhoro1",1638.18196069815
"chhpar1",852.931187654169
"chhspl1",3389.38909958621
"chhtan1",707.386885916599
"chhtes1",3326.91527343043
"chhwrb1",942.725353735734
"chiapa1",564.516333503485
"chibab2",3638.19677061263
"chibar1",3401.30546694108
"chibat1",2460.90629938377
"chibla1",1145.5202749968
"chicar1",596.620423520297
"chicis1",4831.90156799812
"chiegr",6819.84609074546
"chifla1",754.01184213705
"chifli1",701.397948180718
"chifra1",4709.41263370035
"chifri1",4195.36413773528
"chiful1",5057.94548752441
"chiger2",94.4896239292537
"chigra1",7725.33841845562
"chihao1",109.906268005206
"chilew1",5598.76235118545
"chimoc1",494.679078787053
"chipen2",3712.8937798352
"chipig2",689.648133265002
"chirav",635.5409783956
"chirub1",4406.195121074
"chisha1",264.276294923323
"chisku1",8641.70138548869
"chispa",3955.98993862094
"chiswa1",2519.21720855658
"chiswi",11698.0469624457
"chiswi1",171.429114492482
"chithr1",1598.2516295521
"chithr2",7112.3451649458
"chitin1",1752.92153889883
"chityr1",526.467110502325
"chivir1",4518.90420644395
"chiwed1",3142.09653173717
"chiwed2",841.906200451506
"chiwig1",1917.23011603263
"chnant1",1410.07628457755
"chnfor1",3213.08928916807
"chnpar1",334.391072642552
"chnpar3",618.607385134066
"chobla1",1278.97020737494
"choboo1",3709.79194208776
"chopoo1",764.751155294485
"chospi2",968.819209102221
"chotap1",1079.08222788047
"chotin1",939.942365862021
"chotou1",666.032520681627
"chotyr1",218.659520780902
"chovir1",1535.13935953045
"chowch1",256.416209436883
"chowoo1",1797.14171504657
"chpher1",3759.1231629517
"chptit1",3810.34691559808
"chqdov1",361.651784583152
"chrbab1",2241.43946509831
"chrcha1",1398.1006356618
"chrhea1",2181.29840476293
"chrshe",26856.2266670103
"chrtho1",2239.29079846082
"chrwoo1",2470.63354451827
"chsant1",4774.87367875205
"chspet1",2583.63837584006
"chswar",7908.3268293029
"chtant1",727.384119464463
"chtant2",1995.22407588704
"chtapa3",1122.67246532609
"chtfly1",444.325535674021
"chtjuf1",2493.24024968936
"chtmin1",1836.38532334616
"chtsee1",1913.12762393198
"chtspi1",10079.7012117415
"chtsta2",1937.60371194065
"chttan1",201.621633839063
"chttou3",3189.44953977048
"chtwoo1",3017.24972204143
"chucis1",2865.27082731356
"chucis2",870.003821985566
"chukar",9145.4971897418
"chutap1",433.315398135895
"chutap2",391.756689227719
"chvcon1",1607.65712275898
"chvnut1",3005.57828951017
"chvtyr2",4513.82503655547
"chwbab1",1007.16569506304
"chwbab3",1599.2314324226
"chwcha1",399.689794724425
"chwcin1",2043.78568882486
"chwcuc1",6908.2230261049
"chweye1",3858.8520248383
"chwfog1",4050.31094940549
"chwhoo1",4704.77058361924
"chwqua1",518.306752751213
"chwsta1",3428.73653166953
"chwwht1",2993.9158761465
"chwwid",5158.49228254974
"chyfin1",1020.87585600896
"cibatt1",3055.70515888827
"cibbun1",4617.00663043606
"cibflo1",484.317571033511
"cibgrt1",6153.53345248973
"cibkin1",2731.92925948794
"cibmel1",5542.41603808931
"cibspi1",5763.16175282505
"cibwar1",3217.46632711007
"cicada1",5243.39762936642
"cicfly1",1105.1937759752
"cicspa1",4712.0961064194
"cifdov1",1104.19566203228
"ciftyr1",1377.29287305394
"cigdov2",4666.43429550272
"cihpig1",5450.11750419009
"ciipig1",111.139248436375
"cinant1",2754.96768736737
"cinatt1",3440.14154979072
"cinbec1",789.99897165586
"cinbec2",4273.24028200795
"cinbit1",5656.47394625077
"cinbul1",4766.07044037878
"cincon1",896.971927734403
"cinfin1",714.275039511132
"cinfly2",1699.04101746395
"cingrt1",3544.64856310918
"cinhao1",3364.10268502078
"cinhar1",3985.26209346228
"cinhum1",1441.53436080101
"cinmat1",8374.41256277925
"cinmou1",3608.7756264758
"cinsco1",3207.88547988783
"cintan1",2381.81611341145
"cintea",12210.9442193304
"cintin1",1341.18744558745
"cintyr1",1774.63379716824
"cinvul1",6633.46306073268
"cinwhe1",298.884996744748
"cinwoo1",999.006864358885
"cipcan1",251.335970900671
"ciqthr1",2122.27113541162
"cirbun1",1349.94525791895
"cirtro1",7155.11033194143
"citcaf1",1929.34373584363
"citfin1",1153.04017640174
"cither1",5371.92684889513
"citspa1",568.846648466093
"cittro1",680.217697779245
"citwag",7361.17899174912
"citwar1",2028.80394409385
"citwoo1",2677.12553007539
"civpih1",2630.04280711128
"ciweye1",6941.71753062105
"ciweye2",1142.11935854629
"ciwfin1",926.04194640079
"ciwfin2",1663.61616951782
"clafra1",6256.90465009572
"clagre",2011.14244403565
"clalew1",5875.54133424192
"clanut",646.623677170459
"clarai11",1158.97727678138
"clawea1",328.595939434563
"clcrob",570.127575662742
"clcspa",6165.68675250754
"clfdov1",549.127743333547
"clfsco1",3190.2217740385
"clifly1",2306.25888977132
"clishb1",2819.47015221151
"cliswa",18904.9411204753
"clocis1",2451.03644346088
"clopyo1",1239.31444543514
"clrwar1",4582.97321421161
"clwman1",501.968741679652
"coamin1",1735.72012029243
"coatit2",3099.64300507063
"cobpuf1",1095.83800982051
"cobrob1",109.267025430301
"cobscb1",1815.68633959204
"cobtan1",3546.91341153715
"cocant1",1226.38972068232
"coccuc1",7.07323088988687e-13
"cocfin1",28.0521771948406
"cocfin2",5990.15689611793
"cocfin3",233.391913750304
"cocfly1",36.8573363543516
"cocher1",2500.91350599795
"cocjac1",2694.11357984309
"cocjac2",756.276491824187
"cockat",2152.39365868325
"cocthr1",3632.10139402678
"cocwoo1",942.399563802243
"codfin1",869.218751427482
"codpet1",26623.2244927979
"cofdov1",5172.06214005957
"coffal1",5263.25841640083
"cogdov",968.374930835982
"cogwar1",17286.1544702908
"cohcuc1",1767.26668870091
"coheme1",64.6172908687054
"coipig1",4195.7349822974
"colant1",467.083513773293
"colara1",969.305238195931
"colbab1",4667.13314448776
"colcha1",285.01757460676
"colcre1",3144.79690284043
"colcro1",2533.57763090345
"coleto1",920.953386442603
"colfal1",3954.07566136576
"colfin1",1348.42462544326
"colfly1",15115.1614502585
"colgna1",4241.92096685744
"colgro1",5925.56783745763
"colinc1",623.777340962782
"colinc3",933.42430787723
"colinc4",573.892915965158
"colkin1",1400.2274607907
"colkin2",276.552543929485
"colkin9",6132.22805247083
"collor1",611.50924794507
"colmyn1",1321.25868840475
"colowl1",2930.72842192808
"colowl3",8514.75408513508
"colplo1",3946.83926543873
"colpra",11926.2513619832
"colpuf1",6327.0609469365
"colred1",953.82382839838
"colspa1",3758.81879132167
"colsun2",4449.98348853353
"coltow1",1403.93280313437
"coltre1",1475.37854730364
"coltro1",3070.26065839379
"colwar",3586.61513829047
"combab1",2342.97759085001
"combab3",906.157419218187
"comblh1",1862.93143515428
"combri2",5033.57633051806
"combro1",2061.64846606687
"combul2",3732.50473629072
"combuz1",1395.06259080175
"combuz6",4237.46191727239
"combuz9",4348.60197680401
"comcan",865.465020686486
"comcha",2012.71743899925
"comcha16",314.356840668737
"comcha17",169.231323395637
"comchi1",3947.71754640587
"comcra",5167.33778665372
"comcuc",20550.1463553893
"comduc2",6634.93466473245
"comduc3",7230.50571073655
"comeid",3985.2609549558
"comfin1",416.162751461671
"comfla1",2793.9912183712
"comgal1",3006.56407299793
"comgol",6471.2145000467
"comgon1",2875.06893524319
"comgra",2616.73500368884
"comgre",10643.4396897761
"comhom1",13424.0460668343
"comhom2",14889.8495867121
"comior1",1229.14189659835
"comjer1",1540.64978833148
"comkin1",5374.23576681449
"comloo",3939.18293915635
"commer",5918.12625997371
"commin1",3603.15000318771
"commoo3",3548.13827323862
"commur",8462.69829096654
"commyn",2401.72972216272
"comnew1",1939.9475263495
"comnig",17756.9021391666
"comnig1",11444.4130970962
"compau",3721.89091872187
"compea",2073.74798342487
"compoc",4136.349964577
"compoo",4022.00327211268
"compot1",5671.98290929604
"comqua1",13540.8422530595
"comrav",3336.01340892682
"comred",6261.18256779159
"comred1",6034.49767657362
"comred2",11351.3251363579
"comros",8993.12573052425
"comsan",12148.67716553
"comshe",3527.46644694655
"comsni",7403.13373842708
"comswi",15619.2685177582
"comtai1",948.089064921768
"comter",37141.8730398771
"comwax",5058.80759337296
"comwea1",7834.82764302772
"comwoo1",1053.62816439105
"comyel",4934.88203533034
"conmar1",1347.34889341269
"conwar",17071.4685300247
"cooela1",765.95189360035
"coohaw",1868.52850556448
"coopet",32744.7908618977
"cooswi1",3189.45084833422
"copbar1",1846.56682331321
"copeme1",545.250829973136
"copgoo1",3125.74395984453
"copkin1",5259.17413132454
"copmet1",887.717006030908
"copowl1",2019.19243375523
"copphe1",3262.73779210597
"copqut1",3440.89001978066
"copsun2",4898.70429307266
"copthr1",2536.03968824045
"coqcou1",2764.26360894905
"coqfra2",5432.78140594151
"corbun1",2359.86670807808
"corcan1",2185.91237716998
"corcin1",1543.14213374909
"corcra",30284.4432883792
"corfin1",965.496380881639
"corhum1",899.569788045673
"corpip1",2696.30145030985
"corplo",10221.7804635654
"corshe",26813.1851795586
"corswi",343.311902529657
"corwre1",1593.93264567928
"cosbil1",1766.64013916435
"coseag1",5454.49039228635
"coshum",1607.02628999464
"cosowl1",6870.45978409208
"cosswa1",1327.75177553165
"cotcou1",1993.78150241417
"cotfly1",1109.55900249832
"cotsun2",4809.3845465895
"cottyr1",6677.64017498477
"coukin",1011.98711789351
"cowfin1",1303.25637477074
"cowpar1",946.86709633982
"cowpig1",1512.64194014702
"cowscj1",535.503998628969
"cozeme1",115.790649285655
"cozvir1",111.890327137965
"cqrpig1",526.083797303039
"crachi1",1081.15486962273
"crahaw",4275.69474497964
"cramur",4193.46537773747
"craplo1",8682.4226718796
"cratan1",654.806918901264
"crbant1",775.148751170888
"crbcan1",1313.86972232975
"crbdro1",7261.40455799824
"crbfin1",440.583153051623
"crbfin3",6023.55107669213
"crbfla1",302.172409838334
"crbflo1",2298.97172073485
"crbfrd1",1730.35706487958
"crbgna1",1037.98001756656
"crbgon1",1435.79772231115
"crbpar1",2576.79481310821
"crbsun2",634.183644395841
"crbtan1",1058.71801480118
"crbthr1",554.134166410648
"crbtyr1",1941.14619161433
"crbwoo1",4396.32273411815
"crbwoo2",1513.79750792192
"crbwoo6",1443.62908326145
"crbwoo7",2493.41786253194
"crcbab1",911.34010383309
"crccou1",11868.1512706614
"crcflo1",2357.83277121349
"crcgro",889.148993499565
"crcman2",5843.51398714261
"crcpuf1",3833.09658921384
"crcspi1",419.178134000654
"crctan1",806.907145779367
"crcwar",1540.75575850809
"crcwoo1",2707.23123730353
"crcwoo2",4613.11398292539
"creauk",13690.3407943748
"crebab1",3452.79305971238
"crebar1",861.361401608431
"crebec1",2386.19294429393
"crebel1",2071.58455098313
"creber2",781.029080918144
"crebob1",1937.28876739965
"crebul1",2069.25531469333
"crebun1",3370.69250573173
"crebun2",12227.2987936447
"crecou1",3913.57081244651
"crecur2",2000.16009078138
"credor1",5045.56386003996
"credro1",1888.51280020394
"creduc1",1671.2104257229
"creeag1",10063.4075299247
"crefin1",1511.92129234812
"crefir3",5055.50521537929
"crefir4",1678.76908953761
"crefir5",1420.44461644617
"crefra2",3913.17196890053
"cregal1",873.597908075471
"cregos1",3470.05537688666
"cregua1",4596.70436731504
"cregui2",11307.9659845536
"cregui3",2067.87453962734
"cregui4",2079.86708214471
"crehon",7.07323088988687e-13
"crehon2",662.323806146048
"crehor1",941.58553083587
"creibi1",8982.78123869343
"crejay1",2326.6619558787
"crekin1",5581.88605739563
"crelar1",1873.80934273076
"cremal1",4830.28842617517
"cremyn",1254.38385951226
"creoro1",1768.55599795083
"creowl1",5333.31050350779
"crepar1",3665.29226061157
"crepig1",1174.31915414559
"crepit1",8312.17791163153
"creque1",4716.83388677992
"cresat1",840.066305880486
"cresht1",793.750628618238
"cresht2",893.981688393559
"cresht3",1255.25192347176
"crespi1",1202.43449881846
"cretit2",1322.43966142491
"cretre1",3561.49002056161
"crfant1",963.129070805087
"crfbar1",276.466650764915
"crfbar3",168.642889180403
"crfcar1",2488.24839266727
"crfgle1",4705.94246797943
"crfpar",542.104534318002
"crgdov1",1340.77406635731
"crheag1",4654.33660862525
"crhman1",3657.37532840061
"crhpar1",1228.75530062486
"cricha1",2403.16503251528
"crifin1",2307.35062504593
"crifru1",4934.979880352
"crilon1",5523.71242456622
"criros2",261.162598986243
"crisee1",1719.13623625594
"crithr",765.611116303301
"critop1",2472.44279007771
"crmwoo2",1818.18434414081
"crobab1",2551.56201207692
"crocht1",2515.88669377089
"crocis1",4985.08611319812
"crocor1",2287.8685874055
"croeag1",7592.6161867114
"crohon1",158.801590433248
"crohor1",2684.4778755863
"crolap1",1743.7501035675
"crosan1",22363.7065929262
"croslf1",5829.79692803852
"crowoo1",825.080618287206
"crpowl",359.458573597407
"crqdov1",355.7185777772
"crrmin1",2029.75707765693
"crrtou1",1815.45827462331
"crrwax1",2780.15425788613
"crsbul1",2080.64714862033
"crseag1",2123.91842587278
"crspar1",237.114541764317
"crtwar1",2457.04326388955
"crtwhe1",963.869696990083
"crvbul1",2256.92649562641
"crwcin1",723.678817595053
"crwfin2",8187.66278539254
"crwwoo1",4443.70246435433
"cryfof1",4440.48145249141
"cssvir1",709.81825816863
"cstdro1",2288.9521881005
"ctgsta1",2266.9327924111
"cthhue1",455.926838373262
"cubbla",493.217960040722
"cubblh1",807.529581000343
"cubbul2",811.318364958921
"cubbul3",7.07323088988687e-13
"cubcro1",812.273851382127
"cubeme1",459.12627606383
"cubgna1",927.565325852335
"cubgra",1008.38165702792
"cubmar",518.47822881757
"cubpar1",1809.25016774485
"cubpar2",1045.23843286167
"cubpew1",493.030633595774
"cubree1",974.163848277706
"cubscy1",6384.80976108512
"cubscy5",934.596823771789
"cubsol1",1486.39195400766
"cubthr",535.351594272431
"cubtin1",2998.25544957317
"cubtod1",376.942665872515
"cubtro1",729.426235373868
"cubvir1",748.40398628319
"cucara1",3399.72136354661
"cucjay1",3047.56060207248
"cuckoo1",3335.53458824021
"cugwoo1",576.448831089287
"cunant1",108.032873931996
"cupcro1",942.706191293955
"cupowl1",522.905125031157
"cursan",18508.3572296556
"cutia1",3141.23271821002
"cutthr1",10610.2618438277
"cuzbrf1",256.538339499398
"cvswar1",254.137218346372
"cwbros1",1922.36919069104
"cypwar1",1762.83052516034
"cypwhe1",4853.14282248046
"dabcin1",737.041797010858
"dabcuc1",6845.033698636
"dabhon1",1503.03865508269
"dabros1",3316.09416057504
"dabspi1",1812.04828928771
"dabwar1",184.632306534941
"dacgos1",10906.9922959753
"dacwhe1",1289.37778981413
"daedov2",178.642966155
"daehon1",1347.43659637367
"daejun",3884.06754027459
"dafbab1",716.854359804223
"dafgrt1",4324.59496523595
"dahori1",1842.73241490241
"dalpel1",7553.6610083564
"damroc1",2110.62217970941
"damter2",6345.09087209275
"dantai1",1015.15040111283
"darbar1",1109.41964776262
"darbat1",1893.79775858145
"darnew1",3487.14041315345
"darnot1",7101.21574430913
"darpew1",109.342238401762
"darros1",4505.56069786709
"darswi1",2525.43751846817
"darter2",4183.88494677987
"darter3",3463.90290444669
"darter4",1909.34017946283
"darwar1",742.233787100867
"darwoo1",3227.10910911603
"dasfly",8760.01578620762
"dasthr1",7432.95375033458
"datori1",2892.00299924502
"datori7",1313.33867393459
"datsee1",5125.20518117435
"datthr1",10162.5047451007
"daujac1",7020.56738927264
"daupar1",5469.77691546563
"daured1",2990.8278847057
"dausta1",11195.2539938005
"davlew1",1816.86976471155
"dawmin1",627.625342739322
"dawtru1",6171.8006659171
"dbipig1",3385.43066427887
"dbptyr1",2550.01422650276
"dbwqua1",227.697727772307
"debflo1",2989.39329921839
"defpar1",3238.27434079924
"delpig1",4427.73123463361
"delpri1",2196.09139113642
"demcra1",8875.41367728432
"demwir1",564.46669140184
"descha1",2852.84903452549
"descis1",5732.15065564415
"desfin2",6021.26487377324
"deslar1",5189.20742879637
"desspa1",3022.92110053162
"desspa3",11688.6357529789
"deswhe1",10768.1401024529
"dhbfin1",380.678451554045
"diadov1",2055.5633252147
"diafir1",675.027418016236
"dianig1",427.228209005016
"diaplo1",3497.15110861593
"diatan1",843.689936087004
"diatap1",2689.00707380004
"diatap2",404.724615432819
"diatro1",3286.8943372959
"dickci",8077.06148115681
"dickes1",5391.21588748937
"didcuc1",7829.16651285028
"dimfan1",3520.44658013958
"dindor2",2226.00222082608
"dltcuc1",7139.096127653
"dobant2",3910.04697154349
"dobcou2",6018.45027913142
"dobfin1",1707.15437816287
"dobgra1",2139.91234253393
"dobplo1",2392.68369227217
"dobsan1",2284.48831800016
"doccor",2818.29214565474
"docsee1",2267.613475301
"doecoq1",5132.84845581686
"dofwoo1",868.568033631776
"dohbus1",1410.23333722807
"dohthb1",8.47831676860176e-13
"dolgul2",1247.62702810605
"dollar1",9165.83017239216
"dorcht1",1531.00254943331
"dorcis1",11220.540180708
"dosfra2",2340.21893428327
"dosnig1",2915.93593606708
"dotbar1",3204.62439589443
"dotkit1",2533.12812799624
"dottan1",5412.14496726316
"doveki",10406.6977173942
"dovpri1",41990.6695601636
"dowant1",3605.32929871913
"dowcra1",3609.88667218845
"dowwoo",1400.72831762158
"drahem1",1747.04364039789
"drapri1",692.15124539543
"drasee1",1566.69739512813
"drasis2",624.098787373496
"draswi1",748.618932871999
"drawhi1",2457.77861266837
"drbhor1",1522.05720786949
"drbpyt1",1470.33526396436
"drwtyr1",3620.20630494807
"dsswea1",1055.48968814661
"dstkne",1291.51788629599
"dubfly2",5277.69555819713
"dubfly3",166.911199278501
"dubjac1",591.512912308008
"dubpar1",5469.56658974194
"dubsee1",1922.24406755414
"dubtan1",901.214110318639
"ducatt1",3321.0130729329
"duccoc1",1630.68393486776
"ducfly",1901.33852275166
"ducfly1",12840.0937290722
"ducfly2",4085.49969739923
"ducfog1",2546.63336310638
"ducgra2",5371.20013402766
"ducgre1",2539.15832575747
"duclor1",2738.55693093465
"ducwin1",765.092848540268
"ducwoo1",5488.18211272425
"duegih1",284.927587971948
"dueowl1",10978.4406666606
"duftan1",898.284684921322
"dugant1",1459.17198918465
"dugoro1",1953.489481488
"duhpar",1746.27746832668
"dulgua1",873.492469971665
"dulgua3",916.298003813431
"dumant1",924.925259987856
"dumant3",1091.0899177469
"dunlar4",7211.98744024776
"dunlar5",2065.84554751045
"dunlin",9222.4158147253
"dunnoc1",3996.6262962826
"duplar1",4357.16344874155
"dusant1",3622.75217714544
"dusbro1",4259.70433400127
"duscrm1",1005.62106967453
"dusfly",5936.52022838424
"dusful1",3190.74272401916
"dusger1",1219.84375542017
"dusgra1",894.853919158274
"dusgro",2676.78007003238
"dushum1",576.189467102907
"duslar1",4526.57265952259
"duslor1",5076.48972045424
"dusmoo1",1158.48745131415
"dusmun1",2120.06941143623
"dusmyz1",1689.84525641327
"dusnig1",1007.07707024372
"duspar1",1310.38957968129
"duspig2",508.194432754847
"duspih1",902.945235577026
"duspur1",4060.97426868418
"dusrob1",383.68205603026
"dusscr1",1540.02182257199
"dusspi1",1953.04881936705
"dussta1",90.8465231651807
"dussun2",1150.71490230421
"dustap1",908.088982939459
"dusthr1",10347.4772449085
"dusthr2",10234.6991097559
"dustit2",8085.80216584469
"dustwi1",12662.948739186
"duswar",8109.58414075591
"duswoo1",1882.72699070083
"dutant1",728.108138225553
"dutant2",2806.74092241941
"dutcan1",489.08343395715
"dutdov1",2294.90829916925
"dutfla1",4288.12950851371
"duther1",975.915434331261
"duweye1",145.481853268598
"dwabit1",13037.6790517269
"dwacuc1",1626.05807481346
"dwafrd1",5461.42175891701
"dwahon1",1069.53938867685
"dwahon2",4734.76524053889
"dwajay1",249.946809387997
"dwakin1",10563.950307703
"dwakoe1",4418.5529331856
"dwatin1",2551.62532718489
"dwavir1",1995.61521560613
"dwawhi1",4238.02635035689
"dwtman1",3081.92888130493
"dybtwi1",14703.7789237336
"eaafie1",1451.79012396871
"eabwar1",6611.0479650459
"eacaka1",7181.85432861958
"eacgos1",3010.60487181974
"eaclar1",2305.51309788754
"eacsun1",1770.58980632353
"eactan1",549.98975468653
"eacwar1",11410.4420930229
"eahpit1",6121.01521297344
"eaosun1",5525.94125103574
"eaowar1",11155.0171320807
"eaowar2",8298.78748610337
"eaptyr1",1074.8381703298
"eapwhy1",6333.20578535912
"eardov1",1584.79012608526
"eargre",13384.3863495866
"earpit1",3257.60375395034
"earpoo1",3226.27676780076
"earque",4135.52104273518
"easbeg1",4586.80786919347
"easblu",446.644625800155
"easbri1",561.94694767294
"easkin",13420.0703128577
"easmah1",7184.71701414598
"easmah2",3061.69322768788
"easmea",2612.6021060623
"easmog1",1424.26366092605
"easmog3",1359.98879091614
"easmog4",3137.37727237626
"easnic1",3522.42421165111
"easowl1",1712.81516046562
"easpho",2485.13212962125
"easple1",1413.42653761405
"easros1",786.629059549204
"easspi1",1027.38540201408
"eastow",706.526176961499
"easwah1",2040.91152833109
"easwar1",14416.081852339
"easwhi1",731.609599984314
"easwpw1",6339.58742178233
"eawpew",10008.2323283949
"eaywag",13449.5499173964
"eaywag1",10310.6935989704
"ecgdov1",618.23521955029
"eclpar1",823.393618007755
"eclpar4",3560.71473409227
"ecucac1",1315.98808415377
"ecuhil1",154.477421465135
"ecupic1",349.554554881507
"ecupie1",622.223526912215
"ecutap1",381.417412860714
"ecuthr1",326.889104695646
"ecutyr1",668.276208432596
"edcsun1",3395.29188554476
"edcsun3",903.522400684515
"edcsun4",313.640397984621
"ednswi1",3819.56923118609
"egygoo",2588.74337750285
"egynig1",14310.0963917362
"egyplo1",8946.8364269838
"egyvul1",6698.61555154892
"elblar1",1698.77675999685
"elctin1",2163.64499283351
"elecre1",527.808671485344
"eleeup1",1032.26598970301
"elefal1",18187.4763793784
"elepai",102.692367733679
"elepai4",77.9752026463375
"elepai5",1.41464617797737e-12
"elepar1",1978.79631735519
"elepit2",2103.8691676357
"elepit7",3891.30564745571
"elequa",2102.01647009812
"eleter1",12173.17238911
"eletit2",732.211775997493
"eletro",1293.79494086885
"elewoo1",2139.8373455711
"elfowl",4989.98148387555
"elipig1",7085.51649939901
"elllau1",1570.06030990499
"ellphe1",601.216545034546
"ellwoo1",5547.09685199344
"elopar1",216.288590900654
"elwwar1",30.6929128537674
"embpuf1",2085.16552199893
"emchum1",1295.48475693605
"emedov2",2847.75936866463
"emedov3",4958.74027662057
"emetan1",1203.5942431408
"emishr1",17331.2180009089
"empbri1",534.459685461587
"empfai1",3557.00197865819
"empgoo",3664.5877034657
"emu1",2197.61552556527
"epaori1",3659.64504828066
"epaori4",1361.98676370209
"equaka1",1847.29855191574
"equant1",788.840481605727
"equgra1",773.043137762273
"ercfra",29101.3555106386
"erttyr1",1303.88786491133
"esmant1",599.216511640965
"esmwoo2",477.080583137487
"eswdov1",1440.96857374739
"ethswa1",3146.13952787106
"ettwoo1",10836.1334719891
"eubeat1",14715.1458429289
"eucdov",4742.86286724058
"eueowl1",14433.8649305236
"eugori2",15363.9688551523
"eugplo",5512.64131951237
"eugwoo2",1018.21422879415
"euhbuz1",14829.4158647023
"eulfly1",2782.85780424249
"eunhon1",69.6439721600638
"eupfly1",13653.660275138
"eupowl1",4295.29084569457
"euptit1",2621.93176592079
"eurbla",1143.88371561631
"eurbla2",1506.37774612549
"eurbul",2709.60682704903
"eurbul1",6.44308575410937
"eurcod2",810.725015133603
"eurcoo",3321.17669184383
"eurcrm1",5925.56797871887
"eurcur",4538.7809498853
"eurdot",13648.9007145392
"eurgol",998.229394983019
"eurgre1",1316.33071212487
"eurgri1",4074.49966086623
"eurhob",18567.1306054444
"eurjac",1148.40874321778
"eurjay1",1841.70272037813
"eurkes",3112.81264367777
"eurkes1",1973.8582357609
"eurlin1",2139.50026487731
"eurmag1",1574.43468185042
"eurmag3",2622.2746611179
"eurmag5",168.942104497851
"eurmag6",3424.8286819624
"eurnig1",18812.2519823198
"eurnut1",13093.0521460937
"eurnut2",2054.38638836004
"euroys1",2692.86710079397
"eurrob1",1855.337003704
"eurrol1",15947.721678096
"eursco1",8057.34595431186
"eursco3",501.252412809657
"eurser1",1763.50391816249
"eursha1",1669.94977372764
"eursis",3058.30689159112
"eurspa1",4600.6326778884
"eurspo1",5238.82253629856
"eursta",6091.56028975701
"eurtre1",2081.8796643384
"eurtre3",3155.76760624489
"eurwar1",11582.2144636809
"eurwar2",20615.6946326346
"eurwig",5083.98273434971
"eurwoo",8444.17527310252
"eurwry",13776.5862593508
"eutdov",10063.4249537063
"eutkne1",8296.17727499238
"eutspa",2784.30022103377
"evegro",4220.69387212808
"evesco1",1546.63892110538
"evethr1",400.959840918164
"evweye1",1090.80066670538
"eybhor1",2611.35095013263
"eyethr",14298.012778855
"eyjfly1",1723.77653414823
"eyrfla1",1196.69785212655
"eyrgra1",1077.68668819263
"eyrthi1",219.560236757325
"eywbab1",8372.99037419453
"fabbow1",1801.00452574985
"fabbri1",601.846874511656
"fabtan1",3598.5319051754
"fabwax1",4520.15040624924
"fabwre1",1559.98623769206
"faclar8",6726.80293044363
"faecur",11636.9945771765
"faifly1",1234.44716515751
"faiger1",1848.18739511138
"faimar2",2264.42376666579
"faipit1",17104.9012403744
"faipri1",13154.2740248569
"faiter2",9699.27937188753
"falduc",5384.91315623169
"falstd1",366.461533913499
"famcha1",2214.0363598161
"fansaw1",3535.98094970812
"fasant1",2465.62951829342
"faseag1",5065.19666979288
"faswre1",289.758870042176
"fatber1",4890.44998598785
"fatcuc1",2958.1365358547
"fatger1",910.836764324593
"fatgra1",7437.6204584475
"father1",5825.60984236102
"fatrav1",4167.60489280087
"fatwar",2693.99532061013
"fatwid1",5496.4811866623
"fawbab1",346.314138869351
"fbfdov1",1439.40741643191
"fbfeye1",584.282602971103
"fbtbab1",3277.75735548839
"feapet1",14957.3439199417
"febant1",2303.98345538457
"feonig1",6184.15858111676
"fepoli1",869.45753612985
"fepowl",3383.1609043547
"ferant1",1134.06608067562
"ferbab1",4229.13478399563
"ferduc",7074.24491623742
"ferfli1",1111.2153584444
"ferfly1",8529.70084758218
"ferhaw",2040.41896007803
"ferlar2",692.319047220527
"fernbi1",892.557025675431
"fernwr1",401.244810138381
"ferpar2",7950.63140840254
"fescoq2",7468.52294238783
"fescoq3",311.412730472943
"fespar1",2713.25745734993
"fhbfin1",1663.60014404128
"fibara1",119.475553166322
"fibbus1",10610.4800222493
"fibflo1",1759.99911975334
"fibflo3",942.292041744624
"fibflo4",2706.0744708455
"fibflo5",2000.36788993796
"fibmyn1",1625.52178158368
"fibpic1",2438.25278875441
"fibwar1",577.712196029416
"fibwoo1",2985.74655031257
"ficale2",5413.99980757359
"ficale3",2001.7749090197
"ficbar1",949.943830422037
"ficman1",3725.96068094861
"ficmun1",2531.20292070131
"fictit1",7751.08044643156
"fiediu1",1015.08578489756
"fieldf",2592.04033001337
"fiemin1",4347.27778251519
"fiespa",1642.23996381477
"fietop1",3904.18218139948
"fifser1",2321.92857026094
"fifthr1",1790.75746356829
"fijgos1",579.711748876241
"fijpar1",382.367939218253
"fijshr1",2312.16332192614
"fijwhi2",956.043630918652
"fijwoo1",410.895783383442
"finbul1",2138.42724321696
"fineup1",715.490407666956
"finnig1",3296.32924896017
"finwhe1",3593.35797659589
"fiopen1",1422.57399219081
"fippar1",4346.33057746008
"firecr1",1190.83475046943
"firecr3",127.430602756577
"firgat1",923.211352144403
"fiscro",661.811532714592
"fisfan1",648.513453267555
