Scientific_name_eBird,English_name,Scientific_name_BirdLife,Continent,Peak_HTI,LowerCI_Peak_HTI,UpperCI_Peak_HTI,Conservative_HTI,LowerCI_Conservative_HTI,UpperCI_Conservative_HTI,Maximum_HTI,LowerCI_Maximum_HTI,UpperCI_Maximum_HTI,Missing_resampling_replicates
Cryptillas victorini,Victorin's Warbler,Cryptillas victorini,Africa,0,0,0,19.266,18.64104995,19.89095005,39.206,38.73983392,39.67216608,0
Cryptoleucopteryx plumbea,Plumbeous Hawk,Cryptoleucopteryx plumbea,Latin_America,0,0,0,8.952,8.652224745,9.251775255,16.676,16.262465,17.089535,0
Cryptopezus nattereri,Speckle-breasted Antpitta,Hylopezus nattereri,Latin_America,2.918367347,2.313669662,3.523065031,11.38367347,11.22120618,11.54614076,20.07959184,19.79727485,20.36190882,1
Cryptopipo holochlora,Green Manakin,Cryptopipo holochlora,Latin_America,0.267346939,0.070803009,0.463890868,10.02857143,9.523990238,10.53315262,23.03265306,22.21170387,23.85360225,1
Cryptospiza jacksoni,Dusky Crimsonwing,Cryptospiza jacksoni,Africa,10.324,9.804882289,10.84311771,17.328,17.12288309,17.53311691,20.91,20.80881141,21.01118859,0
Cryptospiza reichenovii,Red-faced Crimsonwing,Cryptospiza reichenovii,Africa,7.631914894,6.307317296,8.956512491,21.06170213,19.36266377,22.76074049,25.45106383,23.98767228,26.91445538,3
Cryptospiza salvadorii,Abyssinian Crimsonwing,Cryptospiza salvadorii,Africa,5.780851064,4.819299525,6.742402603,16.96595745,16.69604723,17.23586766,25.57446809,25.08406962,26.06486655,3
Crypturellus bartletti,Bartlett's Tinamou,Crypturellus bartletti,Latin_America,0,0,0,6.548,6.262150885,6.833849115,14.026,13.56353673,14.48846327,0
Crypturellus berlepschi,Berlepsch's Tinamou,Crypturellus berlepschi,Latin_America,0,0,0,5.142553191,4.923124446,5.361981937,9.70212766,9.44128673,9.962968589,3
Crypturellus boucardi,Slaty-breasted Tinamou,Crypturellus boucardi,Latin_America,0.052,0,0.119551577,6.936,6.816778812,7.055221188,15.878,15.69998549,16.05601451,0
Crypturellus cinereus,Cinereous Tinamou,Crypturellus cinereus,Latin_America,4.004166667,3.398710891,4.609622442,25.2625,24.26039714,26.26460286,37.18333333,36.63946278,37.72720388,2
Crypturellus cinnamomeus,Thicket Tinamou,Crypturellus cinnamomeus,Latin_America,0,0,0,16.042,15.60299006,16.48100994,32.774,32.49784387,33.05015613,0
Crypturellus erythropus,Red-legged Tinamou,Crypturellus erythropus,Latin_America,10.05,9.444922571,10.65507743,19.12,18.59490014,19.64509986,27.848,27.37526309,28.32073691,0
Crypturellus obsoletus,Brown Tinamou,Crypturellus obsoletus,Latin_America,5.354,4.781419901,5.926580099,22.536,22.23034232,22.84165768,36.02,35.76630289,36.27369711,0
Crypturellus parvirostris,Small-billed Tinamou,Crypturellus parvirostris,Latin_America,15.606,14.47988775,16.73211225,36.588,36.46832441,36.70767559,41.368,41.24238246,41.49361754,0
Crypturellus soui,Little Tinamou,Crypturellus soui,Latin_America,7.614,7.00110954,8.22689046,28.398,28.22400869,28.57199131,40.232,40.07657905,40.38742095,0
Crypturellus strigulosus,Brazilian Tinamou,Crypturellus strigulosus,Latin_America,0,0,0,5.458,5.288679503,5.627320497,11.486,11.13282936,11.83917064,0
Crypturellus tataupa,Tataupa Tinamou,Crypturellus tataupa,Latin_America,8.9,8.118763684,9.681236316,29.17346939,28.89422586,29.45271292,38.3122449,38.20270814,38.42178166,1
Crypturellus transfasciatus,Pale-browed Tinamou,Crypturellus transfasciatus,Latin_America,0.65625,0.290894522,1.021605478,26.23125,25.08150809,27.38099191,46.17291667,45.29938231,47.04645102,2
Crypturellus undulatus,Undulated Tinamou,Crypturellus undulatus,Latin_America,2.373913043,1.727730536,3.020095551,36.45434783,33.81942537,39.08927028,42.93913043,41.56415265,44.31410822,4
Crypturellus variegatus,Variegated Tinamou,Crypturellus variegatus,Latin_America,0.164,0.022045017,0.305954983,7.978,7.694739773,8.261260227,15.306,15.05221032,15.55978968,0
Cuculus canorus,Common Cuckoo,Cuculus canorus,Asia,15.554,15.04269471,16.06530529,39.578,39.36678635,39.78921365,49.93,49.87643802,49.98356198,0
Cuculus canorus,Common Cuckoo,Cuculus canorus,Europe,12.478,12.28975473,12.66624527,34.282,34.16858632,34.39541368,47.808,47.67449289,47.94150711,0
Cuculus clamosus,Black Cuckoo,Cuculus clamosus,Africa,0.184,0.0245141,0.3434859,23.4,23.17888556,23.62111444,39.234,39.02053767,39.44746233,0
Cuculus gularis,African Cuckoo,Cuculus gularis,Africa,13.726,13.2674256,14.1845744,31.366,31.03457017,31.69742983,44.79,44.27389389,45.30610611,0
Cuculus micropterus,Indian Cuckoo,Cuculus micropterus,Asia,2.074,1.109550019,3.038449981,40.06,39.56540594,40.55459406,48.442,48.11442748,48.76957252,0
Cuculus optatus,Oriental Cuckoo,Cuculus optatus,Asia,8.102,6.757231102,9.446768898,31.054,30.57995398,31.52804602,41.408,41.20491474,41.61108526,0
Cuculus poliocephalus,Lesser Cuckoo,Cuculus poliocephalus,Asia,0.354,0.086113989,0.621886011,25.548,24.60672251,26.48927749,37.66,37.52752046,37.79247954,0
Cuculus rochii,Madagascar Cuckoo,Cuculus rochii,Africa,9.8,9.113841072,10.48615893,24.798,24.21043099,25.38556901,37.914,37.43512829,38.39287171,0
Cuculus saturatus,Himalayan Cuckoo,Cuculus saturatus,Asia,11.816,11.46047049,12.17152951,24.102,23.65024033,24.55375967,35.756,35.44665971,36.06534029,0
Cuculus solitarius,Red-chested Cuckoo,Cuculus solitarius,Africa,9.054,7.928090838,10.17990916,38.03,37.83446921,38.22553079,48.328,47.85650614,48.79949386,0
Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,Asia,5.46,4.769149008,6.150850992,27.748,27.06673488,28.42926512,44.174,43.82007344,44.52792656,0
Culicivora caudacuta,Sharp-tailed Tyrant,Culicivora caudacuta,Latin_America,0.704,0.330415023,1.077584977,17.024,16.4516443,17.5963557,31.174,30.59967102,31.74832898,0
Curaeus curaeus,Austral Blackbird,Curaeus curaeus,Latin_America,18.37,18.00960426,18.73039574,43.326,42.89041253,43.76158747,49.076,48.67905458,49.47294542,0
Curruca balearica,Balearic Warbler,Curruca balearica,Europe,21.094,20.88663306,21.30136694,32.37,32.11643189,32.62356811,38.256,37.9491413,38.5628587,0
Curruca boehmi,Banded Parisoma,Curruca boehmi,Africa,0.442,0.163675383,0.720324617,10.86,10.70499799,11.01500201,22.724,22.51290803,22.93509197,0
Curruca cantillans,Eastern Subalpine Warbler,Curruca cantillans,Europe,25.37,24.21296524,26.52703476,40.042,39.52847832,40.55552168,47.566,47.2883563,47.8436437,0
Curruca communis,Greater Whitethroat,Curruca communis,Europe,26.348,26.15215277,26.54384723,46.626,46.45927365,46.79272635,50,50,50,0
Curruca conspicillata,Spectacled Warbler,Curruca conspicillata,Asia,20.75,20.58230806,20.91769194,35.85,35.68095799,36.01904201,38.012,37.83752835,38.18647165,0
Curruca conspicillata,Spectacled Warbler,Curruca conspicillata,Africa,11.8244898,11.0752971,12.57368249,27.93673469,27.01709062,28.85637876,40.0122449,39.44134284,40.58314696,1
Curruca conspicillata,Spectacled Warbler,Curruca conspicillata,Europe,1.074,0.632756457,1.515243543,24.526,23.78037147,25.27162853,40.756,40.41005822,41.10194178,0
Curruca crassirostris,Eastern Orphean Warbler,Curruca crassirostris,Asia,19.14,18.63757153,19.64242847,32.49,32.19705777,32.78294223,42.14,41.98331842,42.29668158,0
Curruca crassirostris,Eastern Orphean Warbler,Curruca crassirostris,Europe,5.30625,4.31085243,6.30164757,25.46875,24.71376717,26.22373283,41,40.60268952,41.39731048,2
Curruca curruca,Lesser Whitethroat,Curruca curruca,Europe,23.304,22.9536108,23.6543892,49.568,49.4413993,49.6946007,50,50,50,0
Curruca curruca,Lesser Whitethroat,Curruca curruca,Asia,10.536,8.832692578,12.23930742,49.948,49.89844737,49.99755263,50,50,50,0
Curruca deserticola,Tristram's Warbler,Curruca deserticola,Africa,7.660416667,6.76574747,8.555085863,18.8875,17.5746292,20.2003708,26.16041667,25.16081218,27.16002115,2
Curruca hortensis,Western Orphean Warbler,Curruca hortensis,Europe,2.216326531,1.438291533,2.994361529,24.2755102,24.0434202,24.50760021,41.06326531,40.77000417,41.35652644,1
Curruca layardi,Layard's Warbler,Curruca layardi,Africa,0.562,0.206131019,0.917868981,11.068,10.82338617,11.31261383,18.246,17.94899554,18.54300446,0
Curruca lugens,Brown Parisoma,Curruca lugens,Africa,50,50,50,50,50,50,50,50,50,0
Curruca melanocephala,Sardinian Warbler,Curruca melanocephala,Africa,43.53,42.57306092,44.48693908,50,50,50,50,50,50,0
Curruca melanocephala,Sardinian Warbler,Curruca melanocephala,Asia,38.976,38.55764601,39.39435399,49.518,49.3881626,49.6478374,50,50,50,0
Curruca melanocephala,Sardinian Warbler,Curruca melanocephala,Europe,40.85918367,39.77382634,41.94454101,50,50,50,50,50,50,1
Curruca mystacea,Menetries's Warbler,Curruca mystacea,Asia,13.606,13.05946513,14.15253487,24.45,23.94150397,24.95849603,34.72,34.41386405,35.02613595,0
Curruca mystacea,Menetries's Warbler,Curruca mystacea,Europe,40.79545455,38.11797294,43.47293615,48.76363636,47.68210476,49.84516797,49.03863636,48.03272412,50,6
Curruca nana,Asian Desert Warbler,Curruca nana,Asia,0.21,0.065234725,0.354765275,9.976,9.659649329,10.29235067,17.046,16.63489316,17.45710684,0
Curruca nisoria,Barred Warbler,Curruca nisoria,Europe,9.922,9.256497339,10.58750266,29.808,29.5531424,30.0628576,43.592,43.44569228,43.73830772,0
Curruca nisoria,Barred Warbler,Curruca nisoria,Asia,30.4875,28.89218775,32.08281225,36.41875,35.63604021,37.20145979,39.84166667,39.62243469,40.06089864,2
Curruca ruppeli,RÃ¼ppell's Warbler,Curruca ruppeli,Europe,15.758,14.60933094,16.90666906,36.716,36.43653262,36.99546738,45.682,45.24172726,46.12227274,0
Curruca sarda,Marmora's Warbler,Curruca sarda,Europe,16.78510638,15.25686549,18.31334728,26.75319149,25.76473895,27.74164403,31.72978723,30.9053623,32.55421217,3
Curruca subalpina,Moltoni's Warbler,Curruca subalpina,Europe,10.996,10.03312146,11.95887854,24.302,23.07002843,25.53397157,34.54,33.74541743,35.33458257,0
Curruca subcoerulea,Chestnut-vented Warbler,Curruca subcoerulea,Africa,6.948,6.28853874,7.60746126,29.208,28.93462577,29.48137423,42.726,42.47602791,42.97597209,0
Curruca undata,Dartford Warbler,Curruca undata,Europe,2.046,1.462280307,2.629719693,21.112,20.84632334,21.37767666,37.762,37.57358649,37.95041351,0
Cursorius coromandelicus,Indian Courser,Cursorius coromandelicus,Asia,25.904,25.63875615,26.16924385,34.234,34.01233766,34.45566234,40.28,40.04587323,40.51412677,0
Cursorius cursor,Cream-colored Courser,Cursorius cursor,Africa,2.135714286,1.372909042,2.89851953,20.1047619,18.15098745,22.05853636,33.85952381,32.30961259,35.40943503,8
Cursorius cursor,Cream-colored Courser,Cursorius cursor,Asia,0.124,0.011203231,0.236796769,14.664,14.41979989,14.90820011,26.188,25.88288636,26.49311364,0
Cursorius temminckii,Temminck's Courser,Cursorius temminckii,Africa,8.23877551,7.011097677,9.466453343,22.34693878,21.57803935,23.1158382,27.91428571,27.27853965,28.55003178,1
Cutia nipalensis,Himalayan Cutia,Cutia nipalensis,Asia,2.604081633,1.864354689,3.343808576,10.96530612,10.51060432,11.42000792,16.34081633,16.04226075,16.63937191,1
Cyanerpes caeruleus,Purple Honeycreeper,Cyanerpes caeruleus,Latin_America,8.606,8.319857776,8.892142224,24.134,23.91793974,24.35006026,36.074,35.88453217,36.26346783,0
Cyanerpes cyaneus,Red-legged Honeycreeper,Cyanerpes cyaneus,Latin_America,7.998,7.036721415,8.959278585,41.434,40.66836443,42.19963557,50,50,50,0
Cyanerpes lucidus,Shining Honeycreeper,Cyanerpes lucidus,Latin_America,13.706,13.56089445,13.85110555,23.456,23.33300232,23.57899768,31.002,30.86161959,31.14238041,0
Cyanerpes nitidus,Short-billed Honeycreeper,Cyanerpes nitidus,Latin_America,15.244,14.75317831,15.73482169,21.044,20.77253934,21.31546066,25.23,25.02649427,25.43350573,0
Cyanicterus cyanicterus,Blue-backed Tanager,Cyanicterus cyanicterus,Latin_America,1.644897959,1.247821307,2.041974612,7.516326531,7.327953357,7.704699704,10.37142857,10.16041855,10.58243859,1
Cyanistes caeruleus,Eurasian Blue Tit,Cyanistes caeruleus,Europe,40.28,39.56707807,40.99292193,50,50,50,50,50,50,0
Cyanistes caeruleus,Eurasian Blue Tit,Cyanistes caeruleus,Asia,27.05918367,23.83168042,30.28668693,50,50,50,50,50,50,1
Cyanistes cyanus,Azure Tit,Cyanistes cyanus,Asia,32.086,31.16999521,33.00200479,41.512,41.11874916,41.90525084,43.15,42.56544261,43.73455739,0
Cyanistes cyanus,Azure Tit,Cyanistes cyanus,Europe,11.22954545,10.22126508,12.23782583,18.43636364,17.40405127,19.46867601,23.81363636,22.83508078,24.79219195,6
Cyanochen cyanoptera,Blue-winged Goose,Cyanochen cyanoptera,Africa,12.25,11.56864379,12.93135621,21.86,21.54296551,22.17703449,31.982,31.63762419,32.32637581,0
Cyanocitta cristata,Blue Jay,Cyanocitta cristata,North_America,28.1,27.51226091,28.68773909,50,50,50,50,50,50,0
Cyanocitta stelleri,Steller's Jay,Cyanocitta stelleri,North_America,0.56097561,0.209378011,0.912573209,44.86585366,44.04985105,45.68185626,50,50,50,9
Cyanocitta stelleri,Steller's Jay,Cyanocitta stelleri,Latin_America,29.162,28.86674751,29.45725249,37.166,37.10654329,37.22545671,40.354,40.27241092,40.43558908,0
Cyanocompsa parellina,Blue Bunting,Cyanocompsa parellina,Latin_America,0,0,0,18.116,17.6957765,18.5362235,40.096,39.79916373,40.39283627,0
Cyanocorax affinis,Black-chested Jay,Cyanocorax affinis,Latin_America,10.796,10.34137577,11.25062423,31.27,31.02942341,31.51057659,42.75,42.54313724,42.95686276,0
Cyanocorax beecheii,Purplish-backed Jay,Cyanocorax beecheii,Latin_America,23.134,21.1678873,25.1001127,43.194,42.45425524,43.93374476,49.076,48.73373342,49.41826658,0
Cyanocorax caeruleus,Azure Jay,Cyanocorax coeruleus,Latin_America,5.195833333,4.459727362,5.931939304,23.57083333,22.97568237,24.1659843,39.06458333,38.63948951,39.48967716,2
Cyanocorax cayanus,Cayenne Jay,Cyanocorax cayanus,Latin_America,12.72653061,12.30568983,13.1473714,21.14489796,20.87570017,21.41409574,24.37755102,24.23616281,24.51893923,1
Cyanocorax chrysops,Plush-crested Jay,Cyanocorax chrysops,Latin_America,6.672,5.761183233,7.582816767,33.482,33.11819087,33.84580913,49.75,49.51802343,49.98197657,0
Cyanocorax cristatellus,Curl-crested Jay,Cyanocorax cristatellus,Latin_America,15.196,14.62523026,15.76676974,35.538,35.34230582,35.73369418,44.752,44.47688269,45.02711731,0
Cyanocorax cyanomelas,Purplish Jay,Cyanocorax cyanomelas,Latin_America,14.658,14.34697357,14.96902643,31.792,31.44305118,32.14094882,49.528,49.27976358,49.77623642,0
Cyanocorax cyanopogon,White-naped Jay,Cyanocorax cyanopogon,Latin_America,3.264,2.662146972,3.865853028,18.138,17.22013312,19.05586688,31.67,31.04350176,32.29649824,0
Cyanocorax dickeyi,Tufted Jay,Cyanocorax dickeyi,Latin_America,11.15319149,9.500044912,12.80633807,14.93617021,13.50461642,16.36772401,16.77659574,15.39686237,18.15632912,3
Cyanocorax melanocyaneus,Bushy-crested Jay,Cyanocorax melanocyaneus,Latin_America,12.658,11.73276928,13.58323072,39.16,38.99121285,39.32878715,46.188,45.56304962,46.81295038,0
Cyanocorax mystacalis,White-tailed Jay,Cyanocorax mystacalis,Latin_America,0,0,0,31.88125,30.60401888,33.15848112,43.50625,42.67335862,44.33914138,2
Cyanocorax sanblasianus,San Blas Jay,Cyanocorax sanblasianus,Latin_America,11.112,10.62895171,11.59504829,31.324,30.78566643,31.86233357,49.45,49.15722241,49.74277759,0
Cyanocorax violaceus,Violaceous Jay,Cyanocorax violaceus,Latin_America,27.396,27.04109876,27.75090124,36.22,36.08814586,36.35185414,40.362,40.03728286,40.68671714,0
Cyanocorax yucatanicus,Yucatan Jay,Cyanocorax yucatanicus,Latin_America,1.318,0.752117867,1.883882133,38.11,37.36744072,38.85255928,50,50,50,0
Cyanoderma chrysaeum,Golden Babbler,Cyanoderma chrysaeum,Asia,9.054,7.285025265,10.82297473,27.708,27.00615103,28.40984897,34.452,33.7400329,35.1639671,0
Cyanoderma erythropterum,Chestnut-winged Babbler,Cyanoderma erythropterum,Asia,1.353191489,0.704162684,2.002220295,20.8893617,19.83164413,21.94707928,36.24468085,35.44064548,37.04871622,3
Cyanoderma pyrrhops,Black-chinned Babbler,Cyanoderma pyrrhops,Asia,29.106,28.40189181,29.81010819,39.758,39.59805135,39.91794865,45.748,45.06565389,46.43034611,0
Cyanoderma ruficeps,Rufous-capped Babbler,Cyanoderma ruficeps,Asia,2.35,0.693308598,4.006691402,48.55,47.99048082,49.10951918,49.87380952,49.70944096,50,8
Cyanoderma rufifrons,Rufous-fronted Babbler,Cyanoderma rufifrons,Asia,10.598,8.723513607,12.47248639,14.948,13.27691426,16.61908574,21.642,20.24068043,23.04331957,0
Cyanograucalus azureus,Blue Cuckooshrike,Cyanograucalus azureus,Africa,1.506,0.917822646,2.094177354,13.08,12.82500298,13.33499702,21.712,21.49635362,21.92764638,0
Cyanolanius madagascarinus,Blue Vanga,Cyanolanius madagascarinus,Africa,13.032,12.68007139,13.38392861,15.472,15.38237828,15.56162172,16.978,16.65606514,17.29993486,0
Cyanoliseus patagonus,Burrowing Parakeet,Cyanoliseus patagonus,Latin_America,18.846,18.4051094,19.2868906,33.102,32.92094687,33.28305313,42.114,41.72725989,42.50074011,0
Cyanoloxia brissonii,Ultramarine Grosbeak,Cyanoloxia brissonii,Latin_America,0,0,0,18.404,18.01630019,18.79169981,41.566,41.12376162,42.00823838,0
Cyanoloxia cyanoides,Blue-black Grosbeak,Cyanoloxia cyanoides,Latin_America,0.1,0,0.229906878,22.162,21.88158457,22.44241543,41.002,40.71341094,41.29058906,0
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,Cyanoloxia glaucocaerulea,Latin_America,13.044,11.07513713,15.01286287,36.152,35.87917056,36.42482944,45.032,44.65428055,45.40971945,0
Cyanoloxia rothschildii,Amazonian Grosbeak,Cyanoloxia rothschildii,Latin_America,0.038,0,0.087364614,11.428,11.12924208,11.72675792,25.718,25.30987834,26.12612166,0
Cyanolyca argentigula,Silvery-throated Jay,Cyanolyca argentigula,Latin_America,0.126086957,0,0.290081872,6.804347826,6.575971811,7.032723841,11.31521739,11.09976728,11.5306675,4
Cyanolyca armillata,Black-collared Jay,Cyanolyca armillata,Latin_America,12.30434783,12.09377057,12.51492508,15.41521739,15.17641509,15.65401969,17.79782609,17.48962529,18.10602689,4
Cyanolyca cucullata,Azure-hooded Jay,Cyanolyca cucullata,Latin_America,2.874,2.119454733,3.628545267,13.044,12.70945593,13.37854407,18.926,18.62070197,19.23129803,0
Cyanolyca pulchra,Beautiful Jay,Cyanolyca pulchra,Latin_America,1.7575,1.089797884,2.425202116,8.89,8.405724257,9.374275743,12.7,12.50776926,12.89223074,10
Cyanolyca pumilo,Black-throated Jay,Cyanolyca pumilo,Latin_America,0,0,0,15.618,15.40804895,15.82795105,30.25,29.92795904,30.57204096,0
Cyanolyca turcosa,Turquoise Jay,Cyanolyca turcosa,Latin_America,9.167346939,8.528723415,9.805970463,22.34489796,21.94812879,22.74166713,31.95102041,31.78189447,32.12014634,1
Cyanolyca viridicyanus,White-collared Jay,Cyanolyca viridicyanus,Latin_America,4.335416667,3.796774167,4.874059166,10.16875,9.967272069,10.37022793,15.15416667,14.97001972,15.33831362,2
Cyanomitra alinae,Blue-headed Sunbird,Cyanomitra alinae,Africa,7.689361702,6.872987782,8.505735622,20.40851064,18.67107931,22.14594196,25.40638298,23.95859453,26.85417143,3
Cyanomitra cyanolaema,Blue-throated Brown Sunbird,Cyanomitra cyanolaema,Africa,3.041666667,2.300512641,3.782820692,19.35416667,18.4240284,20.28430494,32.23541667,31.66873712,32.80209622,2
Cyanomitra oritis,Cameroon Sunbird,Cyanomitra oritis,Africa,14.516,14.01180117,15.02019883,22.09,21.56613137,22.61386863,27.204,26.69967004,27.70832996,0
Cyanomitra veroxii,Mouse-colored Sunbird,Cyanomitra verreauxii,Africa,6.740816327,5.943031144,7.538601509,27.63877551,26.83437748,28.44317354,45.96530612,45.37209264,46.55851961,1
Cyanomitra verticalis,Green-headed Sunbird,Cyanomitra verticalis,Africa,3.597916667,2.503797011,4.692036322,49.34166667,49.05827507,49.62505827,50,50,50,2
Cyanopica cooki,Iberian Magpie,Cyanopica cooki,Europe,0.148,0,0.34026218,37.446,37.27249552,37.61950448,43.812,43.74916053,43.87483947,0
