Species1,Species2,Match.type,Match.notes,Avibase.ID1,Avibase.ID2,,,
Rhynchospiza strigiceps,Rhynchospiza dabbenei,1BL to many eBird,,AVIBASE-DB432D09,AVIBASE-3304CCFD,,,
Rhynchospiza strigiceps,Rhynchospiza strigiceps,1BL to many eBird,,AVIBASE-DB432D09,AVIBASE-4B40EAFD,,,
Rhynchostruthus louisae,Rhynchostruthus louisae,1BL to 1eBird,,AVIBASE-FB76AD60,AVIBASE-FB76AD60,,,
Rhynchostruthus percivali,Rhynchostruthus percivali,1BL to 1eBird,,AVIBASE-078921E8,AVIBASE-078921E8,,,
Rhynchostruthus socotranus,Rhynchostruthus socotranus,1BL to 1eBird,,AVIBASE-BE193EC5,AVIBASE-BE193EC5,,,
Rhynchotus maculicollis,Rhynchotus maculicollis,1BL to 1eBird,,AVIBASE-94AF5DC7,AVIBASE-94AF5DC7,,,
Rhynchotus rufescens,Rhynchotus rufescens,1BL to 1eBird,,AVIBASE-C141F60A,AVIBASE-C141F60A,,,
Rhynochetos jubatus,Rhynochetos jubatus,1BL to 1eBird,,AVIBASE-227D77FB,AVIBASE-227D77FB,,,
Rhyticeros cassidix,Rhyticeros cassidix,1BL to 1eBird,,AVIBASE-A535F76B,AVIBASE-A535F76B,,,
Rhyticeros everetti,Rhyticeros everetti,1BL to 1eBird,,AVIBASE-CDBB9B38,AVIBASE-CDBB9B38,,,
Rhyticeros narcondami,Rhyticeros narcondami,1BL to 1eBird,,AVIBASE-E3E8456E,AVIBASE-E3E8456E,,,
Rhyticeros plicatus,Rhyticeros plicatus,1BL to 1eBird,,AVIBASE-524408DF,AVIBASE-524408DF,,,
Rhyticeros subruficollis,Rhyticeros subruficollis,1BL to 1eBird,,AVIBASE-FAA31B81,AVIBASE-FAA31B81,,,
Rhyticeros undulatus,Rhyticeros undulatus,1BL to 1eBird,,AVIBASE-3C98DDBC,AVIBASE-3C98DDBC,,,
Rhytipterna holerythra,Rhytipterna holerythra,1BL to 1eBird,,AVIBASE-229BCEE1,AVIBASE-229BCEE1,,,
Rhytipterna immunda,Rhytipterna immunda,1BL to 1eBird,,AVIBASE-540609E5,AVIBASE-540609E5,,,
Rhytipterna simplex,Rhytipterna simplex,1BL to 1eBird,,AVIBASE-DB5BFD24,AVIBASE-DB5BFD24,,,
Ridgwayia pinicola,Ridgwayia pinicola,1BL to 1eBird,,AVIBASE-2C57FFF5,AVIBASE-2C57FFF5,,,
Rigidipenna inexpectata,Rigidipenna inexpectata,1BL to 1eBird,,AVIBASE-42B0D7C0,AVIBASE-42B0D7C0,,,
Rimator albostriatus,Napothera albostriata,1BL to 1eBird,,AVIBASE-E87A913F,AVIBASE-E87A913F,,,
Rimator danjoui,Napothera danjoui,1BL to 1eBird,,AVIBASE-D6493AE5,AVIBASE-D6493AE5,,,
Rimator malacoptilus,Napothera malacoptila,1BL to 1eBird,,AVIBASE-9293E8A9,AVIBASE-9293E8A9,,,
Rimator naungmungensis,Napothera naungmungensis,1BL to 1eBird,,AVIBASE-10D3B698,AVIBASE-10D3B698,,,
Rimator pasquieri,Napothera pasquieri,1BL to 1eBird,,AVIBASE-8E29E9C5,AVIBASE-8E29E9C5,,,
Riparia chinensis,Riparia chinensis,1BL to 1eBird,,AVIBASE-D0222DB9,AVIBASE-D0222DB9,,,
Riparia congica,Riparia congica,1BL to 1eBird,,AVIBASE-635B5E24,AVIBASE-635B5E24,,,
Riparia cowani,Riparia paludicola,Many BL to 1eBird,,AVIBASE-D9F712D6,AVIBASE-031684BA,,,
Riparia diluta,Riparia diluta,1BL to 1eBird,,AVIBASE-A9A9E1D1,AVIBASE-A9A9E1D1,,,
Riparia paludicola,Riparia paludicola,Many BL to 1eBird,,AVIBASE-D2854489,AVIBASE-031684BA,,,
Riparia riparia,Riparia riparia,1BL to 1eBird,,AVIBASE-94A1C447,AVIBASE-94A1C447,,,
Rissa brevirostris,Rissa brevirostris,1BL to 1eBird,,AVIBASE-58B576ED,AVIBASE-58B576ED,,,
Rissa tridactyla,Rissa tridactyla,1BL to 1eBird,,AVIBASE-FB4D08F0,AVIBASE-FB4D08F0,,,
Robsonius rabori,Robsonius rabori,1BL to 1eBird,,AVIBASE-A06552F5,AVIBASE-A06552F5,,,
Robsonius sorsogonensis,Robsonius sorsogonensis,1BL to 1eBird,,AVIBASE-31259EA5,AVIBASE-31259EA5,,,
Robsonius thompsoni,Robsonius thompsoni,1BL to 1eBird,,AVIBASE-A071F50B,AVIBASE-A071F50B,,,
Rollandia microptera,Rollandia microptera,1BL to 1eBird,,AVIBASE-83F61B45,AVIBASE-83F61B45,,,
Rollandia rolland,Rollandia rolland,1BL to 1eBird,,AVIBASE-8C75F227,AVIBASE-8C75F227,,,
Rollulus rouloul,Rollulus rouloul,1BL to 1eBird,,AVIBASE-90324456,AVIBASE-90324456,,,
Roraimia adusta,Roraimia adusta,1BL to 1eBird,,AVIBASE-82F19E61,AVIBASE-82F19E61,,,
Rostratula australis,Rostratula australis,1BL to 1eBird,,AVIBASE-8CB3B219,AVIBASE-8CB3B219,,,
Rostratula benghalensis,Rostratula benghalensis,1BL to 1eBird,,AVIBASE-7516E687,AVIBASE-7516E687,,,
Rostrhamus sociabilis,Rostrhamus sociabilis,1BL to 1eBird,,AVIBASE-6E4430A8,AVIBASE-6E4430A8,,,
Rougetius rougetii,Rougetius rougetii,1BL to 1eBird,,AVIBASE-5889EE23,AVIBASE-5889EE23,,,
Rowettia goughensis,Rowettia goughensis,1BL to 1eBird,,AVIBASE-0147433E,AVIBASE-0147433E,,,
Rubigula dispar,Rubigula dispar,1BL to 1eBird,,AVIBASE-74235327,AVIBASE-74235327,,,
Rubigula flaviventris,Rubigula flaviventris,1BL to 1eBird,,AVIBASE-F517B7FD,AVIBASE-F517B7FD,,,
Rubigula gularis,Rubigula gularis,1BL to 1eBird,,AVIBASE-442951D4,AVIBASE-442951D4,,,
Rubigula melanictera,Rubigula melanicterus,1BL to 1eBird,,AVIBASE-8F9DB2BC,AVIBASE-8F9DB2BC,,,
Rubigula montis,Rubigula montis,1BL to 1eBird,,AVIBASE-D0DE2864,AVIBASE-D0DE2864,,,
Rufirallus castaneiceps,Anurolimnas castaneiceps,1BL to 1eBird,,AVIBASE-2A9074F9,AVIBASE-2A9074F9,,,
Rufirallus viridis,Anurolimnas viridis,1BL to 1eBird,,AVIBASE-4B5BBB61,AVIBASE-4B5BBB61,,,
Rukia longirostra,Rukia longirostra,1BL to 1eBird,,AVIBASE-C66F1853,AVIBASE-C66F1853,,,
Rukia ruki,Rukia ruki,1BL to 1eBird,,AVIBASE-C5B02511,AVIBASE-C5B02511,,,
Rupicola peruvianus,Rupicola peruvianus,1BL to 1eBird,,AVIBASE-33440684,AVIBASE-33440684,,,
Rupicola rupicola,Rupicola rupicola,1BL to 1eBird,,AVIBASE-F792ED35,AVIBASE-F792ED35,,,
Rupornis magnirostris,Rupornis magnirostris,1BL to 1eBird,,AVIBASE-C39CC0F2,AVIBASE-C39CC0F2,,,
Rynchops albicollis,Rynchops albicollis,1BL to 1eBird,,AVIBASE-88151F23,AVIBASE-88151F23,,,
Rynchops flavirostris,Rynchops flavirostris,1BL to 1eBird,,AVIBASE-907B1140,AVIBASE-907B1140,,,
Rynchops niger,Rynchops niger,1BL to 1eBird,,AVIBASE-88AB027C,AVIBASE-88AB027C,,,
Sagittarius serpentarius,Sagittarius serpentarius,1BL to 1eBird,,AVIBASE-DCBCCEB8,AVIBASE-DCBCCEB8,,,
Sakesphorus canadensis,Sakesphorus canadensis,Many BL to 1eBird,,AVIBASE-7608AA0E,AVIBASE-E81903BC,,,
Sakesphorus cristatus,Sakesphorus cristatus,1BL to 1eBird,,AVIBASE-72E82D9C,AVIBASE-72E82D9C,,,
Sakesphorus luctuosus,Sakesphorus luctuosus,1BL to 1eBird,,AVIBASE-CFAC40E2,AVIBASE-CFAC40E2,,,
Sakesphorus pulchellus,Sakesphorus canadensis,Many BL to 1eBird,,AVIBASE-1CBE36EF,AVIBASE-E81903BC,,,
Salpinctes obsoletus,Salpinctes obsoletus,1BL to 1eBird,,AVIBASE-76DF73A9,AVIBASE-76DF73A9,,,
Salpornis salvadori,Salpornis salvadori,1BL to 1eBird,,AVIBASE-A51A5F84,AVIBASE-A51A5F84,,,
Salpornis spilonota,Salpornis spilonota,1BL to 1eBird,,AVIBASE-0B9E1A38,AVIBASE-0B9E1A38,,,
Saltator albicollis,Saltator albicollis,1BL to 1eBird,,AVIBASE-D09BB873,AVIBASE-D09BB873,,,
Saltator atriceps,Saltator atriceps,1BL to 1eBird,,AVIBASE-9B7AF035,AVIBASE-9B7AF035,,,
Saltator atricollis,Saltatricula atricollis,1BL to 1eBird,,AVIBASE-A291AF06,AVIBASE-A291AF06,,,
Saltator atripennis,Saltator atripennis,1BL to 1eBird,,AVIBASE-A51E5593,AVIBASE-A51E5593,,,
Saltator aurantiirostris,Saltator aurantiirostris,1BL to 1eBird,,AVIBASE-1ED1A93B,AVIBASE-1ED1A93B,,,
Saltator cinctus,Saltator cinctus,1BL to 1eBird,,AVIBASE-9FDD77B5,AVIBASE-9FDD77B5,,,
Saltator coerulescens,Saltator coerulescens,1BL to 1eBird,,AVIBASE-6D75BBB8,AVIBASE-6D75BBB8,,,
Saltator fuliginosus,Saltator fuliginosus,1BL to 1eBird,,AVIBASE-14767432,AVIBASE-14767432,,,
Saltator grandis,Saltator grandis,1BL to 1eBird,,AVIBASE-6CE7B032,AVIBASE-6CE7B032,,,
Saltator grossus,Saltator grossus,1BL to 1eBird,,AVIBASE-1D797D4D,AVIBASE-1D797D4D,,,
Saltator maxillosus,Saltator maxillosus,1BL to 1eBird,,AVIBASE-D9CE1DC4,AVIBASE-D9CE1DC4,,,
Saltator maximus,Saltator maximus,1BL to 1eBird,,AVIBASE-8A80DE66,AVIBASE-8A80DE66,,,
Saltator multicolor,Saltatricula multicolor,1BL to 1eBird,,AVIBASE-5F1BAE11,AVIBASE-5F1BAE11,,,
Saltator nigriceps,Saltator nigriceps,1BL to 1eBird,,AVIBASE-9F5FFC0A,AVIBASE-9F5FFC0A,,,
Saltator olivascens,Saltator olivascens,1BL to 1eBird,,AVIBASE-BBCAE2A7,AVIBASE-BBCAE2A7,,,
Saltator orenocensis,Saltator orenocensis,1BL to 1eBird,,AVIBASE-4D6CD9F6,AVIBASE-4D6CD9F6,,,
Saltator similis,Saltator similis,1BL to 1eBird,,AVIBASE-2CF9456D,AVIBASE-2CF9456D,,,
Saltator striatipectus,Saltator striatipectus,1BL to 1eBird,,AVIBASE-4875898E,AVIBASE-4875898E,,,
Salvadorina waigiuensis,Salvadorina waigiuensis,1BL to 1eBird,,AVIBASE-A9FC6BC0,AVIBASE-A9FC6BC0,,,
Sapayoa aenigma,Sapayoa aenigma,1BL to 1eBird,,AVIBASE-D2A3B070,AVIBASE-D2A3B070,,,
Sappho sparganurus,Sappho sparganurus,1BL to 1eBird,,AVIBASE-66F7D229,AVIBASE-66F7D229,,,
Sarcogyps calvus,Sarcogyps calvus,1BL to 1eBird,,AVIBASE-21D7169D,AVIBASE-21D7169D,,,
Sarcophanops samarensis,Sarcophanops samarensis,1BL to 1eBird,,AVIBASE-11167D53,AVIBASE-11167D53,,,
Sarcophanops steerii,Sarcophanops steerii,1BL to 1eBird,,AVIBASE-600D1A1F,AVIBASE-600D1A1F,,,
Sarcops calvus,Sarcops calvus,1BL to 1eBird,,AVIBASE-25C10A1A,AVIBASE-25C10A1A,,,
Sarcoramphus papa,Sarcoramphus papa,1BL to 1eBird,,AVIBASE-9306DA2F,AVIBASE-9306DA2F,,,
Sarkidiornis melanotos,Sarkidiornis melanotos,1BL to 1eBird,,AVIBASE-3948131B,AVIBASE-3948131B,,,
Sarkidiornis sylvicola,Sarkidiornis sylvicola,1BL to 1eBird,,AVIBASE-6C8A4060,AVIBASE-6C8A4060,,,
Saroglossa spilopterus,Saroglossa spilopterus,1BL to 1eBird,,AVIBASE-58C780B0,AVIBASE-58C780B0,,,
Sarothrura affinis,Sarothrura affinis,1BL to 1eBird,,AVIBASE-D4A066EA,AVIBASE-D4A066EA,,,
Sarothrura ayresi,Sarothrura ayresi,1BL to 1eBird,,AVIBASE-534D524C,AVIBASE-534D524C,,,
Sarothrura boehmi,Sarothrura boehmi,1BL to 1eBird,,AVIBASE-EBA9F2C4,AVIBASE-EBA9F2C4,,,
Sarothrura elegans,Sarothrura elegans,1BL to 1eBird,,AVIBASE-E75BA92C,AVIBASE-E75BA92C,,,
Sarothrura insularis,Sarothrura insularis,1BL to 1eBird,,AVIBASE-258E8923,AVIBASE-258E8923,,,
Sarothrura lugens,Sarothrura lugens,1BL to 1eBird,,AVIBASE-32CE9C63,AVIBASE-32CE9C63,,,
Sarothrura pulchra,Sarothrura pulchra,1BL to 1eBird,,AVIBASE-6EF64F69,AVIBASE-6EF64F69,,,
Sarothrura rufa,Sarothrura rufa,1BL to 1eBird,,AVIBASE-10B56544,AVIBASE-10B56544,,,
Sarothrura watersi,Sarothrura watersi,1BL to 1eBird,,AVIBASE-E3A4AF84,AVIBASE-E3A4AF84,,,
Sasia abnormis,Sasia abnormis,1BL to 1eBird,,AVIBASE-3E246B6D,AVIBASE-3E246B6D,,,
Sasia ochracea,Sasia ochracea,1BL to 1eBird,,AVIBASE-E577AC45,AVIBASE-E577AC45,,,
Satrapa icterophrys,Satrapa icterophrys,1BL to 1eBird,,AVIBASE-36693065,AVIBASE-36693065,,,
Saundersilarus saundersi,Saundersilarus saundersi,1BL to 1eBird,,AVIBASE-88BBD516,AVIBASE-88BBD516,,,
Saxicola caprata,Saxicola caprata,1BL to 1eBird,,AVIBASE-A64A1FA2,AVIBASE-A64A1FA2,,,
Saxicola dacotiae,Saxicola dacotiae,1BL to 1eBird,,AVIBASE-FEA56E91,AVIBASE-FEA56E91,,,
Saxicola ferreus,Saxicola ferreus,1BL to 1eBird,,AVIBASE-1580864C,AVIBASE-1580864C,,,
Saxicola gutturalis,Saxicola gutturalis,1BL to 1eBird,,AVIBASE-FC6AF842,AVIBASE-FC6AF842,,,
Saxicola insignis,Saxicola insignis,1BL to 1eBird,,AVIBASE-8C0E2D62,AVIBASE-8C0E2D62,,,
Saxicola jerdoni,Saxicola jerdoni,1BL to 1eBird,,AVIBASE-161A2629,AVIBASE-161A2629,,,
Saxicola leucurus,Saxicola leucurus,1BL to 1eBird,,AVIBASE-54793140,AVIBASE-54793140,,,
Saxicola macrorhynchus,Saxicola macrorhynchus,1BL to 1eBird,,AVIBASE-BB5C7A45,AVIBASE-BB5C7A45,,,
Saxicola rubetra,Saxicola rubetra,1BL to 1eBird,,AVIBASE-A0EDAEA2,AVIBASE-A0EDAEA2,,,
Saxicola tectes,Saxicola tectes,1BL to 1eBird,,AVIBASE-63C0999F,AVIBASE-63C0999F,,,
Saxicola torquatus,Saxicola maurus,1BL to many eBird,,AVIBASE-F5463F0D,AVIBASE-DB645AF5,,,
Saxicola torquatus,Saxicola rubicola,1BL to many eBird,,AVIBASE-F5463F0D,AVIBASE-0EA8F8B9,,,
Saxicola torquatus,Saxicola sp.,1BL to many eBird,Species2 name used in cases where ambiguous locality data prevented match,AVIBASE-F5463F0D,AVIBASE-8D88EE10,,,
Saxicola torquatus,Saxicola stejnegeri,1BL to many eBird,,AVIBASE-F5463F0D,AVIBASE-80216E85,,,
Saxicola torquatus,Saxicola torquatus,1BL to many eBird,,AVIBASE-F5463F0D,AVIBASE-CF2E9674,,,
Saxicoloides fulicatus,Copsychus fulicatus,1BL to 1eBird,,AVIBASE-9006B4EF,AVIBASE-9006B4EF,,,
Sayornis nigricans,Sayornis nigricans,1BL to 1eBird,,AVIBASE-B182DED2,AVIBASE-B182DED2,,,
Sayornis phoebe,Sayornis phoebe,1BL to 1eBird,,AVIBASE-62CA2AF8,AVIBASE-62CA2AF8,,,
Sayornis saya,Sayornis saya,1BL to 1eBird,,AVIBASE-28669A3D,AVIBASE-28669A3D,,,
Scelorchilus albicollis,Scelorchilus albicollis,1BL to 1eBird,,AVIBASE-4B0B1BC4,AVIBASE-4B0B1BC4,,,
Scelorchilus rubecula,Scelorchilus rubecula,1BL to 1eBird,,AVIBASE-23178B5E,AVIBASE-23178B5E,,,
Scenopoeetes dentirostris,Scenopoeetes dentirostris,1BL to 1eBird,,AVIBASE-BE1B01A5,AVIBASE-BE1B01A5,,,
Scepomycter winifredae,Scepomycter winifredae,1BL to 1eBird,,AVIBASE-31FB812A,AVIBASE-31FB812A,,,
Schetba rufa,Schetba rufa,1BL to 1eBird,,AVIBASE-6814C645,AVIBASE-6814C645,,,
Schiffornis aenea,Schiffornis aenea,1BL to 1eBird,,AVIBASE-9A159343,AVIBASE-9A159343,,,
Schiffornis major,Schiffornis major,1BL to 1eBird,,AVIBASE-FDC79991,AVIBASE-FDC79991,,,
Schiffornis olivacea,Schiffornis olivacea,1BL to 1eBird,,AVIBASE-5CA8A372,AVIBASE-5CA8A372,,,
Schiffornis stenorhyncha,Schiffornis stenorhyncha,1BL to 1eBird,,AVIBASE-32718B62,AVIBASE-32718B62,,,
Schiffornis turdina,Schiffornis turdina,1BL to 1eBird,,AVIBASE-D54C8603,AVIBASE-D54C8603,,,
Schiffornis veraepacis,Schiffornis veraepacis,1BL to 1eBird,,AVIBASE-BB758322,AVIBASE-BB758322,,,
Schiffornis virescens,Schiffornis virescens,1BL to 1eBird,,AVIBASE-DC638A66,AVIBASE-DC638A66,,,
Schistes albogularis,Schistes albogularis,1BL to 1eBird,,AVIBASE-DBD9E3FF,AVIBASE-DBD9E3FF,,,
Schistes geoffroyi,Schistes geoffroyi,1BL to 1eBird,,AVIBASE-1638D555,AVIBASE-1638D555,,,
Schistochlamys melanopis,Schistochlamys melanopis,1BL to 1eBird,,AVIBASE-C78F3803,AVIBASE-C78F3803,,,
Schistochlamys ruficapillus,Schistochlamys ruficapillus,1BL to 1eBird,,AVIBASE-6241BAEB,AVIBASE-6241BAEB,,,
Schistolais leontica,Schistolais leontica,1BL to 1eBird,,AVIBASE-45411DD0,AVIBASE-45411DD0,,,
Schistolais leucopogon,Schistolais leucopogon,1BL to 1eBird,,AVIBASE-95B6C7C5,AVIBASE-95B6C7C5,,,
Schoenicola brevirostris,Catriscus brevirostris,1BL to 1eBird,,AVIBASE-2470FC01,AVIBASE-2470FC01,,,
Schoenicola platyurus,Schoenicola platyurus,1BL to 1eBird,,AVIBASE-63CBD04F,AVIBASE-63CBD04F,,,
Schoeniophylax phryganophilus,Schoeniophylax phryganophilus,1BL to 1eBird,,AVIBASE-A5F1822E,AVIBASE-A5F1822E,,,
Schoeniparus brunneus,Schoeniparus brunneus,1BL to 1eBird,,AVIBASE-22849F1D,AVIBASE-22849F1D,,,
Schoeniparus castaneceps,Schoeniparus castaneceps,1BL to 1eBird,,AVIBASE-31A8AC8C,AVIBASE-31A8AC8C,,,
Schoeniparus cinereus,Schoeniparus cinereus,1BL to 1eBird,,AVIBASE-5DC957D6,AVIBASE-5DC957D6,,,
Schoeniparus dubius,Schoeniparus dubius,1BL to 1eBird,,AVIBASE-D581A297,AVIBASE-D581A297,,,
Schoeniparus klossi,Schoeniparus klossi,1BL to 1eBird,,AVIBASE-5736CF44,AVIBASE-5736CF44,,,
Schoeniparus rufogularis,Schoeniparus rufogularis,1BL to 1eBird,,AVIBASE-D3441B7C,AVIBASE-D3441B7C,,,
Schoeniparus variegaticeps,Schoeniparus variegaticeps,1BL to 1eBird,,AVIBASE-169BEF6D,AVIBASE-169BEF6D,,,
Schoutedenapus myoptilus,Schoutedenapus myoptilus,1BL to 1eBird,,AVIBASE-8439A6E7,AVIBASE-8439A6E7,,,
Sciaphylax castanea,Sciaphylax castanea,1BL to 1eBird,,AVIBASE-30B38306,AVIBASE-30B38306,,,
Sciaphylax hemimelaena,Sciaphylax hemimelaena,1BL to 1eBird,,AVIBASE-34774DAD,AVIBASE-34774DAD,,,
Scissirostrum dubium,Scissirostrum dubium,1BL to 1eBird,,AVIBASE-EDAF97E7,AVIBASE-EDAF97E7,,,
Sclateria naevia,Sclateria naevia,1BL to 1eBird,,AVIBASE-54F437ED,AVIBASE-54F437ED,,,
Scleroptila afra,Scleroptila afra,1BL to 1eBird,,AVIBASE-21616639,AVIBASE-21616639,,,
Scleroptila elgonensis,Scleroptila psilolaema,Many BL to 1eBird,,AVIBASE-3D25568A,AVIBASE-FC108081,,,
Scleroptila finschi,Scleroptila finschi,1BL to 1eBird,,AVIBASE-864723FD,AVIBASE-864723FD,,,
Scleroptila gutturalis,Scleroptila gutturalis,1BL to 1eBird,,AVIBASE-8E833C63,AVIBASE-8E833C63,,,
Scleroptila levaillantii,Scleroptila levaillantii,1BL to 1eBird,,AVIBASE-B49935ED,AVIBASE-B49935ED,,,
Scleroptila psilolaema,Scleroptila psilolaema,Many BL to 1eBird,,AVIBASE-FF5BAE30,AVIBASE-FC108081,,,
Scleroptila shelleyi,Scleroptila shelleyi,Many BL to 1eBird,,AVIBASE-A15F6836,AVIBASE-3A56BE4C,,,
Scleroptila streptophora,Scleroptila streptophora,1BL to 1eBird,,AVIBASE-5B115F6C,AVIBASE-5B115F6C,,,
Scleroptila whytei,Scleroptila shelleyi,Many BL to 1eBird,,AVIBASE-AE1B3497,AVIBASE-3A56BE4C,,,
Sclerurus albigularis,Sclerurus albigularis,1BL to 1eBird,,AVIBASE-217490B5,AVIBASE-217490B5,,,
Sclerurus caudacutus,Sclerurus caudacutus,1BL to 1eBird,,AVIBASE-68408033,AVIBASE-68408033,,,
Sclerurus cearensis,Sclerurus scansor,Many BL to 1eBird,,AVIBASE-CE63BF47,AVIBASE-4EE931C8,,,
Sclerurus guatemalensis,Sclerurus guatemalensis,1BL to 1eBird,,AVIBASE-8A2B456C,AVIBASE-8A2B456C,,,
Sclerurus mexicanus,Sclerurus mexicanus,1BL to many eBird,,AVIBASE-7B06C014,AVIBASE-179D87DA,,,
Sclerurus mexicanus,Sclerurus obscurior,1BL to many eBird,,AVIBASE-7B06C014,AVIBASE-561897FD,,,
Sclerurus rufigularis,Sclerurus rufigularis,1BL to 1eBird,,AVIBASE-A085AD13,AVIBASE-A085AD13,,,
Sclerurus scansor,Sclerurus scansor,Many BL to 1eBird,,AVIBASE-B90D6E42,AVIBASE-4EE931C8,,,
Scolopax bukidnonensis,Scolopax bukidnonensis,1BL to 1eBird,,AVIBASE-EC0ADB10,AVIBASE-EC0ADB10,,,
Scolopax celebensis,Scolopax celebensis,1BL to 1eBird,,AVIBASE-5306D33E,AVIBASE-5306D33E,,,
Scolopax minor,Scolopax minor,1BL to 1eBird,,AVIBASE-F4829920,AVIBASE-F4829920,,,
Scolopax mira,Scolopax mira,1BL to 1eBird,,AVIBASE-540030A1,AVIBASE-540030A1,,,
Scolopax rochussenii,Scolopax rochussenii,1BL to 1eBird,,AVIBASE-49C57A6B,AVIBASE-49C57A6B,,,
Scolopax rosenbergii,Scolopax rosenbergii,1BL to 1eBird,,AVIBASE-6D3CC1FB,AVIBASE-6D3CC1FB,,,
Scolopax rusticola,Scolopax rusticola,1BL to 1eBird,,AVIBASE-BFE14290,AVIBASE-BFE14290,,,
Scolopax saturata,Scolopax saturata,1BL to 1eBird,,AVIBASE-B12B5C0D,AVIBASE-B12B5C0D,,,
Scopus umbretta,Scopus umbretta,1BL to 1eBird,,AVIBASE-FC10F6ED,AVIBASE-FC10F6ED,,,
Scotocerca inquieta,Scotocerca inquieta,1BL to 1eBird,,AVIBASE-FCF07F05,AVIBASE-FCF07F05,,,
Scotopelia bouvieri,Scotopelia bouvieri,1BL to 1eBird,,AVIBASE-E0D3E4C1,AVIBASE-E0D3E4C1,,,
Scotopelia peli,Scotopelia peli,1BL to 1eBird,,AVIBASE-034B2A6A,AVIBASE-034B2A6A,,,
Scotopelia ussheri,Scotopelia ussheri,1BL to 1eBird,,AVIBASE-F07B8BD1,AVIBASE-F07B8BD1,,,
Scytalopus acutirostris,Scytalopus acutirostris,1BL to 1eBird,,AVIBASE-D682226D,AVIBASE-D682226D,,,
Scytalopus affinis,Scytalopus affinis,1BL to 1eBird,,AVIBASE-FF55AC93,AVIBASE-FF55AC93,,,
Scytalopus altirostris,Scytalopus altirostris,1BL to many eBird,A distinct population within is recognized by eBird as Scytalopus krabbei,AVIBASE-385AAEDC,AVIBASE-B8AB1214,,,
Scytalopus alvarezlopezi,Scytalopus alvarezlopezi,1BL to 1eBird,,AVIBASE-01280CF8,AVIBASE-01280CF8,,,
Scytalopus argentifrons,Scytalopus argentifrons,1BL to 1eBird,,AVIBASE-BFDA7B0D,AVIBASE-BFDA7B0D,,,
Scytalopus atratus,Scytalopus atratus,1BL to 1eBird,,AVIBASE-7CD6AF48,AVIBASE-7CD6AF48,,,
Scytalopus bolivianus,Scytalopus bolivianus,1BL to 1eBird,,AVIBASE-0475179F,AVIBASE-0475179F,,,
Scytalopus canus,Scytalopus canus,1BL to 1eBird,,AVIBASE-71CF5120,AVIBASE-71CF5120,,,
Scytalopus caracae,Scytalopus caracae,1BL to 1eBird,,AVIBASE-1B7E55DC,AVIBASE-1B7E55DC,,,
Scytalopus chocoensis,Scytalopus chocoensis,1BL to 1eBird,,AVIBASE-7011CE6F,AVIBASE-7011CE6F,,,
Scytalopus diamantinensis,Scytalopus diamantinensis,1BL to 1eBird,,AVIBASE-D72E1392,AVIBASE-D72E1392,,,
Scytalopus femoralis,Scytalopus femoralis,1BL to 1eBird,,AVIBASE-FAEB87F2,AVIBASE-FAEB87F2,,,
Scytalopus frankeae,Scytalopus frankeae,1BL to 1eBird,,AVIBASE-25B56CA4,AVIBASE-25B56CA4,,,
Scytalopus fuscus,Scytalopus fuscus,1BL to 1eBird,,AVIBASE-03E291EF,AVIBASE-03E291EF,,,
Scytalopus gettyae,Scytalopus gettyae,1BL to 1eBird,,AVIBASE-873E5B64,AVIBASE-873E5B64,,,
Scytalopus gonzagai,Scytalopus gonzagai,1BL to 1eBird,,AVIBASE-1B8BDC64,AVIBASE-1B8BDC64,,,
Scytalopus griseicollis,Scytalopus griseicollis,1BL to 1eBird,,AVIBASE-34FF09E8,AVIBASE-34FF09E8,,,
Scytalopus iraiensis,Scytalopus iraiensis,1BL to 1eBird,,AVIBASE-CC049017,AVIBASE-CC049017,,,
Scytalopus krabbei,Scytalopus krabbei,1BL to 1eBird,,AVIBASE-9258D9BB,AVIBASE-9258D9BB,,,
Scytalopus latebricola,Scytalopus latebricola,1BL to 1eBird,,AVIBASE-04128FC4,AVIBASE-04128FC4,,,
Scytalopus latrans,Scytalopus intermedius,1BL to many eBird,,AVIBASE-CBEAD646,AVIBASE-87F84A30,,,
Scytalopus latrans,Scytalopus latrans,1BL to many eBird,Subspecies intermedius is recognized by eBird as Scytalopus intermedius,AVIBASE-CBEAD646,AVIBASE-058E0536,,,
Scytalopus macropus,Scytalopus macropus,1BL to 1eBird,,AVIBASE-23300330,AVIBASE-23300330,,,
Scytalopus magellanicus,Scytalopus magellanicus,1BL to 1eBird,,AVIBASE-3B642DBA,AVIBASE-3B642DBA,,,
Scytalopus meridanus,Scytalopus meridanus,1BL to 1eBird,,AVIBASE-CAA64CEB,AVIBASE-CAA64CEB,,,
Scytalopus micropterus,Scytalopus micropterus,1BL to 1eBird,,AVIBASE-5C045427,AVIBASE-5C045427,,,
Scytalopus novacapitalis,Scytalopus novacapitalis,1BL to 1eBird,,AVIBASE-31C66B1A,AVIBASE-31C66B1A,,,
Scytalopus opacus,Scytalopus androstictus,1BL to many eBird,,AVIBASE-71A913B7,AVIBASE-898BB818,,,
Scytalopus opacus,Scytalopus opacus,1BL to many eBird,,AVIBASE-71A913B7,AVIBASE-ACAF6D0D,,,
