"underscores","PRIMARY_COM_NAME","SPECIES_CODE","TAXON_ORDER","iucn.ordinal","max.acad","trend","bl.range.size","range.size","median.abund","hti","mig.distance","ebird.mig.dist","edge.score","sp.dist","gen.field","morph.field","conservation.status","vulnerability.factors","uniqueness","bpi.score"
"Struthio_camelus","Common Ostrich","ostric2",2,0.27338466964475,0.338884337474373,0.504403461220933,0.151657819251763,0.419190576811764,0.606375318853264,0.708873553985987,0.71847020642784,0.704209597643882,0.688743110554396,0.668706207126044,0.999932320710015,0.390747257565297,0.273038386963436,0.702506239464032,0.679766644993184,1.65531127142065
"Struthio_molybdophanes","Somali Ostrich","ostric3",7,0.68859342984775,0.352067655855987,0.503577151850449,0.151657819251763,0.436075868386657,0.605149761099654,0.79612539213979,0.71847020642784,0.644212637509124,0.672601133398847,0.675312044997952,0.99888311117558,0.371016609982596,0.656748917440922,0.724650344895212,0.672001051123449,2.05340031345958
"Rhea_americana","Greater Rhea","grerhe1",10,0.7923956198985,0.41643887291411,0.500888124731668,0.166616604874478,0.52072495389027,0.648733108162561,0.863823013540508,0.682455623359581,0.719626783215042,0.614182216599365,0.635887361381684,0.991175141173412,0.306382050487972,0.757961441966695,0.788946988904316,0.628407024072804,2.17531545494381
"Rhea_pennata","Lesser Rhea","lesrhe2",16,0.27338466964475,0.406789508622081,0.503169572913808,0.268473114076723,0.508319996635616,0.6489761641639,0.743888759479206,0.570700564437648,0.741769425148089,0.600681171174372,0.644129269328957,0.990339354173028,0.292839139431912,0.279125215462113,0.734005632187517,0.623376694433529,1.63650754208316
"Nothocercus_julius","Tawny-breasted Tinamou","tabtin1",22,0.27338466964475,0.44698772194886,0.500764699106393,0.413699366585126,0.491125603737333,0.840096261176044,0.848360356196678,0.552093275074168,0.672481889236245,0.397181431018213,0.524928481592202,0.998471402379568,0.138606329244338,0.282497023480488,0.782130419090647,0.503290902937801,1.56791834550894
"Nothocercus_bonapartei","Highland Tinamou","higtin1",23,0.27338466964475,0.484865568328418,0.49962160010863,0.414123844929081,0.545201444018095,0.986822078450595,0.738973715265506,0.580229769197748,0.679859814728988,0.41176466938737,0.537504828293883,0.997535547868213,0.147066079801474,0.402144100842071,0.800801952668859,0.512175249827794,1.71512130333872
"Nothocercus_nigrocapillus","Hooded Tinamou","hootin1",30,0.27338466964475,0.461023646136381,0.502270921647908,0.387369743780457,0.512665367425869,0.90366276115554,0.718548657077597,0.545750187157984,0.672186170607267,0.398119563231543,0.547389462101495,0.993615423754716,0.139140579145796,0.283998612062828,0.71273141591364,0.508177670117625,1.50490769809409
"Tinamus_tao","Gray Tinamou","grytin1",33,0.68859342984775,0.340830555724156,0.500439168944674,0.204721793314964,0.395062565459718,0.720276916559935,0.827121624995874,0.658628265172153,0.740594046113569,0.443309001844044,0.506574603608937,0.975649299634037,0.166544610887101,0.655279689999957,0.779359646987461,0.511715807829015,1.94635514481643
"Tinamus_solitarius","Solitary Tinamou","soltin1",38,0.7923956198985,0.359696364181748,0.494255900372854,0.280758024126769,0.413753818952653,0.727937311665207,0.865580949062196,0.600667954012466,0.651702935923267,0.444930700340965,0.504781952762941,0.989954803122374,0.167591516870827,0.751815960145776,0.767670693534795,0.515604613884055,2.03509126756463
"Tinamus_osgoodi","Black Tinamou","blatin1",39,0.68859342984775,0.383437678722879,0.503112107815849,0.511365254339805,0.417533558738885,0.722602449943854,0.898215950980244,0.468488375150841,0.72419977691335,0.437024891317857,0.532245206815156,0.99258504234796,0.16253082803539,0.659575347740233,0.697349746001641,0.519991779289291,1.87691687303117
"Tinamus_major","Great Tinamou","gretin1",42,0.27338466964475,0.264472128179137,0.501866619116602,0.160981412964562,0.33976394825617,0.70314385611768,0.794187241140571,0.692174742012032,0.727041506241969,0.409171642946301,0.517120468998112,0.98615721751226,0.145537426517347,0.241084760641443,0.754241567399807,0.502983289412943,1.49830961745419
"Tinamus_guttatus","White-throated Tinamou","whttin1",55,0.7923956198985,0.339123106804099,0.503028762889547,0.202614801128248,0.393854444250466,0.723385844314599,0.845023866328985,0.657137379124261,0.728676504204756,0.378939762393861,0.466298895128522,0.974777705283487,0.128482369963641,0.751132772245609,0.783586577399556,0.47493738550907,2.00965673515424
"Crypturellus_cinereus","Cinereous Tinamou","cintin1",57,0.27338466964475,0.364621542354159,0.497692665488773,0.177478200864403,0.415845802121292,0.719818051722478,0.549502348450893,0.673854727557811,0.63264656374169,0.355199211134328,0.478719969968398,0.983672602557482,0.116031268091428,0.274482451955496,0.59278606142197,0.471126905530336,1.3383954189078
"Crypturellus_berlepschi","Berlepsch's Tinamou","bertin1",58,0.27338466964475,0.410800745391312,0.498657587897737,0.467454794583867,0.446693615766675,0.729386258295274,0.910416319777619,0.469944458377711,0.64165739335805,0.374669109778682,0.441178210530541,0.988543745226512,0.126183323963814,0.278871185090698,0.794869780646657,0.470345975470089,1.54408694120744
"Crypturellus_soui","Little Tinamou","littin1",59,0.27338466964475,0.308550816208993,0.49831484912896,0.13718934153044,0.372477846346622,0.717035904456534,0.493257380815654,0.710299999468161,0.706131959827786,0.330373711735089,0.463449693079769,0.986490951548724,0.103836742563989,0.273126440466066,0.590791602945592,0.45845441776198,1.32237246117364
"Crypturellus_ptaritepui","Tepui Tinamou","teptin1",74,0.27338466964475,0.45864777370912,0.493040141418512,0.76681989996698,0.48115583400675,0.725611011246585,0.688167074524157,0.319598253378111,0.484331731989191,0.362724727467002,0.499640012139189,0.996122111627667,0.119892139892319,0.282503770176433,0.604328731296518,0.482591362902822,1.36942386437577
"Crypturellus_obsoletus","Brown Tinamou","brotin1",75,0.27338466964475,0.336787921318609,0.501328712597087,0.247534123804611,0.370520809302322,0.730833396673101,0.59841062600072,0.644405702892198,0.644892969455061,0.332970065992666,0.477332989495792,0.992242559445623,0.105074186417034,0.272420203090302,0.625731247752937,0.464466043085508,1.36261749392875
"Crypturellus_undulatus","Undulated Tinamou","undtin1",86,0.27338466964475,0.387270474504732,0.498136447541588,0.153715500569207,0.425768518621395,0.726212842449268,0.348741666270419,0.694335059302615,0.688456115638855,0.349352510771148,0.473958272429335,0.98628662433581,0.113085343812765,0.276630865010096,0.51055507656619,0.468324492948668,1.25551043452495
"Crypturellus_transfasciatus","Pale-browed Tinamou","pabtin1",93,0.7923956198985,0.460437347442443,0.493252639460874,0.489255521513927,0.486660747061139,0.745603287249263,0.532124797056654,0.448094569299099,0.542605289957142,0.331202560445013,0.440641077390721,0.997493145589645,0.104230837052601,0.760960447612255,0.562041329222053,0.455743406905463,1.77874518373977
"Crypturellus_strigulosus","Brazilian Tinamou","bratin1",94,0.27338466964475,0.463888602324824,0.503273728280468,0.229159929298835,0.485130195537958,0.757039318323032,0.904757797831248,0.637837775148292,0.719938876822709,0.352136885468314,0.484352649794827,0.973112136656649,0.114482485930968,0.284401225509401,0.814661310798945,0.468683470222407,1.56774600653075
"Crypturellus_duidae","Gray-legged Tinamou","gyltin1",95,0.27338466964475,0.482862281793562,0.508433256529674,0.416975243230912,0.492954114057032,0.754683368819278,0.875653492277029,0.511281656691849,0.725660808825566,0.370001148696767,0.46324414478654,0.947301704677447,0.123700513446639,0.286862793992676,0.689946065644123,0.463602214227152,1.44041107386395
"Crypturellus_erythropus","Red-legged Tinamou","reltin1",96,0.27338466964475,0.465298357583797,0.509611653752526,0.275921016867284,0.474116321821462,0.755182697471732,0.659687235613853,0.614954366306027,0.727354576213379,0.352946674772286,0.468466988701929,0.993583266146131,0.114890795904871,0.285407181179929,0.69364329976242,0.470170083064009,1.44922056400636
"Crypturellus_noctivagus","Yellow-legged Tinamou","yeltin1",104,0.7923956198985,0.4171054674208,0.500788453272831,0.26275107657066,0.449821234585985,0.745529784204978,0.66392479484679,0.611969900575192,0.723148603567896,0.326379818188073,0.456623242304025,0.967093007869359,0.101950064796243,0.758009090946137,0.665616428700663,0.450230570454617,1.87385609010142
"Crypturellus_atrocapillus","Black-capped Tinamou","blctin1",107,0.27338466964475,0.469236215581437,0.505308370660303,0.420817350879884,0.485329401841254,0.750388967391483,0.761487707563128,0.49457265482608,0.64095860018319,0.354951967006106,0.489863878350328,0.979502123032689,0.115905748012403,0.285175236492173,0.626397178690565,0.472817698742729,1.38439011392547
