"species","iucn.ordinal","max.acad","trend","bl.range.size","range.size","median.abund","hti","mig.distance","ebird.mig.dist","edge.score","sp.dist","gen.field","morph.field"
"Anisognathus_lacrymosus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anisognathus_melanogenys",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anisognathus_notabilis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anisognathus_somptuosus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cnemathraupis_aureodorsalis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cnemathraupis_eximia",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chlorornis_riefferii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Buthraupis_montana",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Tephrophilus_wetmorei",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Sporathraupis_cyanocephala",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dubusia_castaneoventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dubusia_taeniata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudosaltator_rufiventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pipraeidea_melanonota",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Rauenia_bonariensis",0.05,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Iridosornis_reinhardti",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Iridosornis_rufivertex",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Iridosornis_jelskii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Iridosornis_analis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Iridosornis_porphyrocephalus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Calochaetes_coccineus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Paroaria_gularis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Paroaria_nigrogenis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Paroaria_capitata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Paroaria_baeri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Paroaria_coronata",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Paroaria_dominicana",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Schistochlamys_melanopis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Schistochlamys_ruficapillus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cissopis_leverianus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Stephanophorus_diadematus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Diuca_diuca",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Gubernatrix_cristata",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Neothraupis_fasciata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophospingus_griseocristatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophospingus_pusillus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chlorochrysa_calliparaea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chlorochrysa_nitidissima",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chlorochrysa_phoenicotis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Orchesticus_abeillei",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Parkerthraustes_humeralis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Incaspiza_laeta",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Incaspiza_ortizi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Incaspiza_watkinsi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Incaspiza_personata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Incaspiza_pulchra",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Rhopospina_caerulescens",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Rhopospina_carbonaria",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Rhopospina_alaudina",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Rhopospina_fruticeti",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Catamblyrhynchus_diadema",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lanio_aurantius",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lanio_leucothorax",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lanio_fulvus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lanio_versicolor",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Rhodospingus_cruentus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Tachyphonus_delatrii",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Tachyphonus_surinamus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coryphospingus_cucullatus",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Coryphospingus_pileatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphocelus_carbo",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphocelus_melanogaster",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphocelus_dimidiatus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Ramphocelus_nigrogularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphocelus_bresilius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphocelus_flammigerus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphocelus_passerinii",1,2,0.15,1,3,4,4,1,3,1,1,1,1
"Ramphocelus_sanguinolentus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Tachyphonus_coronatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Tachyphonus_rufus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Tachyphonus_phoenicius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliothraupis_oneilli",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,1,0.05,1,1
"Trichothraupis_melanops",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eucometis_penicillata",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Loriotus_luctuosus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Loriotus_rufiventer",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Loriotus_cristatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Conothraupis_mesoleuca",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Conothraupis_speculigera",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Volatinia_jacarina",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Creurgops_dentatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Creurgops_verticalis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hemithraupis_guira",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hemithraupis_ruficapilla",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hemithraupis_flavicollis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heterospingus_rubrifrons",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heterospingus_xanthopygius",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chrysothlypis_chrysomelas",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chrysothlypis_salmoni",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chlorophanes_spiza",1,2,3,1,3,4,4,1,3,1,1,1,1
"Iridophanes_pulcherrimus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Compsothraupis_loricata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Sericossypha_albocristata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nemosia_pileata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nemosia_rourei",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cyanicterus_cyanicterus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lamprospiza_melanoleuca",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Orthogonys_chloricterus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Mitrospingus_cassinii",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Mitrospingus_oleagineus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Piranga_bidentata",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Piranga_ludoviciana",1,2,3,1,3,4,4,1,3,1,1,1,1
"Piranga_olivacea",1,2,3,1,3,4,4,1,3,1,1,1,1
"Piranga_flava",1,2,3,1,3,4,4,1,3,1,1,1,1
"Piranga_rubra",1,2,3,1,3,4,4,1,3,1,1,1,1
"Piranga_roseogularis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Piranga_leucoptera",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Piranga_rubriceps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Piranga_erythrocephala",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cardinalis_phoeniceus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cardinalis_sinuatus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Cardinalis_cardinalis",1,2,3,1,3,4,4,1,3,1,1,1,1
"Caryothraustes_canadensis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caryothraustes_poliogaster",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Periporphyrus_celaeno",1,2,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Periporphyrus_erythromelas",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chlorothraupis_carmioli",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chlorothraupis_frenata",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Chlorothraupis_olivacea",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chlorothraupis_stolzmanni",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Habia_rubica",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Habia_atrimaxillaris",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Habia_fuscicauda",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Habia_cristata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Habia_gutturalis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Passerina_ciris",1,2,3,1,3,4,4,1,3,1,1,1,1
"Passerina_versicolor",1,2,0.15,1,3,4,4,1,3,1,1,1,1
"Passerina_leclancherii",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Passerina_rositae",1,2,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Passerina_amoena",1,2,3,1,3,4,4,1,3,1,1,1,1
"Passerina_caerulea",1,2,3,1,3,4,4,1,3,1,1,1,1
"Amaurospiza_aequatorialis",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Amaurospiza_concolor",0.05,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Amaurospiza_carrizalensis",0.05,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Amaurospiza_moesta",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cyanoloxia_brissonii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cyanoloxia_glaucocaerulea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cyanoloxia_cyanoides",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cyanoloxia_rothschildii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cyanocompsa_parellina",1,2,3,1,3,4,4,1,3,1,1,1,1
"Passerina_cyanea",1,2,3,1,3,4,4,1,3,1,1,1,1
"Spiza_americana",1,2,3,1,3,4,4,1,3,1,1,1,1
"Pheucticus_aureoventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pheucticus_chrysogaster",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pheucticus_chrysopeplus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pheucticus_tibialis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pheucticus_melanocephalus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Pheucticus_ludovicianus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Granatellus_sallaei",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Granatellus_venustus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Granatellus_pelzelni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Setophaga_chrysoparia",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_virens",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_occidentalis",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_townsendi",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_graciae",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_nigrescens",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_delicata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Setophaga_subita",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Setophaga_adelaidae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Setophaga_discolor",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_vitellina",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Setophaga_dominica",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_flavescens",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Setophaga_pinus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_pityophila",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Setophaga_coronata",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_palmarum",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_tigrina",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_castanea",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_striata",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_pensylvanica",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_petechia",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_fusca",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_magnolia",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_americana",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_pitiayumi",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_cerulea",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_citrina",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_ruticilla",1,2,3,1,3,4,0.2,1,3,1,1,1,1
"Setophaga_caerulescens",1,2,3,1,3,4,4,1,3,1,1,1,1
"Setophaga_kirtlandii",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Setophaga_angelae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Setophaga_pharetra",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Setophaga_plumbea",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Catharopeza_bishopi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myioborus_albifacies",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Myioborus_cardonai",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Myioborus_castaneocapilla",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Myioborus_pariae",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Myioborus_albifrons",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myioborus_melanocephalus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myioborus_ornatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myioborus_flavivertex",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myioborus_brunniceps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myioborus_torquatus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myioborus_miniatus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Myioborus_pictus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Cardellina_rubra",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cardellina_versicolor",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cardellina_rubrifrons",1,2,3,1,3,4,4,1,3,1,1,1,1
"Cardellina_canadensis",1,2,3,1,3,4,4,1,3,1,1,1,1
"Cardellina_pusilla",1,2,3,1,3,4,4,1,3,1,1,1,1
"Basileuterus_punctipectus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Basileuterus_tristriatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Basileuterus_trifasciatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Basileuterus_melanotis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Basileuterus_tacarcunae",1,2,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Basileuterus_culicivorus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Basileuterus_ignotus",1,2,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Basileuterus_melanogenys",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Basileuterus_belli",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Basileuterus_delattrii",0.05,2,3,1,3,4,4,1,3,1,1,1,1
"Basileuterus_rufifrons",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Basileuterus_lachrymosus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_basilica",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myiothlypis_griseiceps",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,1,0.05,1,1
"Myiothlypis_luteoviridis",1,0.1,0.15,1,3,4,4,1,3,1,1,1,1
"Myiothlypis_nigrocristata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_signata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_flaveola",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_leucoblephara",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_leucophrys",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myiothlypis_fulvicauda",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_rivularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_bivittata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_chlorophrys",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Myiothlypis_chrysogaster",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myiothlypis_cinereicollis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myiothlypis_conspicillata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Myiothlypis_coronata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Myiothlypis_fraseri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Mniotilta_varia",1,2,3,1,3,4,4,1,3,1,1,1,1
"Geothlypis_beldingi",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Geothlypis_flavovelata",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Geothlypis_trichas",1,2,3,1,3,4,4,1,3,1,1,1,1
"Geothlypis_rostrata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Geothlypis_nelsoni",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Geothlypis_semiflava",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Geothlypis_speciosa",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Geothlypis_formosa",1,2,3,1,3,4,4,1,3,1,1,1,1
"Geothlypis_aequinoctialis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Geothlypis_auricularis",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Geothlypis_velata",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Geothlypis_poliocephala",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Geothlypis_philadelphia",1,2,3,1,3,4,4,1,3,1,1,1,1
"Geothlypis_tolmiei",1,2,3,1,3,4,4,1,3,1,1,1,1
"Leucopeza_semperi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Oporornis_agilis",1,2,0.15,1,3,4,4,1,3,1,1,1,1
"Leiothlypis_luciae",1,2,3,1,3,4,4,1,3,1,1,1,1
"Leiothlypis_virginiae",1,2,3,1,3,4,4,1,3,1,1,1,1
"Leiothlypis_crissalis",1,2,0.15,1,3,4,0.2,1,3,1,1,1,1
"Leiothlypis_ruficapilla",1,2,3,1,3,4,4,1,3,1,1,1,1
"Leiothlypis_celata",1,2,3,1,3,4,4,1,3,1,1,1,1
"Leiothlypis_peregrina",1,2,3,1,3,4,4,1,3,1,1,1,1
"Oreothlypis_gutturalis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Oreothlypis_superciliosa",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Vermivora_chrysoptera",1,2,3,1,3,4,4,1,3,1,1,1,1
"Vermivora_cyanoptera",1,2,3,1,3,4,4,1,3,1,1,1,1
"Vermivora_bachmanii",1,0.1,0.15,1,0.15,0.2,0.2,0.05,0.15,0.05,1,0.05,0.05
"Limnothlypis_swainsonii",1,2,3,1,3,4,4,1,3,1,1,1,1
"Protonotaria_citrea",1,2,3,1,3,4,4,1,3,1,1,1,1
"Parkesia_motacilla",1,2,3,1,3,4,4,1,3,1,1,1,1
"Parkesia_noveboracensis",1,2,3,1,3,4,4,1,3,1,1,1,1
"Helmitheros_vermivorum",1,2,3,1,3,4,4,1,3,1,1,1,1
"Seiurus_aurocapilla",1,2,3,1,3,4,4,1,3,1,1,1,1
"Pseudoleistes_guirahuro",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudoleistes_virescens",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xanthopsar_flavus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chrysomus_icterocephalus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chrysomus_ruficapillus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Agelaioides_badius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Agelaioides_fringillarius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Oreopsar_bolivianus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Agelasticus_cyanopus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Agelasticus_xanthophthalmus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Agelasticus_thilius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Gnorimopsar_chopi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anumara_forbesi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Amblyramphus_holosericeus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Curaeus_curaeus",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Gymnomystax_mexicanus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hypopyrrhus_pyrohypogaster",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lampropsar_tanagrinus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Macroagelaius_imthurni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Macroagelaius_subalaris",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Quiscalus_major",1,2,3,1,3,4,4,1,3,1,1,1,1
"Quiscalus_mexicanus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Quiscalus_palustris",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,0.05,0.05,0.05,0.05
"Quiscalus_niger",1,0.1,0.15,1,3,4,4,1,3,1,1,1,1
"Quiscalus_lugubris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Quiscalus_nicaraguensis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Quiscalus_quiscula",1,2,3,1,3,4,4,1,3,1,1,1,1
"Euphagus_carolinus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Euphagus_cyanocephalus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Ptiloxena_atroviolacea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dives_dives",1,2,3,1,3,4,4,1,3,1,1,1,1
"Dives_warczewiczi",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Molothrus_aeneus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Molothrus_ater",1,2,3,1,3,4,4,1,3,1,1,1,1
"Molothrus_bonariensis",1,2,3,1,3,4,4,1,3,1,1,1,1
"Molothrus_oryzivorus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Molothrus_rufoaxillaris",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Agelaius_assimilis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Agelaius_phoeniceus",1,2,3,1,3,4,4,1,3,1,1,1,1
