"species","spGenResult","spMorphResult"
"amasun2",86.1421422525737,3.89181534207255
"amatyr1",99.6324145416169,4.27835997822943
"amaumb1",104.471446510456,4.43078625985916
"amawoo1",132.333829068259,4.48193903308103
"ambduc",155.733341615084,4.41722817326921
"ambtyr1",102.639158495032,3.49717229057366
"ambwhe1",95.3405682719714,3.3553291745033
"ameavo",135.73269906785,4.63896982448122
"amebit",136.275266547653,5.1244994574271
"amecro",89.0923614753602,4.8216546743401
"amedip",79.6835671422164,3.11687708174434
"amedov1",130.708243528364,3.03218397033169
"amegfi",78.5144414423599,3.5440016672076
"amekes",127.381637670294,3.32379200498139
"ameoys",126.705603030063,3.94564626591219
"amepip",89.6786575745973,3.61654075782637
"amered",75.2427026005215,3.48966215712929
"amerob",82.0432071937986,2.91407398728191
"amesun2",83.3261622890371,3.53909901903595
"amewig",148.992012042237,3.74124660783648
"amewoo",134.739434124178,4.41440991520587
"amewoo1",129.235490499567,6.62100300999073
"amgplo",133.894875873892,3.24413903935292
"ammrot1",85.8669481829228,2.58411002225768
"ampkin1",128.231216863971,4.27837032187216
"amptap1",102.518461778969,3.28202865196882
"amsfly1",98.3350745061918,3.54713907777998
"amthum1",127.49808785747,4.83525559066492
"amtspa",83.4916775851491,3.1890252005211
"amtsun2",125.676992051717,4.90244521634745
"amtsun3",125.406787086074,4.60889439614534
"amtsun4",125.179211520743,4.97082191036098
"amufal1",127.597923761928,3.49911454000515
"amupaf1",86.3043289698665,2.87689185036523
"amwpel",136.861393825021,9.04986692687547
"anawax1",102.263846193133,4.74175759308872
"anbtyr1",95.4616003980161,3.76231170544927
"ancant1",95.4327033959112,3.07677251903872
"ancbar1",126.422866056935,2.69089039494478
"anccha1",76.3762160510338,2.63483559052754
"ancdov1",127.08460799862,3.59577510639368
"anchum1",130.277664657307,6.82703259848931
"ancmur",85.2922161003114,3.41509402833205
"ancsun1",77.0633830026462,3.25474871436882
"anctap1",101.710059020806,3.25830232778393
"andavo1",135.902304248917,4.75046856662383
"andbul1",95.5843481467561,3.45226532862946
"andcon1",134.01782517691,7.9260371609759
"andcot1",98.9654541174199,3.62334165506288
"andcou1",135.838372305598,3.97760349944143
"andcra1",132.245323256239,3.18203264725208
"andcus1",92.0792865039004,2.84025770728716
"anddro1",96.1127753213047,2.99589752066196
"andduc1",157.974272755797,4.00027302432408
"andeme1",124.947183927718,4.82556777762967
"andfla2",141.274932066816,6.92726067636404
"andfli1",135.705806728609,3.67937069829484
"andflo1",94.9868506852758,5.49259269326985
"andgoo1",159.136900952246,4.89174346400713
"andgua1",172.297933541905,5.5801164359893
"andgul1",137.037980514095,3.80666791604813
"andhao1",130.96712216155,3.10046755232854
"andhil2",123.904983137545,4.13825664418792
"andhil3",132.92327096317,4.61782780853679
"andlap1",136.857368448291,3.53401759660757
"andneg1",118.610714069428,3.98048485111897
"andnig1",133.061104683112,3.59448321936658
"andpar1",121.518961735656,3.24875382648113
"andpot1",132.860640850498,4.2707561202095
"andsha1",94.5417730251188,3.15667444505946
"andsis1",80.1131689439863,3.0538833953959
"andsni1",133.75493127173,4.94576156269056
"andsol1",83.6382866565329,2.59433999972045
"andswa2",105.76565017973,4.29089333488736
"andswi1",134.184035735018,5.04842992423342
"andtea1",172.690853323895,3.60287883143916
"andtin1",200.717943432037,3.31053382372007
"andtre1",95.2966310748387,3.16408958513454
"andtyr2",99.5356339392107,2.83360627375539
"andtyr3",95.2229098001388,2.43506578919685
"andwoo1",127.945304322901,3.36777757455
"angbat1",84.8109952234619,3.30310479294658
"anghel1",85.9490749402441,2.66473153008
"anglar1",70.9558886122559,2.39205960346968
"angpet1",77.1055029975099,3.42517911211975
"angslf1",71.3916119661062,2.37622210815724
"angswa1",80.177097425391,3.67596434262505
"anhing",132.675708034468,5.33551239820547
"aniani",86.7510769406793,3.70277789642956
"anjsun2",87.8657521152172,4.40796107359069
"anjwhe1",90.5700700465128,4.79760868204657
"ankser2",73.8629231733616,3.54314084741594
"annhum",135.391018939517,6.9024160457709
"anpowl1",131.199433286898,2.80695598572325
"anpswi",132.083367763795,6.87351528564193
"anseag1",128.975644740232,5.04379114260857
"ansgre1",81.0622397634233,2.77916438116619
"ansowl1",131.12760057426,2.97066706237347
"ansowl2",131.383013317156,2.8765906620676
"antalb1",98.2224018018205,4.2427447099955
"antant1",102.267622812086,3.15631784820806
"antbrf1",74.3765129848741,2.46623676638304
"anteup2",87.0915785352938,3.47915473587462
"anteup3",89.6410512000911,3.89902272605314
"anteup4",88.0617205503299,4.13135842473429
"antman2",130.40512630907,5.52026229382225
"antman3",132.305415044028,5.73447697763772
"antnig",132.735418888675,4.49493033748971
"antpar1",126.552787573989,3.61886182596445
"antpet1",60.7241791281503,2.15142905290778
"antpic1",127.646633371774,3.04925507493501
"antsha1",125.1585745875,2.81893202937662
"antsis1",84.5784821484482,3.35555901344774
"antspi1",105.912982668518,3.68521890549337
"antter1",115.648429578606,3.65618434538486
"antwre2",81.5950973930107,2.88838944261781
"anweye1",92.068301,3.88683372190446
"anwpig1",130.376294795084,3.42029716092506
"apapan",67.5164253814493,2.37382743926721
"apbsun2",93.2979291007109,3.53716720455466
"apifly1",97.285723448085,2.62136604816799
"aplfal",126.2632282441,3.79217401716617
"apomyn2",73.3360207786344,3.15003227187771
"apostl1",88.350156898507,3.14008266144983
"apowre1",85.6774373776988,3.2821216313406
"apptet1",92.574164662864,3.75346300274111
"apubrf1",87.24847070307,2.69884304386064
"apuspi1",100.393203865372,2.77652500308989
"aquwar1",86.4533452454743,4.18369554081673
"arabab1",78.675951125624,2.77554437041898
"arabus1",137.62864500537,6.31687120669821
"arafan1",96.3269855776849,4.2629683667569
"arafan2",93.2529481811486,3.08714442698423
"araman1",97.6836575429635,2.5052316374535
"arapar1",170.510135125911,3.6500410280225
"arasco1",130.985786693797,2.87346952233076
"arawax1",72.2752077480642,3.34376652941577
"arawoo1",130.504195997811,2.5791954315711
"arcbow1",88.5170921034188,3.11619399635744
"arcloo",137.42090491315,4.6926694757244
"arcnew1",78.935451720545,3.18897383991351
"arcnig1",133.394758785569,3.35915651279229
"arcter",109.155003359686,3.45852943624331
"arcwar1",82.9731290999006,3.54443570684643
"arcwar2",87.0713284232351,3.82580310919313
"arcwar3",73.0950516442494,3.21900316310918
"arfast1",73.4661306160268,4.41679621661637
"arfcat1",88.376807140319,3.97266724442632
"arfhon1",78.0605820647978,2.31517705717941
"argspa2",113.27962578392,4.730448845143
"ariwoo",125.921631285941,2.59285385516305
"armbab1",93.1084719338647,2.97764993582944
"armgul1",127.979157568732,4.3740927440102
"arrcha1",65.9458148082963,2.25252682574499
"arrpic1",127.392472929335,4.14792290705023
"arrwar1",83.1173742239007,3.33466157637097
"artspi1",98.4186100256753,3.54148351383026
"asbant1",101.716498468515,3.31228639283174
"asbfly",82.7103110274044,3.41649769532772
"asbfly1",78.6800425135757,2.86842179151105
"asbowl1",131.123558698366,3.21007765197027
"asbspi1",98.8414590796346,2.64494826015384
"asbwhe1",91.1295243432945,3.30904104113266
"asccuc1",138.521993140653,2.5817039385692
"ascspl1",97.7759769921773,4.11071660352257
"asctap1",99.9598363499043,2.51039547985577
"asdwar1",81.7662089597481,3.96886169906196
"asecuc1",134.838262646948,2.43267429473707
"asfblu1",83.2467284655786,2.61441353322994
"asfbul1",85.0899122460445,3.0828188366411
"asfowl1",131.845750473286,4.3655972357148
"asgsta1",90.0294917561963,2.86172660778078
"asgwea2",90.669080316885,3.31253661252363
"ashant1",98.0906625133195,3.51929716699201
"ashbab1",80.9444637845165,3.28176825421508
"ashbul1",68.9837202635672,2.29281671049942
"ashcis1",86.1246594952776,3.5668214705176
"ashcus2",92.2763371296794,2.77098440352354
"ashcus3",91.9385778695095,2.85818281442512
"ashdro1",84.1965051546298,3.04728506592796
"ashflo1",94.977753317873,4.66551621644555
"ashfly1",85.7805340769568,3.10831636980676
"ashgoo1",149.718392867927,3.93652046083571
"ashgre1",103.958350959838,3.67209344871031
"ashlau1",85.9868842433064,2.77221571784107
"ashmar1",72.9062596561516,3.83517204026811
"ashmin1",87.8642522862388,2.92711176635009
"ashmyz1",97.9386960494932,3.68736188590764
"ashpri1",94.2888323369327,4.72446577859169
"ashrob2",77.4057117327077,2.10144423813726
"ashsta2",95.6932252887432,3.2592548159394
"ashtai1",89.0574545084576,3.96047837956564
"ashthr1",89.8142638593451,2.82716902979995
"ashtit2",84.1503839199971,2.87583683763991
"ashtyr1",94.6806596312155,3.38131728951675
"ashwoo1",130.345175037357,3.91202618400294
"ashwoo2",89.7151865187193,2.89983528202578
"asidow1",122.014869893191,3.9174269546084
"asidrc2",135.545151062586,3.08038803521207
"asidrc3",133.771583409616,2.82316479943697
"asidrc4",133.166726379321,3.2154913714399
"asifab2",81.2670015021059,2.82172494559607
"asifri1",124.812245513614,5.44421661465346
"asikoe2",136.568912218116,3.53021860949103
"asikoe3",136.535652058678,3.61306179631357
"asiope1",132.797387790702,7.4808000189964
"asistu1",75.893142775881,3.86945587448509
"aspfly1",94.1266755208326,3.22171872244817
"aspsta2",93.1521867373638,2.87425002064039
"aspsta7",88.0485174450979,2.81017179457765
"aspswi1",132.796770488467,5.70810932798229
"asrfin1",79.035024447998,3.27121777214792
"asslau1",55.1790286991503,2.64408680304633
"asspet",104.237084287344,4.14988217974227
"astant1",94.6834553789724,2.53100085794308
"astcas2",95.6028015586,2.50953660525788
"astcra1",134.300473418992,3.33110208180917
"astfly",105.88701689079,2.71731819475752
"astgna1",106.031674589275,3.43690741182354
"astpar1",63.4105941205646,3.04708256161605
"astwar2",57.6110534847508,3.47397955699877
"aswant1",96.7499861273595,3.71839051003976
"aswpig1",134.817298423739,3.48506480713575
"atbtan1",78.8131758550025,2.50935994476908
"atfdov1",136.657309725769,4.30271777480372
"athscr1",87.7405478050404,3.72486785172239
"atiswi1",134.335163404494,7.11055300542561
"atlfly1",71.7906688946397,3.34925596307314
"atlpet1",58.346410965757,2.26447746796218
"atlpuf",88.5679888179907,3.09840154521268
"atosta1",116.021940047566,2.9747549843075
"attwoo1",130.653453157794,3.14250759973692
"audgul1",109.986790040091,3.77108864562168
"audori",78.2785226622025,2.59501658059601
"audshe",99.7222566988474,2.93080052301222
"audshe3",105.131081706223,3.57948507597823
"augbuz2",127.446845675867,5.38773363165067
"auirai1",131.001451508252,4.08714208233816
"auisha1",127.971943605388,3.47371404357634
"auitea1",172.375293646141,3.4665046615579
"aukpar1",113.184396475645,3.95228024548302
"aumowl1",132.392095957977,4.16334194882106
"auonig1",134.616034167182,3.32486653505726
"aupowl1",134.528000711815,3.29580393334029
"aurwar1",95.1060403808957,3.52726138352896
"ausbit1",133.907894271889,4.75223674389578
"ausbla1",101.11686785553,3.0788725020447
"ausbrt1",172.37091748594,4.68938020929776
"ausbus1",138.056879185092,6.78665981396757
"auscan1",120.707887982526,4.35601738894822
"auscra1",132.401186430962,3.77340229771265
"ausfig1",93.9493034731449,3.02905535078829
"ausgan1",127.496100929927,4.93803237580098
"ausgre1",149.57097537271,4.01100288275864
"ausgro1",131.692273303275,4.50674767978463
"aushob1",122.700686668398,3.50852973873925
"ausibi1",132.750024949362,6.25593286575022
"auskes1",123.44629910462,3.52962047697059
"auskit1",130.924835825328,3.5448264360088
"ausmag2",87.2889739502488,3.95227158547015
"ausneg1",117.039926385496,4.31430015545073
"auspar1",126.503199807681,4.17929372379107
"auspas1",130.825465358619,3.71260850650574
"auspel1",133.306451985009,9.35857165932141
"auspip2",89.8426372557097,3.24736307147193
"auspip3",94.0255025483862,3.63331461816987
"auspra1",132.593274521144,3.57592271645844
"ausrai1",141.457141363455,3.863883081804
"ausrav1",85.3739924325951,5.08982985377698
"ausshe1",163.122776155304,4.67662498659254
"aussho1",158.302089875458,4.09827168347636
"ausswi1",134.421425199133,6.35538808309229
"austhr1",105.014201193139,3.03134398675201
"ayaant1",98.8492799360444,2.93306778111113
"ayebul1",82.0202486334708,2.81345360737101
"ayheag1",126.658022135405,5.45532747140036
"ayweye3",104.332646844002,4.82464289527252
"azaspi1",100.744659881272,2.96503682583648
"azbpit1",112.838980490794,3.5194466041297
"azchum1",130.022909349748,5.21099189134484
"azhjay1",85.4277730170494,3.45151476815962
"aznjay1",104.994940046048,4.04950742794338
"azrtan1",73.5342763060678,2.63005186282434
"azstan1",86.2277717388503,2.4264408349829
"aztthr",76.625618766623,2.67755772927785
"azugal1",133.189932461839,3.27632105793299
"azujay1",95.4029464665335,4.41731105661868
"azukin1",129.661243624861,4.63958616292135
"azutit2",87.6745762496799,4.21252987684272
"azwmag2",89.3082517809959,3.39174914250306
"azwmag3",84.5638346608474,3.60011841583838
"babcra1",134.278987610815,3.24368237577819
"babcuc2",134.190543060862,2.71817155742623
"babcuc4",132.692738844903,4.38212001882261
"babcus1",92.7436067362583,3.38761229076818
"babfir1",84.3842101443597,3.91840042716443
"babhon1",93.3814618329724,4.07731450203473
"babowl1",130.716409674742,4.45048012854246
"babpar1",171.383997540169,3.22052296676303
"babpic1",127.306397809841,4.27550534255534
"babpit1",106.934914144519,2.85690578986927
"babshr1",97.88086042122,3.15394372360914
"babsta1",91.6963758055644,3.12763470517304
"babtan1",77.6768004509952,2.62720904935321
"babwar",70.5835038774619,3.03356951865173
"babwoo1",102.480637730549,3.36468762482963
"babwoo2",130.122576747504,2.63930524900845
"babwoo3",124.553869006808,2.64235356905351
"babwre1",86.0422471911417,2.86827518569461
"bacant1",103.933976915749,2.92538947750064
"bacant2",103.017815937617,2.47467342494999
"bacbab1",87.8126581952161,2.68876364012307
"bacdov1",134.154521011009,3.319650813447
"baceag2",129.969196506682,7.05914878260723
"bacfan1",81.9715318236245,2.67914894310164
"bacori1",83.6033239370198,3.01184094419019
"bacspa",76.1320305846396,3.19984592699412
"bactro1",128.63355553128,3.35382954135699
"baeant1",99.146347831987,2.98832733703082
"baemyn1",94.3441068030488,3.44584667860811
"baeowl1",130.527602947848,6.07730044686642
"baepig2",130.238397291645,3.49594055899386
"baepoc1",141.976842329814,3.71233876264142
"baerai1",133.861737283178,4.00040527996086
"baerob1",94.8104209534079,2.9535906962956
"bafbul1",64.1142328598991,2.06430408115812
"bafcur1",171.695046005575,5.90528553490401
"baffal1",124.605644310505,3.94717583330414
"bafibi1",133.299628986063,5.55316599120145
"bafrai2",132.77461769476,4.2839001853461
"bagbab2",72.9429458029771,2.32912407159944
"bagcot1",94.7041543409132,3.03937509659596
"bagcuc1",137.150842991765,5.19145575765041
"bagtan1",78.7972794158483,2.72750137853023
"bagtan2",76.823866485763,2.50011224743132
"bagwea1",79.0178041596963,3.07157106541194
"bahant1",100.662600499934,3.02403156498314
"bahgoo",153.067496092413,4.49004241739219
"bahlau1",82.2758590477954,2.60573218242226
"bahmoc",100.388404553566,3.34823663460336
"bahnig1",133.233339191918,4.21411602126566
"bahspi1",92.2868362415074,2.45436958085096
"bahswa",98.4411929497963,4.51986759733037
"bahtan1",83.5287578335764,2.7948894707864
"bahtap1",96.9934548675708,2.77277777745837
"bahtyr1",89.5701821335687,2.88658254529285
"bahwoo",132.789059284252,7.2633955898291
"bahyel1",88.4083019301394,3.49823061388052
"baicra1",133.404918518255,4.11186341407112
"baifly1",102.318712054408,3.09248639188126
"baipig1",120.274359117222,3.7824441615044
"baisan",132.780066139365,3.78739991820063
"baispa",82.7777398865679,3.35232832290579
"baitea",146.005577163882,3.52802601107815
"baitro1",129.751826872041,3.67053651554422
"bakind1",83.6343932987885,3.65096839005986
"baleag",134.433272200412,6.81207692711628
"balibi1",133.989967699272,6.77633842916681
"balica1",92.3094341331084,3.32641359869369
"balmal2",80.2253012630704,2.5617392865085
"balori",80.1525741492749,2.68464891789762
"balowl",130.73623488068,3.19809368342777
"balpar1",116.697705486775,3.62994783535027
"balshe1",109.993690413844,2.97316993349261
"balspi1",132.992268090517,6.03079958915148
"balwar1",86.8533506690471,4.10690039931214
"bamant1",102.417484024908,2.84851585615857
"bamapa1",77.7724382354944,3.48019115591962
"bamwoo1",124.962588564357,2.82068264430704
"banana",92.46019155954,3.47175072595622
"banant1",109.666834713514,3.32699995727022
"banant2",99.1415603162547,3.51748606462075
"banbar1",127.630195508983,3.19953521095705
"banbro1",109.486322028377,3.40367936626954
"bancor1",125.158734647174,4.13494007959142
"bancot1",97.4985023454355,2.57471790865768
"bancro1",88.4446567253886,4.97251250472163
"banfru1",106.502290770056,3.30364041690655
"banhon1",85.9770458644393,3.78360685125683
"banjuf1",95.3503200616777,3.15579745887826
"bankes1",127.262189251753,3.47540208955456
"bankin1",126.368437317854,3.83851767027957
"banlap1",133.088865002777,3.37965026046285
"banmar1",90.6498819629655,3.81684749835717
"banmyn1",95.7067288908278,2.94707315620814
"banmyz1",109.02383926846,4.90956364573701
"banpit3",111.395709533922,3.10023913485835
"banpit4",109.411322283278,2.99338768976813
"banpri1",81.2203270781216,3.31336015557498
"banqua1",172.360491709145,2.98245065391012
"banscw1",74.875943656402,2.61394700016893
"bansti1",129.089093388234,4.52383390215877
"bansun1",75.3448339416839,3.25344674788799
"bansun3",80.8732130084622,2.78882243060078
"banswa",92.7076422832127,4.84928277775813
"bantur1",136.123535326285,4.13914365812741
"banumb1",100.720929280569,4.7979168973041
"banwar2",83.7446864879921,3.36718839117631
"banwea1",66.4367753755497,2.26239495391426
"banwhi1",82.4627273794394,3.61813155037801
"banwoo2",124.615938858068,3.11235884953225
"banwre1",92.4992118241573,3.34017725905441
"barant1",107.623829812267,3.00261077462959
"barant2",98.8525708445511,2.66223083238873
"barbec1",97.3899723446586,2.51841314552984
"barbro1",110.510893737008,3.35155869771545
"barbul1",111.077781132896,3.702910059031
"barbut1",132.926035497066,3.96774917256867
"barcud1",128.160635793623,3.57929272308469
"bardov2",129.918793639157,3.15930950467093
"barfly1",75.6238641801269,3.38308687019423
"barfru1",97.1439746895359,2.65392165580642
"bargol",147.537169381427,3.68269207373026
"bargoo",150.248767014272,4.10127961984186
"barhaw1",128.890569118121,6.05871524153429
"barhob1",128.27980907188,5.04055374202381
"barhob2",127.811051886991,5.49090474500101
"barhon2",83.3764377858811,2.9051901833476
"barlau1",57.655849820418,3.08253949254926
"barowl1",131.905827773058,3.45101585422255
"barowl13",130.69597287196,4.99857849603075
"barowl5",131.360427307658,3.76015230423956
"barown1",133.761078152537,3.3659407111947
"barown2",132.300645052281,2.67538311963976
"barpar1",118.290126632805,3.2255073335797
"barpar2",172.797906069182,3.47335789408202
"barpet",98.6884746261391,3.95119516612533
"barpet1",73.0549442527223,2.05670497446562
"barpuf1",129.029852618999,3.29284224978692
"barrai1",131.690126902691,3.88730473860857
"barswa",89.302225914944,4.1851814658432
"barswa1",78.4946566561477,3.53108213443394
"barswi",132.613206012651,5.44407698424585
"bartin1",201.889196147022,4.00525790527668
"bartin2",198.33974546967,3.69154336294797
"bartyr1",92.4523992303541,3.52836743317579
"barwaf1",92.7359556876955,3.30064443598457
"barwaf2",89.7849622976659,2.99102272927321
"barwar",89.2675904939488,3.58088786032223
"barwar1",83.3200234761456,3.09819895591543
"barwar2",100.159992021196,3.49581696855468
"basdov1",132.540540035056,3.70435547725799
"baseag1",127.155536900439,5.47027355519105
"basowl",130.849113686943,3.23509218064852
"baswar1",71.5388389328105,2.5091526226741
"batant1",105.224782875694,3.70692737387344
"batant2",94.8740523184614,2.666845438861
"batant3",98.1035609214828,3.2504362650583
"batapa2",80.8652051626303,3.69919369878249
"batapa3",74.7449552424699,3.35077360738664
"batapa4",84.1544404806003,3.923735907412
"batapa5",68.4364734189189,2.50858264989868
"batbar1",129.602403172189,5.4322353958359
"batbel1",96.7009450033668,2.97652264404191
"batear1",110.08670238164,3.3684300906293
"batele1",127.322963290221,5.57894106692664
"batfal1",125.398240557752,3.63433606075651
"batfru1",96.9706320870962,2.41560855047276
"batgod",121.832963085412,4.06361844048829
"batgua1",171.973659691584,5.34641647084221
"bathaw1",127.407040704383,4.80212328699706
"batlar1",69.9922139845537,2.44645081123539
"batman1",105.160079913512,3.80606462168042
"batnig1",133.315070534093,4.84536471405448
"batnig2",132.641142062583,3.9155288731059
"batoro1",102.301037700602,3.32402105434477
"batpaf1",86.6764881402909,2.77770598720081
"batpig1",136.21126617737,3.60785020376812
"batsee1",87.0020721052681,3.0637471990912
"batsee2",100.171860169037,4.9099917091699
"batsun2",81.0141849346262,3.39411435576382
"batswi1",130.284675501041,4.63776081512681
"battre1",66.2133132468256,3.31379819600453
"battro1",129.728280346441,3.23530150130605
"batwhi1",83.2833491711213,2.58674500567362
"baugre1",87.0760716816309,2.67152424361465
"baugua1",172.015952323205,5.18977004985832
"bauoro2",93.1554589584273,4.47542432867409
"bavcot1",94.6616195404815,2.45005698006377
"bawant1",105.32750620148,3.87286592535176
"bawbec6",101.295301580756,2.78931543642907
"bawbec7",96.8295493928989,2.4693632820203
"bawbul2",87.0727776229232,2.92577373958881
"bawcow3",95.7132745310508,2.66154789025102
"bawcow4",96.0373940430385,2.67297665991644
"baweye1",70.7973797064332,2.20616118571761
"baweye2",102.72344844989,4.30744838948134
"bawfly1",90.3827870560068,2.82175856055541
"bawfly2",75.9383677737758,2.81913632291576
"bawhae1",129.278732522228,5.64055108990992
"bawhor2",126.917960180772,8.25660692243027
"bawkin1",128.16156699466,3.93628010680448
"bawman1",81.4256506758443,3.73895384699689
